Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,ORP5_A00_neg m/z,ORP5_A00_neg RT mean,ORP5_A00_neg Normalized Area,ORP5_A08_neg m/z,ORP5_A08_neg RT mean,ORP5_A08_neg Normalized Area,ORP5_A09_neg m/z,ORP5_A09_neg RT mean,ORP5_A09_neg Normalized Area,ORP5_A10_neg m/z,ORP5_A10_neg RT mean,ORP5_A10_neg Normalized Area,ORP5_A11_neg m/z,ORP5_A11_neg RT mean,ORP5_A11_neg Normalized Area,ORP5_A04_neg m/z,ORP5_A04_neg RT mean,ORP5_A04_neg Normalized Area,ORP5_A05_neg m/z,ORP5_A05_neg RT mean,ORP5_A05_neg Normalized Area,ORP5_A06_neg m/z,ORP5_A06_neg RT mean,ORP5_A06_neg Normalized Area,ORP5_A07_neg m/z,ORP5_A07_neg RT mean,ORP5_A07_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.14,5.51,443.9801,0.35 - 0.76,1,5.4E3,-,-,0,-,-,0,443.9802,0.52,1.38E4,-,-,0,-,-,0,443.9800,0.56,3.49E4,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:2.53:0:0:0,2.76E3,8.73E3,1.00:3.17,0.54,,
,0.14,4.59,295.8206,17.50 - 17.93,3,57.9,-,-,0,295.8206,17.57,1.89E2,-,-,0,-,-,0,-,-,0,295.8206,17.93,1.62E2,-,-,0,295.8206,17.60,1.7E2,-,-,0,0:1.00:0:0:0:0.85:0:0.90:0,3.79E1,8.28E1,1.00:2.19,17.70,,
,0.14,4.75,532.8132,11.68 - 15.99,1,1.2E3,-,-,0,532.8138,12.24,2.11E3,-,-,0,532.8118,11.79,1.21E3,532.8124,12.02,5.03E3,-,-,0,532.8132,12.06,1.19E3,532.8138,13.43,1.09E3,532.8138,13.84,6.09E2,0:1.00:0:0.57:2.38:0:0.56:0.51:0.29,1.67E3,7.22E2,1.00:0.43,12.56,,
,0.14,10.88,318.0700,1.21 - 1.98,1,2E3,-,-,0,318.0697,1.91,6.24E3,-,-,0,-,-,0,318.0703,1.90,1.18E4,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:1.89:0:0:0:0,3.61E3,0,1.00:0,1.90,,
,0.14,10.88,728.6073,8.41 - 8.79,1,782.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,728.6066,8.63,5.08E3,728.6080,8.64,1.96E3,-,-,0,-,-,0,0:0:0:0:0:1.00:0.39:0:0,0,1.76E3,0:1.00,8.63,,
,0.14,3.25,382.8500,14.81 - 16.98,3,672,382.8497,15.04,8.27E2,382.8505,16.76,2.75E2,-,-,0,-,-,0,382.8497,15.48,2.06E3,382.8498,15.40,1.28E3,382.8498,15.66,1E3,382.8506,16.72,6.03E2,-,-,0,3.01:1.00:0:0:7.48:4.66:3.65:2.19:0,6.32E2,7.23E2,1.00:1.14,15.84,,
,0.14,10.84,479.1629,14.82 - 20.14,1,5.9E4,-,-,0,-,-,0,-,-,0,479.1634,18.35,4E3,-,-,0,479.1623,18.36,1.84E3,-,-,0,479.1627,18.34,4.97E5,479.1634,17.62,2.65E4,0:0:0:1.00:0:0.46:0:124.34:6.64,7.99E2,1.31E5,1.00:164.29,18.17,,
,0.14,7.46,711.8411,8.83 - 10.40,1,1.1E3,-,-,0,711.8403,9.19,6.71E2,-,-,0,711.8408,8.96,9.78E2,-,-,0,711.8416,10.17,1E3,711.8402,8.90,1.31E3,711.8425,10.29,2.23E2,711.8414,9.57,5.7E3,0:1.00:0:1.46:0:1.50:1.96:0.33:8.49,3.3E2,2.06E3,1.00:6.24,9.51,,
,0.14,5.75,419.0622,1.63 - 2.00,1,605.1,-,-,0,419.0620,1.90,1.38E3,419.0619,1.89,7.95E2,-,-,0,419.0622,1.90,2.26E3,-,-,0,419.0626,1.91,1.02E3,-,-,0,-,-,0,0:1.00:0.58:0:1.64:0:0.74:0:0,8.86E2,2.54E2,1.00:0.29,1.90,,
,0.14,10.85,731.4895,6.26 - 6.46,1,792.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,731.4885,6.34,6.47E3,731.4906,6.34,6.58E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.10:0:0,0,1.78E3,0:1.00,6.34,,
,0.14,10.85,477.1627,13.71 - 20.09,1,4.2E4,-,-,0,-,-,0,-,-,0,-,-,0,477.1625,18.37,6.07E3,-,-,0,-,-,0,477.1630,18.36,3.65E5,477.1627,18.31,6.41E3,0:0:0:0:1.00:0:0:60.14:1.06,1.21E3,9.29E4,1.00:76.50,18.35,,
,0.14,5.97,531.3334,3.35 - 3.80,1,1E3,-,-,0,-,-,0,531.3330,3.69,2.68E3,-,-,0,531.3338,3.70,4.79E3,-,-,0,531.3334,3.70,1.56E3,-,-,0,-,-,0,0:0:1.00:0:1.78:0:0.58:0:0,1.49E3,3.91E2,1.00:0.26,3.69,,
,0.14,3.95,870.8070,20.07 - 20.28,1,1.7E3,-,-,0,870.8049,20.21,3.37E3,-,-,0,870.8073,20.21,3.13E3,-,-,0,870.8056,20.22,1.98E3,870.8102,20.20,3.02E3,870.8073,20.21,3.54E3,-,-,0,0:1.00:0:0.93:0:0.59:0.90:1.05:0,1.3E3,2.13E3,1.00:1.64,20.21,,
,0.14,5.81,712.7678,11.62 - 19.83,1,1.2E4,-,-,0,712.7664,14.83,5.71E4,712.7634,14.42,8.68E3,712.7709,13.30,1.98E4,-,-,0,-,-,0,712.7699,14.71,2.84E3,712.7684,13.65,5.94E3,712.7678,14.78,9.97E3,0:1.00:0.15:0.35:0:0:0.05:0.10:0.17,1.71E4,4.69E3,1.00:0.27,14.28,,
,0.14,3.88,507.8774,16.53 - 18.65,1,2.6E3,-,-,0,507.8777,17.57,1.71E3,-,-,0,507.8771,17.15,8.39E3,-,-,0,-,-,0,507.8770,17.33,2.94E3,507.8778,17.77,1.29E3,507.8771,17.34,8.63E3,0:1.00:0:4.91:0:0:1.72:0.76:5.05,2.02E3,3.22E3,1.00:1.59,17.43,,
,0.14,3.71,341.1605,0.10 - 0.65,1,5.6E4,341.1603,0.14,1.63E5,341.1607,0.15,1.66E5,-,-,0,-,-,0,-,-,0,341.1602,0.35,3.68E4,341.1608,0.15,1.42E5,-,-,0,-,-,0,0.98:1.00:0:0:0:0.22:0.86:0:0,6.58E4,4.48E4,1.00:0.68,0.20,,
,0.14,10.58,474.6520,0.10 - 0.20,1,4.7E4,-,-,0,-,-,0,474.6512,0.16,3.6E5,-,-,0,474.6527,0.16,6.02E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.17:0:0:0:0,8.4E4,0,1.00:0,0.16,,
,0.14,3.81,816.4773,0.10 - 0.20,1,1.7E4,-,-,0,-,-,0,-,-,0,-,-,0,816.4781,0.16,6.85E4,-,-,0,-,-,0,816.4764,0.17,8.48E4,-,-,0,0:0:0:0:1.00:0:0:1.24:0,1.37E4,2.12E4,1.00:1.55,0.16,,
,0.14,3.11,726.6293,12.00 - 12.33,1,511.1,-,-,0,-,-,0,-,-,0,-,-,0,726.6305,12.10,2.63E3,-,-,0,726.6282,12.19,1.97E3,-,-,0,-,-,0,0:0:0:0:1.00:0:0.75:0:0,5.25E2,4.93E2,1.00:0.94,12.15,,
,0.14,3.95,648.7877,7.08 - 8.41,1,247.1,648.7904,7.26,2.96E2,648.7883,7.22,4.85E2,648.7817,7.12,1.77E2,-,-,0,-,-,0,648.7888,8.32,5.62E2,648.7934,8.17,4.67E2,648.7836,7.85,2.38E2,-,-,0,0.61:1.00:0.36:0:0:1.16:0.96:0.49:0,1.91E2,3.17E2,1.00:1.65,7.66,,
,0.14,10.68,1175.7851,17.31 - 17.90,1,936.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1175.7854,17.40,1.91E3,1175.7844,17.73,3.54E3,1175.7854,17.53,2.98E3,-,-,0,0:0:0:0:0:1.00:1.86:1.56:0,0,2.11E3,0:1.00,17.55,,
,0.14,4.58,688.8418,17.12 - 20.29,1,2.8E3,-,-,0,688.8409,17.74,4.93E3,688.8425,17.78,4.27E3,-,-,0,-,-,0,688.8406,18.05,1.25E3,688.8435,17.18,3.33E2,688.8405,17.93,1.07E4,688.8426,17.68,3.96E3,0:1.00:0.87:0:0:0.25:0.07:2.16:0.80,1.84E3,4.05E3,1.00:2.20,17.73,,
,0.14,4.32,1224.7501,20.09 - 20.23,1,2.8E3,1224.7439,20.18,6.23E3,1224.7534,20.17,3.49E3,-,-,0,-,-,0,-,-,0,1224.7494,20.18,3.62E3,-,-,0,1224.7488,20.18,6.76E3,1224.7549,20.19,4.85E3,1.79:1.00:0:0:0:1.04:0:1.94:1.39,1.94E3,3.81E3,1.00:1.96,20.18,,
,0.14,3.26,607.8507,18.81 - 20.16,1,2.3E3,-,-,0,-,-,0,-,-,0,607.8507,19.19,3.17E3,607.8495,18.98,9.04E3,-,-,0,607.8506,19.39,3.88E3,607.8513,19.45,3.29E3,607.8513,19.78,1.29E3,0:0:0:1.00:2.85:0:1.22:1.04:0.41,2.44E3,2.11E3,1.00:0.87,19.36,,
,0.14,10.58,394.2970,0.25 - 1.22,1,2.2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,394.2970,0.97,4.08E3,394.2970,0.93,1.55E4,-,-,0,-,-,0,0:0:0:0:0:1.00:3.79:0:0,0,4.89E3,0:1.00,0.95,,
,0.14,6.79,846.7389,17.60 - 20.16,1,5.8E3,846.7398,18.46,2.12E4,846.7399,18.33,8.17E2,846.7385,19.79,8.12E3,846.7373,18.40,1.86E3,846.7343,18.57,1.32E4,-,-,0,846.7399,18.07,9.94E2,-,-,0,846.7426,17.90,5.93E3,25.97:1.00:9.94:2.28:16.14:0:1.22:0:7.26,9.04E3,1.73E3,1.00:0.19,18.50,,
,0.14,10.49,338.2192,0.16 - 0.29,1,1.4E4,338.2192,0.18,1.23E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.46E4,0,1.00:0,0.18,,
,0.14,4.24,680.0592,3.24 - 3.35,1,294.3,680.0579,3.28,1.05E3,-,-,0,-,-,0,-,-,0,-,-,0,680.0597,3.30,9.84E2,-,-,0,-,-,0,680.0599,3.28,6.18E2,1.00:0:0:0:0:0.94:0:0:0.59,2.09E2,4E2,1.00:1.91,3.29,,
,0.14,4.19,680.8100,19.81 - 20.14,1,679.6,-,-,0,680.8107,20.03,1.26E3,-,-,0,680.8110,20.01,1.19E3,-,-,0,680.8087,19.98,1.22E3,680.8088,20.02,9.33E2,680.8107,20.01,1.52E3,-,-,0,0:1.00:0:0.94:0:0.97:0.74:1.20:0,4.9E2,9.17E2,1.00:1.87,20.01,,
,0.14,5.34,548.2823,2.81 - 3.04,1,1.7E3,548.2827,2.93,1.25E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,548.2820,2.97,3.23E3,-,-,0,1.00:0:0:0:0:0:0:0.26:0,2.5E3,8.06E2,1.00:0.32,2.95,,
,0.14,6.02,329.1386,0.11 - 0.43,1,2E4,-,-,0,329.1358,0.15,9.42E4,-,-,0,329.1409,0.37,1.03E4,329.1362,0.16,4.51E4,329.1414,0.39,2.92E4,-,-,0,-,-,0,-,-,0,0:1.00:0:0.11:0.48:0.31:0:0:0,2.99E4,7.3E3,1.00:0.24,0.27,,
,0.14,5.28,531.4305,3.78 - 3.89,1,520.6,531.4305,3.83,3.71E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,531.4305,3.86,9.8E2,-,-,0,1.00:0:0:0:0:0:0:0.26:0,7.41E2,2.45E2,1.00:0.33,3.84,,
,0.14,10.36,942.0621,0.10 - 0.18,1,1.7E4,-,-,0,-,-,0,942.0621,0.16,1.55E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,3.11E4,0,1.00:0,0.16,,
,0.14,3.42,641.8464,15.53 - 17.18,1,458.7,641.8468,17.02,6.16E2,641.8488,15.65,8.73E2,-,-,0,-,-,0,641.8448,16.01,5.61E2,641.8470,16.39,8.6E2,641.8461,16.39,8.07E2,641.8448,15.77,4.11E2,-,-,0,0.70:1.00:0:0:0.64:0.99:0.92:0.47:0,4.1E2,5.2E2,1.00:1.27,16.20,,
,0.14,10.36,776.5024,0.28 - 0.70,1,1.6E3,-,-,0,-,-,0,-,-,0,776.5034,0.58,7.46E3,776.5015,0.60,7.31E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0.98:0:0:0:0,2.95E3,0,1.00:0,0.59,,
,0.14,10.36,527.3430,0.10 - 0.34,1,9.1E3,527.3430,0.16,8.17E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.63E4,0,1.00:0,0.16,,
,0.14,7.65,812.0353,4.68 - 4.81,1,997.6,812.0351,4.72,1.32E3,-,-,0,-,-,0,-,-,0,-,-,0,812.0354,4.73,4.29E3,812.0358,4.73,1.02E3,-,-,0,812.0351,4.73,2.34E3,1.00:0:0:0:0:3.24:0.77:0:1.77,2.65E2,1.91E3,1.00:7.22,4.73,,
,0.14,6.27,655.9792,3.10 - 3.27,1,358.9,-,-,0,-,-,0,-,-,0,655.9794,3.15,7.04E2,-,-,0,655.9788,3.15,2.11E3,-,-,0,655.9794,3.16,4.13E2,-,-,0,0:0:0:1.00:0:3.00:0:0.59:0,1.41E2,6.31E2,1.00:4.49,3.15,,
,0.14,4.07,681.3551,20.02 - 20.23,2,1.6E3,-,-,0,681.3530,20.13,2.46E3,681.3574,20.13,3.15E3,-,-,0,681.3541,20.13,4.06E3,-,-,0,681.3558,20.13,2.42E3,681.3555,20.13,1.91E3,-,-,0,0:1.00:1.28:0:1.65:0:0.98:0.78:0,1.93E3,1.08E3,1.00:0.56,20.13,,
,0.14,3.30,900.7963,20.09 - 20.27,2,1.4E3,-,-,0,900.7957,20.22,3.09E3,900.7976,20.22,1.23E3,900.7992,20.21,2.98E3,-,-,0,900.7942,20.22,3.35E3,-,-,0,900.7949,20.21,1.57E3,-,-,0,0:1.00:0.40:0.97:0:1.09:0:0.51:0,1.46E3,1.23E3,1.00:0.84,20.22,,
,0.14,3.68,315.2543,0.10 - 1.87,1,2.2E4,315.2538,0.16,9.04E4,-,-,0,-,-,0,-,-,0,-,-,0,315.2545,1.05,5.63E4,315.2545,1.21,1.56E4,315.2546,1.20,3.39E4,-,-,0,1.00:0:0:0:0:0.62:0.17:0.38:0,1.81E4,2.65E4,1.00:1.46,0.90,,
,0.14,10.38,841.5239,7.84 - 8.05,1,1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,841.5234,7.93,8.6E3,-,-,0,841.5244,7.98,4.86E2,-,-,0,0:0:0:0:0:1.00:0:0.06:0,0,2.27E3,0:1.00,7.95,,
,0.14,5.40,590.8265,12.31 - 13.27,1,647.2,-,-,0,590.8256,12.94,8.56E2,-,-,0,590.8265,13.00,7.89E2,-,-,0,590.8267,13.07,9.72E2,590.8257,12.35,1.71E3,590.8281,13.01,1.5E3,-,-,0,0:1.00:0:0.92:0:1.14:1.99:1.75:0,3.29E2,1.04E3,1.00:3.17,12.87,,
,0.14,10.57,421.1089,0.13 - 0.25,1,1.9E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,421.1089,0.16,1.68E5,0:0:0:0:0:0:0:0:1.00,0,4.2E4,0:1.00,0.16,,
,0.14,4.43,742.7961,18.79 - 19.81,2,505.3,742.7900,19.72,6.93E2,742.8019,18.81,6.76E2,-,-,0,-,-,0,742.7880,19.41,3.36E2,742.8000,19.15,8.47E2,742.7938,19.31,6.87E2,742.8024,19.31,1.31E3,-,-,0,1.02:1.00:0:0:0.50:1.25:1.02:1.93:0,3.41E2,7.1E2,1.00:2.08,19.29,,
,0.14,10.66,389.9674,0.28 - 0.50,1,1.1E3,-,-,0,389.9675,0.38,1.25E3,-,-,0,-,-,0,389.9673,0.41,8.6E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:6.85:0:0:0:0,1.97E3,0,1.00:0,0.40,,
,0.14,10.70,735.4475,0.25 - 0.59,1,4.9E3,735.4487,0.51,2.33E4,-,-,0,735.4467,0.48,1.04E4,-,-,0,735.4470,0.50,1.06E4,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.44:0:0.45:0:0:0:0,8.86E3,0,1.00:0,0.50,,
,0.14,10.70,450.8493,6.47 - 12.86,1,2.4E4,-,-,0,-,-,0,450.8490,7.80,1E4,450.8501,7.64,3.09E3,-,-,0,450.8492,7.03,5.25E4,450.8491,7.86,5.04E4,450.8491,7.48,5.17E4,450.8497,7.79,5.02E4,0:0:1.00:0.31:0:5.24:5.04:5.16:5.01,2.62E3,5.12E4,1.00:19.55,7.60,,
,0.14,10.68,690.6605,0.10 - 0.20,1,1.6E4,-,-,0,-,-,0,690.6605,0.16,1.42E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.85E4,0,1.00:0,0.16,,
,0.14,10.68,510.8822,1.72 - 5.74,2,2.9E5,-,-,0,-,-,0,-,-,0,-,-,0,510.8822,0.74,2.64E6,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.28E5,0,1.00:0,0.74,,
,0.14,3.40,552.8699,18.52 - 20.14,1,3.8E3,552.8693,18.85,3.79E3,-,-,0,552.8700,18.82,6.3E3,-,-,0,552.8700,18.95,7.12E3,552.8718,19.40,9.36E3,552.8685,18.69,7.83E3,-,-,0,-,-,0,1.00:0:1.66:0:1.88:2.47:2.06:0:0,3.44E3,4.3E3,1.00:1.25,18.94,,
,0.14,5.13,620.8580,3.48 - 5.09,1,1.6E3,-,-,0,620.8605,3.78,1.15E3,-,-,0,620.8560,4.09,3.18E3,-,-,0,620.8586,3.85,5.04E3,620.8574,4.02,2.74E3,620.8576,4.15,1.88E3,-,-,0,0:1.00:0:2.77:0:4.38:2.38:1.64:0,8.67E2,2.41E3,1.00:2.79,3.98,,
,0.14,3.12,495.3071,3.96 - 4.27,1,894.5,495.3042,4.19,2.11E3,-,-,0,495.3075,4.14,1.36E3,495.3083,4.15,8.66E2,-,-,0,495.3084,4.14,1.23E3,495.3073,4.14,2.48E3,-,-,0,-,-,0,1.00:0:0.65:0.41:0:0.58:1.18:0:0,8.68E2,9.28E2,1.00:1.07,4.15,,
,0.14,7.23,393.2078,2.83 - 2.93,1,721.4,-,-,0,393.2080,2.88,1.14E3,-,-,0,-,-,0,-,-,0,393.2079,2.88,1.96E3,393.2076,2.88,1.01E3,393.2079,2.87,2.38E3,-,-,0,0:1.00:0:0:0:1.72:0.89:2.08:0,2.28E2,1.34E3,1.00:5.86,2.88,,
,0.14,6.04,720.7987,4.70 - 11.08,1,5.2E3,-,-,0,720.8010,5.71,2.71E3,720.7960,5.47,8.64E3,-,-,0,-,-,0,-,-,0,720.8016,5.65,9.08E3,720.7981,5.33,6.13E3,720.7965,6.08,2.07E4,0:1.00:3.18:0:0:0:3.35:2.26:7.61,2.27E3,8.97E3,1.00:3.95,5.65,,
,0.14,3.93,493.0706,2.08 - 2.95,1,1.1E3,-,-,0,-,-,0,493.0704,2.84,7.78E2,493.0710,2.86,1.3E3,493.0701,2.26,2.29E3,493.0706,2.85,4.58E3,-,-,0,493.0707,2.85,1.14E3,-,-,0,0:0:1.00:1.67:2.94:5.89:0:1.46:0,8.74E2,1.43E3,1.00:1.64,2.73,,
,0.14,6.13,464.8255,3.15 - 6.44,2,1E3,-,-,0,-,-,0,-,-,0,464.8257,3.41,1.83E3,464.8251,3.99,3.28E2,464.8264,3.18,5.51E2,464.8257,3.68,8.02E2,464.8257,4.18,1.12E3,464.8245,4.31,4.57E3,0:0:0:1.00:0.18:0.30:0.44:0.61:2.49,4.32E2,1.76E3,1.00:4.07,3.79,,
,0.14,4.00,1180.7306,19.99 - 20.24,1,1.9E3,1180.7311,20.11,3.7E3,1180.7299,20.16,4.28E3,-,-,0,-,-,0,1180.7300,20.19,3.41E3,1180.7362,20.18,3.22E3,-,-,0,1180.7261,20.14,2.18E3,-,-,0,0.86:1.00:0:0:0.80:0.75:0:0.51:0,2.28E3,1.35E3,1.00:0.59,20.16,,
,0.14,3.63,354.9257,6.60 - 7.36,3,327.9,354.9262,7.22,8.05E2,354.9254,6.77,5.76E2,-,-,0,354.9254,6.76,4.98E2,-,-,0,354.9254,6.66,3.73E2,-,-,0,-,-,0,354.9262,7.16,6.99E2,1.40:1.00:0:0.86:0:0.65:0:0:1.21,3.76E2,2.68E2,1.00:0.71,6.92,,
,0.14,9.07,455.3489,0.10 - 0.58,1,1.9E4,455.3491,0.16,1.29E5,455.3492,0.44,2.45E4,455.3487,0.48,7.07E3,-,-,0,-,-,0,455.3487,0.47,1.25E4,-,-,0,-,-,0,-,-,0,5.28:1.00:0.29:0:0:0.51:0:0:0,3.21E4,3.13E3,1.00:0.10,0.39,,
,0.14,3.10,778.7293,16.26 - 16.36,1,243,-,-,0,-,-,0,-,-,0,-,-,0,778.7286,16.31,1.19E3,-,-,0,778.7300,16.32,1E3,-,-,0,-,-,0,0:0:0:0:1.00:0:0.84:0:0,2.37E2,2.5E2,1.00:1.05,16.31,,
,0.14,10.76,626.8002,1.86 - 6.89,1,5.1E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,626.8002,1.89,4.55E5,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.14E5,0:1.00,1.89,,
,0.14,10.76,1088.2068,0.10 - 0.18,1,1.6E4,-,-,0,-,-,0,1088.2068,0.16,1.46E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.93E4,0,1.00:0,0.16,,
,0.14,4.15,340.9897,14.81 - 17.94,8,3.7E3,-,-,0,340.9892,16.20,6.03E3,-,-,0,-,-,0,340.9892,15.80,7.54E3,340.9899,15.39,6.81E3,340.9900,15.15,7.69E3,340.9900,15.98,5.15E3,-,-,0,0:1.00:0:0:1.25:1.13:1.27:0.85:0,2.71E3,4.91E3,1.00:1.81,15.70,,
,0.14,6.48,299.1499,0.10 - 0.56,1,2.9E4,-,-,0,299.1498,0.15,5.48E4,-,-,0,-,-,0,-,-,0,299.1500,0.35,3.64E4,299.1500,0.15,5.91E4,299.1496,0.15,1.06E5,-,-,0,0:1.00:0:0:0:0.66:1.08:1.94:0,1.1E4,5.05E4,1.00:4.61,0.20,,
,0.14,3.19,473.2704,3.33 - 3.92,1,1.2E3,-,-,0,-,-,0,473.2706,3.85,3.01E3,-,-,0,473.2705,3.86,3.2E3,-,-,0,-,-,0,473.2701,3.86,4.47E3,-,-,0,0:0:1.00:0:1.06:0:0:1.48:0,1.24E3,1.12E3,1.00:0.90,3.86,,
,0.13,6.06,723.8039,11.96 - 16.68,1,2.9E3,-,-,0,723.8042,12.53,3.62E3,723.8037,12.27,1.26E4,723.8037,12.18,5.67E3,-,-,0,-,-,0,723.8053,12.00,2.11E3,723.8027,12.46,2.29E3,-,-,0,0:1.00:3.47:1.57:0:0:0.58:0.63:0,4.37E3,1.1E3,1.00:0.25,12.29,,
,0.13,10.70,430.1140,3.61 - 3.74,1,364.7,430.1144,3.66,1.64E3,430.1136,3.68,3.16E2,430.1134,3.69,6.52E2,430.1146,3.68,6.74E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,5.19:1.00:2.06:2.13:0:0:0:0:0,6.56E2,0,1.00:0,3.68,,
,0.13,3.64,595.7281,2.47 - 8.14,7,1.2E5,595.7281,2.52,-,595.7272,3.06,3.85E5,-,-,0,-,-,0,-,-,0,595.7283,3.14,2.31E5,595.7282,2.82,1.74E5,595.7288,2.84,1.4E5,-,-,0,-:1.00:0:0:0:0.60:0.45:0.36:0,9.62E4,1.36E5,1.00:1.42,2.88,,
,0.13,4.07,724.8070,13.19 - 15.76,1,2.2E3,-,-,0,724.8087,13.79,6.78E3,724.8077,14.06,7.67E2,724.8103,13.62,5.84E3,-,-,0,-,-,0,724.8063,13.25,6.98E2,724.8031,13.96,3.07E3,724.8057,14.36,2.39E3,0:1.00:0.11:0.86:0:0:0.10:0.45:0.35,2.68E3,1.54E3,1.00:0.58,13.84,,
,0.13,3.95,632.8150,18.75 - 20.22,1,1.1E3,-,-,0,632.8131,19.33,1.99E3,-,-,0,632.8171,18.87,2.37E3,632.8147,19.09,2.49E3,-,-,0,632.8151,19.42,1.54E3,632.8152,19.27,1.79E3,-,-,0,0:1.00:0:1.19:1.25:0:0.78:0.90:0,1.37E3,8.33E2,1.00:0.61,19.20,,
,0.13,10.70,1147.1641,0.10 - 0.18,1,9.6E3,-,-,0,-,-,0,1147.1641,0.16,8.6E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.72E4,0,1.00:0,0.16,,
,0.13,10.70,436.2912,4.08 - 4.91,1,2.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,436.2906,4.54,9.72E3,436.2913,4.56,5.88E3,-,-,0,436.2917,4.57,3.46E3,0:0:0:0:0:1.00:0.60:0:0.36,0,4.77E3,0:1.00,4.56,,
,0.13,10.70,739.5608,1.15 - 1.33,1,447.6,739.5609,1.27,3.07E3,739.5607,1.28,9.58E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,3.21:1.00:0:0:0:0:0:0:0,8.06E2,0,1.00:0,1.27,,
,0.13,5.60,552.8703,17.19 - 20.12,1,2.7E3,552.8701,17.24,1.21E4,-,-,0,552.8694,17.60,3.64E3,-,-,0,552.8708,17.98,3.99E3,552.8703,17.43,2.46E3,552.8708,17.54,2.2E3,-,-,0,-,-,0,1.00:0:0.30:0:0.33:0.20:0.18:0:0,3.94E3,1.16E3,1.00:0.30,17.56,,
,0.13,3.11,360.8590,2.22 - 3.90,1,518.9,-,-,0,360.8589,2.64,7.34E2,360.8589,2.35,1.14E3,-,-,0,360.8589,2.71,7.87E2,360.8590,2.69,1.05E3,-,-,0,360.8590,2.42,9.56E2,-,-,0,0:1.00:1.55:0:1.07:1.43:0:1.30:0,5.32E2,5.02E2,1.00:0.94,2.56,,
,0.13,10.70,808.5710,0.10 - 0.18,1,9.6E3,-,-,0,-,-,0,808.5710,0.16,8.68E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.74E4,0,1.00:0,0.16,,
,0.13,10.70,599.5317,10.93 - 11.48,1,9.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,599.5317,11.17,8.17E4,0:0:0:0:0:0:0:0:1.00,0,2.04E4,0:1.00,11.17,,
,0.13,3.05,396.8386,17.52 - 19.15,2,908.9,-,-,0,396.8385,18.32,2.04E3,-,-,0,-,-,0,396.8385,18.48,2.46E3,396.8387,18.43,1.47E3,396.8385,18.35,1.88E3,396.8387,17.58,3.32E2,-,-,0,0:1.00:0:0:1.20:0.72:0.92:0.16:0,8.99E2,9.22E2,1.00:1.03,18.23,,
,0.13,10.71,457.2627,0.12 - 0.58,1,6.5E3,-,-,0,-,-,0,-,-,0,-,-,0,457.2627,0.16,5.87E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.17E4,0,1.00:0,0.16,,
