Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN15_G00_neg m/z,LCN15_G00_neg RT mean,LCN15_G00_neg Normalized Area,LCN15_G09_neg m/z,LCN15_G09_neg RT mean,LCN15_G09_neg Normalized Area,LCN15_G10_neg m/z,LCN15_G10_neg RT mean,LCN15_G10_neg Normalized Area,LCN15_G11_neg m/z,LCN15_G11_neg RT mean,LCN15_G11_neg Normalized Area,LCN15_G04_neg m/z,LCN15_G04_neg RT mean,LCN15_G04_neg Normalized Area,LCN15_G05_neg m/z,LCN15_G05_neg RT mean,LCN15_G05_neg Normalized Area,LCN15_G06_neg m/z,LCN15_G06_neg RT mean,LCN15_G06_neg Normalized Area,LCN15_G07_neg m/z,LCN15_G07_neg RT mean,LCN15_G07_neg Normalized Area,LCN15_G08_neg m/z,LCN15_G08_neg RT mean,LCN15_G08_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.42,4.53,344.8191,8.27 - 9.56,3,414.3,344.8195,8.81,5.38E2,344.8193,8.46,5.51E2,344.8193,8.94,2.19E2,344.8192,8.69,6.48E2,344.8186,8.34,2.67E2,344.8186,9.43,3.51E2,344.8194,9.38,2.94E2,344.8192,8.99,3.05E2,344.8190,8.92,5.55E2,1.53:1.57:0.62:1.85:0.76:1.00:0.84:0.87:1.58,4.89E2,3.55E2,1.38:1.00,8.88,,
,0.42,3.68,440.8182,4.36 - 5.92,1,1E3,440.8178,4.81,4.09E2,440.8185,5.36,6.99E2,440.8184,5.17,9.27E2,440.8182,4.85,2.49E3,440.8185,5.52,7.05E2,440.8184,5.83,1.2E3,440.8189,5.16,5.53E2,440.8174,4.44,4.68E2,440.8177,5.50,1.93E3,0.34:0.58:0.77:2.08:0.59:1.00:0.46:0.39:1.61,1.13E3,9.71E2,1.17:1.00,5.18,,
,0.42,3.69,756.8270,11.35 - 13.21,1,1.4E3,756.8255,13.06,1.08E3,756.8276,13.05,1.32E3,756.8271,12.15,7.03E2,756.8278,12.81,3.02E3,756.8256,11.96,6.96E2,756.8289,11.50,2.1E3,756.8256,11.64,1.36E3,756.8272,11.84,1.07E3,756.8280,11.82,1.34E3,0.52:0.63:0.33:1.43:0.33:1.00:0.65:0.51:0.63,1.53E3,1.31E3,1.17:1.00,12.21,,
,0.42,7.82,441.2518,0.71 - 1.47,1,5.7E3,441.2512,1.28,5.51E3,441.2522,1.30,4.1E3,441.2518,1.30,3.71E3,-,-,0,-,-,0,-,-,0,441.2517,1.30,1.99E4,441.2522,1.30,4.75E3,441.2518,1.30,1.31E4,1.00:0.74:0.67:0:0:0:3.61:0.86:2.39,3.33E3,7.56E3,0.44:1.00,1.30,,
,0.42,5.97,711.8373,4.81 - 5.71,1,1.1E3,711.8372,5.42,9.75E2,711.8361,4.93,1.05E3,711.8373,5.08,2.4E3,711.8376,5.04,1.46E3,711.8379,5.50,9.95E2,711.8387,5.65,7.95E2,711.8388,5.47,7.96E2,711.8344,5.11,6.02E2,711.8381,5.27,1.02E3,1.23:1.32:3.02:1.84:1.25:1.00:1.00:0.76:1.29,1.47E3,8.42E2,1.75:1.00,5.27,,
,0.42,3.28,711.8368,7.89 - 9.40,1,1.3E3,711.8342,8.38,6.95E2,711.8367,8.11,1.1E3,711.8346,8.42,1.01E3,711.8378,8.68,2.03E3,711.8353,8.32,1.05E3,711.8380,9.16,1.99E3,711.8378,7.93,6.83E2,711.8401,8.42,5.04E2,711.8363,8.32,2.23E3,0.35:0.55:0.51:1.02:0.53:1.00:0.34:0.25:1.12,1.21E3,1.29E3,0.94:1.00,8.41,,
,0.42,3.84,429.0464,0.60 - 1.22,1,5.4E3,-,-,0,429.0465,0.84,9.56E3,429.0463,0.84,9.7E3,-,-,0,429.0464,0.85,5.14E3,429.0458,0.84,7.11E3,429.0463,0.85,5E3,-,-,0,429.0469,0.86,1.17E4,0:1.34:1.36:0:0.72:1.00:0.70:0:1.64,4.82E3,5.79E3,0.83:1.00,0.85,,
,0.42,6.89,304.8426,3.33 - 5.70,1,747.4,304.8421,4.00,4.65E2,304.8435,3.84,2.37E3,304.8426,3.68,9.35E2,304.8430,3.69,3.72E2,304.8430,3.86,8.53E2,304.8422,3.41,3.11E2,304.8427,4.02,4.24E2,304.8427,3.62,5.95E2,304.8420,3.62,4E2,1.50:7.62:3.01:1.20:2.74:1.00:1.36:1.91:1.29,1.04E3,5.17E2,2.01:1.00,3.75,,
,0.42,3.16,260.8731,4.55 - 6.70,1,1.5E3,260.8731,4.81,6.88E2,260.8737,5.19,1.49E3,260.8726,5.06,2.08E3,260.8731,6.00,1.54E3,260.8732,5.16,7.59E2,260.8735,4.65,3.51E2,260.8726,4.89,2.18E3,260.8731,4.87,1.42E3,260.8730,5.81,2.82E3,1.96:4.24:5.93:4.40:2.16:1.00:6.21:4.06:8.04,1.45E3,1.51E3,0.96:1.00,5.16,,
,0.42,3.42,588.8367,20.23 - 20.99,1,6.9E3,-,-,0,588.8369,20.26,8.69E3,588.8363,20.29,8.18E3,588.8369,20.31,1.23E4,588.8370,20.27,8.62E3,588.8376,20.30,7.45E3,588.8356,20.27,8.25E3,-,-,0,588.8364,20.28,8.75E3,0:1.17:1.10:1.65:1.16:1.00:1.11:0:1.17,7.29E3,6.61E3,1.10:1.00,20.28,,
,0.42,3.31,894.8376,20.08 - 20.24,2,9.4E3,894.8365,20.18,9.66E3,894.8367,20.19,1.06E4,-,-,0,894.8376,20.18,1.9E4,894.8375,20.20,1.47E4,894.8362,20.18,1.14E4,-,-,0,894.8401,20.16,8.42E3,894.8387,20.18,1.11E4,0.85:0.92:0:1.66:1.28:1.00:0:0.74:0.97,9.8E3,9.12E3,1.07:1.00,20.18,,
,0.42,3.40,576.7906,13.86 - 15.09,1,1E3,576.7913,14.98,1.09E3,576.7883,14.57,1.16E3,576.7921,14.36,7.99E2,576.7903,14.30,1.26E3,576.7906,14.67,4.47E2,576.7905,14.05,1.18E3,576.7923,14.50,1.02E3,576.7887,14.10,1.02E3,576.7917,14.88,1.25E3,0.93:0.99:0.68:1.07:0.38:1.00:0.87:0.87:1.06,1.08E3,9.84E2,1.10:1.00,14.49,,
,0.42,8.31,740.6395,12.62 - 13.10,1,5.9E3,-,-,0,740.6384,12.88,1.32E4,-,-,0,-,-,0,740.6399,12.84,7.44E3,740.6396,12.86,1.97E4,740.6392,12.83,6.83E3,-,-,0,740.6404,12.86,6.21E3,0:0.67:0:0:0.38:1.00:0.35:0:0.32,3.3E3,8.03E3,0.41:1.00,12.85,,
,0.42,7.83,344.8197,5.93 - 7.24,3,439.6,344.8197,6.21,5.62E2,344.8198,6.77,6.11E2,344.8197,6.14,5.77E2,344.8196,7.10,8.06E2,344.8198,5.99,2.32E2,344.8198,6.21,1.83E2,344.8197,6.02,1.36E2,344.8195,6.32,5.1E2,344.8195,5.98,3.38E2,3.07:3.34:3.15:4.40:1.27:1.00:0.74:2.78:1.84,6.39E2,2.8E2,2.28:1.00,6.30,,
,0.42,5.76,645.1289,3.29 - 4.23,1,5.5E3,645.1287,3.92,5.47E3,645.1289,3.93,2.35E3,645.1281,3.92,6.79E3,645.1310,3.91,1.3E3,645.1291,3.93,2.52E3,645.1279,3.92,2.06E4,645.1284,3.94,3.66E3,645.1285,3.94,5.32E2,645.1295,3.93,6.3E3,0.27:0.11:0.33:0.06:0.12:1.00:0.18:0.03:0.31,3.98E3,6.72E3,0.59:1.00,3.93,,
,0.42,8.67,688.8385,16.66 - 18.34,1,4.6E3,688.8394,17.36,1.31E4,688.8372,17.56,2.99E3,688.8397,17.39,8.16E3,688.8379,17.00,3.6E3,688.8391,17.51,4.24E3,688.8420,17.45,1.57E3,688.8406,17.43,1.28E3,688.8345,17.17,5E3,688.8364,17.43,1.75E3,8.35:1.91:5.21:2.30:2.71:1.00:0.82:3.19:1.11,6.96E3,2.77E3,2.51:1.00,17.37,,
,0.42,3.34,591.4619,9.30 - 9.92,1,2.5E3,591.4618,9.68,1.11E3,591.4626,9.69,1.89E3,591.4624,9.69,3.88E3,591.4610,9.71,2.65E3,591.4616,9.69,1.69E3,591.4618,9.66,4.15E3,-,-,-,591.4626,9.68,1.39E3,591.4616,9.68,3.09E3,0.27:0.46:0.94:0.64:0.41:1.00:-:0.33:0.74,2.38E3,2.58E3,0.92:1.00,9.69,,
,0.42,5.73,810.7527,16.22 - 16.45,1,4.3E3,-,-,0,810.7521,16.29,1.22E4,-,-,0,-,-,0,810.7508,16.31,3.38E3,810.7540,16.28,1E4,810.7533,16.29,4.56E3,-,-,0,810.7532,16.28,8.22E3,0:1.22:0:0:0.34:1.00:0.46:0:0.82,3.05E3,5.23E3,0.58:1.00,16.29,,
,0.42,7.96,812.7335,15.79 - 15.95,1,3.2E3,-,-,0,812.7319,15.86,7.19E3,-,-,0,-,-,0,812.7332,15.86,3.43E3,812.7336,15.86,9.37E3,812.7333,15.87,5.01E3,-,-,0,812.7354,15.85,3.52E3,0:0.77:0:0:0.37:1.00:0.53:0:0.38,1.8E3,4.27E3,0.42:1.00,15.86,,
,0.42,31.16,686.4759,5.98 - 6.85,1,6.1E4,-,-,0,686.4770,6.53,5.59E3,686.4766,6.55,5.36E3,-,-,0,686.4751,6.53,2.43E5,686.4753,6.53,1.65E5,686.4755,6.53,9.77E4,686.4758,6.52,1.73E4,686.4760,6.52,1.87E4,0:0.03:0.03:0:1.47:1.00:0.59:0.10:0.11,2.74E3,1.08E5,0.03:1.00,6.53,,
,0.42,4.18,739.7803,8.08 - 9.34,1,667,739.7823,8.58,4.67E2,739.7814,8.38,6.8E2,739.7768,8.63,8.6E2,739.7802,8.61,1.05E3,739.7793,8.14,7.61E2,739.7831,9.27,5.02E2,739.7789,8.45,4E2,739.7802,8.86,5.43E2,739.7805,8.62,7.35E2,0.93:1.35:1.71:2.10:1.51:1.00:0.80:1.08:1.46,7.65E2,5.88E2,1.30:1.00,8.61,,
,0.42,4.74,583.8831,8.92 - 10.09,1,924,583.8831,9.43,7.12E2,583.8831,9.88,1.12E3,583.8823,9.25,1.07E3,583.8828,9.00,1.57E3,583.8817,9.35,5.35E2,583.8829,9.76,1.62E3,583.8824,9.79,4.67E2,583.8862,9.47,4.74E2,583.8836,9.96,7.49E2,0.44:0.69:0.66:0.96:0.33:1.00:0.29:0.29:0.46,1.12E3,7.7E2,1.45:1.00,9.54,,
,0.42,5.21,756.8297,11.92 - 15.06,1,4.3E3,756.8310,13.48,1.45E3,756.8282,13.26,1.94E3,756.8304,13.17,7.7E3,756.8318,13.65,1.94E3,756.8257,12.22,7.33E3,756.8279,12.08,2.25E3,756.8300,13.13,9.89E3,756.8311,14.21,1.42E3,756.8309,12.04,4.83E3,0.65:0.87:3.43:0.87:3.26:1.00:4.40:0.63:2.15,3.26E3,5.14E3,0.63:1.00,13.03,,
,0.42,8.02,768.6712,13.93 - 14.27,1,3.2E3,-,-,0,768.6710,14.09,7.07E3,-,-,0,-,-,0,768.6713,14.12,3.43E3,768.6710,14.14,1.16E4,768.6716,14.10,2.79E3,-,-,0,768.6711,14.08,3.52E3,0:0.61:0:0:0.30:1.00:0.24:0:0.30,1.77E3,4.26E3,0.42:1.00,14.11,,
,0.42,9.59,309.1738,0.71 - 6.07,1,1.7E5,309.1736,1.06,2.02E4,309.1740,1.07,1.46E5,309.1739,1.07,1.42E5,-,-,0,309.1739,1.06,2.93E5,309.1738,1.06,2.97E5,309.1735,1.07,3.63E4,309.1737,1.07,2.09E5,309.1738,1.07,3.51E5,0.07:0.49:0.48:0:0.99:1.00:0.12:0.70:1.18,7.71E4,2.37E5,0.33:1.00,1.06,,
,0.42,6.62,1221.7778,18.68 - 20.15,1,3.2E3,1221.7828,19.52,2.15E3,1221.7800,18.80,8.87E3,1221.7799,19.77,3.05E3,1221.7756,19.43,3.81E3,1221.7795,19.67,2.03E3,1221.7773,20.10,2.17E3,1221.7748,19.29,1.05E3,1221.7754,19.65,2.06E3,1221.7748,19.60,3.71E3,0.99:4.08:1.40:1.75:0.94:1.00:0.48:0.95:1.71,4.47E3,2.21E3,2.03:1.00,19.54,,
,0.42,6.48,268.7998,16.79 - 19.13,3,1.9E4,268.7999,19.03,8.26E2,268.7994,18.45,2.45E4,268.7999,18.49,2.35E4,268.8004,18.10,1.02E3,268.7998,18.35,2.27E4,268.7999,18.46,3.24E4,268.7997,18.42,1.94E4,268.7996,18.42,1.86E4,268.7996,18.48,3.04E4,0.03:0.76:0.72:0.03:0.70:1.00:0.60:0.57:0.94,1.24E4,2.47E4,0.50:1.00,18.47,,
,0.42,4.90,654.7973,7.98 - 10.52,1,3.7E3,654.7937,8.73,7.85E2,654.7985,9.18,2.85E3,654.7983,8.86,5.63E3,654.7964,9.18,2.4E3,654.7969,9.19,4.24E3,654.7969,9.43,4.06E3,654.7980,8.36,3.34E3,654.7974,8.74,1.55E3,654.7991,9.80,8.49E3,0.19:0.70:1.39:0.59:1.05:1.00:0.82:0.38:2.09,2.92E3,4.34E3,0.67:1.00,9.05,,
,0.42,3.61,780.7436,15.82 - 17.52,1,1.1E3,780.7434,16.98,1.3E3,780.7448,17.12,1.41E3,780.7424,17.07,1.2E3,780.7426,17.46,7.88E2,780.7438,16.93,1.66E3,780.7410,17.09,4.92E2,780.7458,15.88,7.44E2,780.7457,16.96,4.34E2,780.7429,17.15,1.78E3,2.65:2.87:2.43:1.60:3.37:1.00:1.51:0.88:3.61,1.17E3,1.02E3,1.15:1.00,16.96,,
,0.42,5.69,644.7705,14.92 - 16.12,1,2.6E3,644.7696,15.19,1.39E3,644.7717,15.44,5.5E3,644.7678,15.10,1.65E3,644.7708,15.74,4.71E3,644.7717,15.20,1.64E3,644.7707,15.26,1.61E3,644.7698,15.61,5.05E2,644.7725,15.25,1.99E3,644.7697,15.20,4.24E3,0.86:3.41:1.02:2.92:1.02:1.00:0.31:1.23:2.63,3.31E3,2E3,1.66:1.00,15.33,,
,0.42,8.50,398.3266,1.33 - 2.58,1,8E3,398.3265,2.29,2.72E3,-,-,0,398.3268,2.29,1.5E4,-,-,0,398.3268,2.30,1.15E4,398.3267,2.29,7.02E3,398.3262,2.29,3.56E4,-,-,0,-,-,0,0.39:0:2.14:0:1.64:1.00:5.08:0:0,4.43E3,1.08E4,0.41:1.00,2.29,,
,0.42,3.21,440.8180,14.97 - 15.89,1,527.1,440.8186,15.86,2.5E2,440.8183,15.01,2.82E2,440.8184,15.44,8.41E2,440.8177,15.74,7.92E2,440.8182,15.31,3.62E2,440.8185,15.65,5.4E2,440.8174,15.75,4.11E2,440.8184,15.22,8.44E2,440.8161,15.23,4.22E2,0.46:0.52:1.56:1.47:0.67:1.00:0.76:1.56:0.78,5.41E2,5.16E2,1.05:1.00,15.47,,
,0.42,13.37,557.0575,2.72 - 3.54,1,4.9E3,-,-,0,557.0580,3.35,3.36E3,557.0577,3.35,3.93E3,-,-,0,557.0577,3.34,4.14E3,557.0568,3.46,1.81E4,557.0575,3.34,7.72E3,-,-,0,557.0573,3.34,7.05E3,0:0.19:0.22:0:0.23:1.00:0.43:0:0.39,1.82E3,7.41E3,0.25:1.00,3.36,,
,0.42,4.36,527.2997,2.89 - 3.91,1,6.4E3,527.3002,3.13,8.99E3,527.2999,3.63,4.19E3,527.2993,3.62,8.56E3,-,-,0,527.3003,3.13,1.1E4,527.2999,3.25,8.57E3,527.2996,3.13,5.85E3,527.3001,3.51,1.15E3,527.2983,3.63,9.47E3,1.05:0.49:1.00:0:1.29:1.00:0.68:0.13:1.11,5.43E3,7.21E3,0.75:1.00,3.38,,
,0.42,9.52,529.3154,3.73 - 4.26,1,2.3E3,529.3156,4.12,1.85E3,-,-,0,529.3160,4.13,2.79E3,-,-,0,529.3156,4.14,5.16E3,529.3147,4.13,3.65E3,529.3155,4.13,3.36E3,529.3153,4.13,1.46E3,529.3149,4.13,2.3E3,0.51:0:0.76:0:1.41:1.00:0.92:0.40:0.63,1.16E3,3.19E3,0.36:1.00,4.13,,
,0.42,3.66,710.8285,2.99 - 4.62,1,1.1E3,710.8270,4.14,1.11E3,710.8312,4.32,9.25E2,710.8289,4.33,9.07E2,710.8299,3.08,1.24E3,710.8278,4.41,1.14E3,710.8262,3.94,1.38E3,710.8305,4.27,1.94E3,710.8278,3.95,4.71E2,710.8275,3.59,1.11E3,0.80:0.67:0.66:0.90:0.82:1.00:1.40:0.34:0.81,1.05E3,1.21E3,0.86:1.00,4.00,,
,0.42,5.11,756.8262,10.33 - 14.32,1,4.2E3,756.8284,12.45,4.29E3,756.8281,12.23,7.47E2,756.8237,11.03,1.62E3,756.8272,11.15,6.48E3,756.8262,11.02,2.65E3,756.8258,11.00,1.67E3,756.8235,10.38,7.91E3,756.8275,11.27,4.19E3,756.8257,11.01,8.49E3,2.58:0.45:0.97:3.89:1.59:1.00:4.75:2.51:5.09,3.28E3,4.98E3,0.66:1.00,11.28,,
,0.42,3.14,578.7945,8.05 - 9.44,1,505.2,578.7943,8.53,3.39E2,578.7939,9.19,3.45E2,578.7950,8.59,5.37E2,578.7944,9.23,7.66E2,578.7948,9.37,8.13E2,578.7949,8.09,2.86E2,578.7945,8.29,7.66E2,578.7961,8.54,1.32E2,578.7928,8.23,5.64E2,1.19:1.21:1.88:2.68:2.84:1.00:2.68:0.46:1.97,4.97E2,5.12E2,0.97:1.00,8.67,,
,0.42,7.46,651.8722,6.73 - 8.26,1,538.7,651.8679,7.76,9.12E2,651.8760,7.54,2.56E2,651.8733,8.13,8.07E2,651.8717,8.12,1.08E3,651.8729,6.99,2.73E2,651.8732,7.28,3.39E2,651.8721,6.81,3.64E2,651.8718,7.55,2.21E2,651.8711,6.83,5.96E2,2.69:0.76:2.38:3.19:0.81:1.00:1.07:0.65:1.76,7.64E2,3.58E2,2.13:1.00,7.45,,
,0.42,3.98,678.8090,16.86 - 17.64,1,2E3,678.8046,17.27,2.26E3,678.8119,16.98,1.51E3,678.8063,17.07,1.85E3,678.8074,17.17,1.6E3,678.8101,17.08,1.72E3,678.8103,17.30,3.49E3,678.8104,16.91,2.9E3,678.8086,17.44,1.32E3,678.8119,17.22,1.7E3,0.65:0.43:0.53:0.46:0.49:1.00:0.83:0.38:0.49,1.8E3,2.23E3,0.81:1.00,17.16,,
,0.42,6.32,354.9236,3.22 - 4.96,3,2.1E3,354.9242,4.09,1.62E3,354.9236,3.57,4.29E3,354.9236,3.43,1.77E3,354.9245,3.46,3.61E3,354.9245,4.80,6.53E2,354.9225,4.18,1.92E3,354.9234,4.04,1.77E3,354.9233,3.64,1.47E3,354.9227,3.81,1.95E3,0.84:2.24:0.92:1.88:0.34:1.00:0.92:0.77:1.02,2.82E3,1.55E3,1.82:1.00,3.89,,
,0.42,4.43,876.8219,14.28 - 17.32,1,3.1E3,876.8230,14.56,1.57E3,876.8182,14.76,1.78E3,876.8232,15.18,3.15E3,876.8210,14.87,3.97E3,876.8269,14.34,1.16E3,876.8196,14.84,6.92E3,876.8227,15.03,1.75E3,876.8212,15.20,3.08E3,876.8210,14.77,4.62E3,0.23:0.26:0.46:0.57:0.17:1.00:0.25:0.45:0.67,2.62E3,3.51E3,0.75:1.00,14.84,,
,0.42,5.19,651.8703,10.64 - 12.45,1,1E3,651.8710,12.23,9.52E2,651.8691,12.30,1.29E3,651.8728,10.79,9.35E2,651.8684,12.27,1.87E3,651.8699,11.15,1.19E3,651.8701,11.30,6.17E2,651.8702,10.72,1.03E3,651.8718,11.51,5.72E2,651.8693,10.97,7.23E2,1.54:2.08:1.52:3.04:1.94:1.00:1.67:0.93:1.17,1.26E3,8.27E2,1.53:1.00,11.47,,
,0.42,3.39,934.7826,14.60 - 16.52,1,1.8E3,934.7855,15.73,2.9E3,934.7789,15.80,1.06E3,934.7823,15.61,1.4E3,934.7838,16.41,2.12E3,934.7827,15.54,6.75E2,934.7855,14.75,3.62E3,934.7834,15.78,1.23E3,934.7826,16.08,1.06E3,934.7784,15.39,1.98E3,0.80:0.29:0.39:0.58:0.19:1.00:0.34:0.29:0.55,1.87E3,1.71E3,1.09:1.00,15.68,,
,0.42,3.24,583.8834,11.82 - 13.66,1,1.2E3,583.8823,13.43,4.32E2,583.8837,12.74,1.87E3,583.8815,13.23,1.04E3,583.8844,13.45,1.78E3,583.8815,12.46,1.41E3,583.8846,12.02,1.78E3,583.8835,12.42,1.03E3,583.8853,12.32,1.19E3,583.8840,13.37,6.5E2,0.24:1.05:0.58:1.00:0.80:1.00:0.58:0.67:0.37,1.28E3,1.21E3,1.06:1.00,12.83,,
,0.42,4.88,532.8100,11.31 - 14.22,1,849.3,532.8098,13.21,6.32E2,532.8085,12.51,1.24E3,532.8096,12.57,5.14E2,532.8091,13.27,1.76E3,532.8098,12.25,4.34E2,532.8112,11.40,1.18E3,532.8105,13.42,4.23E2,532.8109,12.33,7.3E2,532.8111,12.10,7.35E2,0.54:1.05:0.44:1.49:0.37:1.00:0.36:0.62:0.62,1.04E3,7E2,1.48:1.00,12.56,,
,0.42,4.62,668.7846,11.80 - 13.84,1,1.2E3,668.7870,13.77,4.86E2,668.7849,12.96,1.95E3,668.7853,12.67,6.01E2,668.7842,13.76,9.58E2,668.7828,12.66,1.47E3,668.7847,12.07,2.88E3,668.7847,13.00,5.07E2,668.7855,13.32,8.29E2,668.7825,11.93,1.37E3,0.17:0.68:0.21:0.33:0.51:1.00:0.18:0.29:0.48,9.99E2,1.41E3,0.71:1.00,12.90,,
,0.42,3.04,552.8685,2.05 - 3.64,1,898,552.8679,2.96,5.74E2,552.8701,2.68,1.94E3,552.8699,2.67,6.57E2,552.8690,2.11,4.41E2,552.8679,3.18,1.23E3,552.8679,3.60,7.09E2,552.8690,2.80,7.43E2,552.8687,3.51,5.15E2,552.8665,2.90,1.27E3,0.81:2.73:0.93:0.62:1.74:1.00:1.05:0.73:1.80,9.02E2,8.95E2,1.01:1.00,2.94,,
,0.42,3.22,518.8213,3.56 - 4.81,1,1.4E3,518.8219,3.80,9.09E2,518.8217,4.35,1.32E3,518.8197,4.48,2.07E3,518.8221,4.49,1.59E3,518.8214,4.19,7.58E2,518.8213,3.86,1.34E3,518.8214,4.35,6.72E2,518.8214,4.14,3.06E3,518.8205,4.12,1.16E3,0.68:0.99:1.55:1.19:0.57:1.00:0.50:2.29:0.87,1.47E3,1.4E3,1.05:1.00,4.20,,
,0.42,4.27,1002.7645,18.97 - 19.94,1,2.1E3,1002.7635,19.64,2.12E3,1002.7683,19.04,1.43E3,1002.7599,19.30,9.68E2,1002.7665,19.64,5.21E3,1002.7666,19.61,1.84E3,1002.7628,19.13,7.56E2,1002.7659,19.17,9.52E2,1002.7668,19.18,1.11E3,1002.7599,19.83,4.55E3,2.80:1.90:1.28:6.89:2.44:1.00:1.26:1.47:6.02,2.43E3,1.84E3,1.32:1.00,19.39,,
,0.42,3.14,632.8097,14.87 - 16.01,1,884.3,632.8083,15.50,1.02E3,632.8123,15.71,6.49E2,632.8089,15.49,1.08E3,632.8087,15.94,7.32E2,632.8124,15.35,7.4E2,632.8090,15.01,7.82E2,632.8115,15.51,5.01E2,632.8069,15.54,9.05E2,632.8095,15.02,1.56E3,1.30:0.83:1.38:0.94:0.95:1.00:0.64:1.16:1.99,8.68E2,8.97E2,0.97:1.00,15.45,,
,0.42,6.21,604.8097,8.16 - 9.62,1,458.6,604.8102,8.83,5.17E2,604.8104,9.05,4.21E2,604.8095,8.79,5.85E2,604.8091,9.40,9.4E2,604.8097,9.41,3.36E2,604.8105,9.55,2.97E2,604.8104,8.20,3.92E2,604.8074,8.77,1.63E2,604.8102,8.27,4.77E2,1.74:1.42:1.97:3.17:1.13:1.00:1.32:0.55:1.61,6.16E2,3.33E2,1.85:1.00,8.92,,
,0.42,3.23,1067.7784,20.11 - 20.26,2,6.7E3,1067.7783,20.16,5.02E3,1067.7847,20.21,5.83E3,1067.7808,20.16,5.81E3,1067.7683,20.18,9.4E3,1067.7761,20.20,6.45E3,1067.7747,20.18,7.5E3,1067.7847,20.19,7.2E3,-,-,-,1067.7793,20.18,6.38E3,0.67:0.78:0.77:1.25:0.86:1.00:0.96:-:0.85,6.51E3,6.88E3,0.95:1.00,20.18,,
,0.42,5.84,620.8526,17.71 - 20.35,1,3.6E3,620.8508,18.28,7.17E3,620.8523,18.93,1.91E3,620.8529,17.79,3.23E3,620.8530,17.86,6.52E3,620.8530,18.07,4.66E3,620.8549,18.06,3.26E3,620.8532,18.13,2.83E3,620.8512,17.90,7.17E2,620.8519,18.17,2.07E3,2.20:0.59:0.99:2.00:1.43:1.00:0.87:0.22:0.64,4.71E3,2.71E3,1.74:1.00,18.13,,
,0.42,4.09,711.8356,12.09 - 13.66,1,1.2E3,711.8364,13.39,7.21E2,711.8365,13.48,1.64E3,711.8378,12.78,1.13E3,711.8309,13.63,7.17E2,711.8350,12.28,1.9E3,711.8351,12.12,1.49E3,711.8356,12.27,1.07E3,711.8365,12.35,1.05E3,711.8366,12.18,1.2E3,0.48:1.11:0.76:0.48:1.28:1.00:0.72:0.71:0.81,1.05E3,1.34E3,0.79:1.00,12.72,,
,0.42,4.33,739.7822,11.21 - 13.03,1,715.3,739.7828,12.67,5.27E2,739.7777,12.45,3.88E2,739.7834,11.57,3.68E2,739.7805,12.95,1.13E3,739.7828,11.87,3.36E2,739.7853,11.37,1.41E3,739.7812,11.50,9.47E2,739.7817,12.25,4.02E2,739.7843,11.67,9.33E2,0.37:0.28:0.26:0.80:0.24:1.00:0.67:0.29:0.66,6.03E2,8.05E2,0.75:1.00,12.03,,
,0.42,4.09,824.8137,17.20 - 17.98,1,907.4,824.8140,17.75,4.45E2,824.8102,17.66,9.01E2,824.8157,17.31,1.26E3,824.8110,17.31,1.51E3,824.8168,17.94,6.77E2,824.8160,17.33,1.58E3,824.8135,17.76,7.99E2,824.8116,17.52,5.79E2,824.8146,17.21,4.12E2,0.28:0.57:0.80:0.96:0.43:1.00:0.51:0.37:0.26,1.03E3,8.1E2,1.27:1.00,17.53,,
,0.42,3.79,577.7970,8.31 - 10.88,1,1.5E3,577.7952,9.01,9.71E2,577.7965,9.02,1.4E3,577.7969,8.87,1.39E3,577.7986,8.72,1.68E3,577.7975,8.44,2.65E2,577.7988,9.18,1.2E3,577.7964,9.12,6.46E2,577.7972,8.43,1.13E3,577.7962,8.67,4.9E3,0.81:1.16:1.16:1.40:0.22:1.00:0.54:0.94:4.08,1.36E3,1.63E3,0.84:1.00,8.83,,
,0.42,4.59,508.8048,12.21 - 14.23,1,1.2E3,508.8048,14.13,4.53E2,508.8042,13.00,1E3,508.8047,12.61,1.42E3,508.8050,13.89,1.18E3,508.8048,13.54,2.13E3,508.8041,12.31,1.06E3,508.8058,12.32,1.34E3,508.8054,12.57,6.82E2,508.8046,13.12,1.9E3,0.43:0.95:1.34:1.12:2.01:1.00:1.27:0.65:1.80,1.01E3,1.42E3,0.71:1.00,13.06,,
,0.42,6.72,804.7602,9.23 - 10.01,1,1E3,804.7577,9.35,6.88E2,804.7606,9.58,1.18E3,804.7616,9.47,1.53E3,804.7590,9.38,2.12E3,804.7587,9.39,7.29E2,804.7582,9.91,6.02E2,804.7593,9.92,8.93E2,804.7640,9.54,5.06E2,804.7627,9.63,8.01E2,1.14:1.97:2.54:3.53:1.21:1.00:1.48:0.84:1.33,1.38E3,7.06E2,1.96:1.00,9.57,,
,0.42,3.46,780.7483,12.51 - 14.61,1,1.8E3,780.7491,14.01,2.13E3,780.7454,14.12,1.91E3,780.7491,13.51,1.64E3,780.7479,14.37,1.2E3,780.7502,14.03,3.1E3,780.7520,12.96,7.18E2,780.7479,14.54,9.52E2,780.7474,13.72,7.3E2,780.7456,12.65,4.03E3,2.96:2.66:2.29:1.67:4.33:1.00:1.33:1.02:5.61,1.72E3,1.91E3,0.90:1.00,13.77,,
