Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,FABP1_C00_neg m/z,FABP1_C00_neg RT mean,FABP1_C00_neg Normalized Area,FABP1_C05_neg m/z,FABP1_C05_neg RT mean,FABP1_C05_neg Normalized Area,FABP1_C06_neg m/z,FABP1_C06_neg RT mean,FABP1_C06_neg Normalized Area,FABP1_C07_neg m/z,FABP1_C07_neg RT mean,FABP1_C07_neg Normalized Area,FABP1_C11_neg m/z,FABP1_C11_neg RT mean,FABP1_C11_neg Normalized Area,FABP1_C12_neg m/z,FABP1_C12_neg RT mean,FABP1_C12_neg Normalized Area,FABP1_C08_neg m/z,FABP1_C08_neg RT mean,FABP1_C08_neg Normalized Area,FABP1_C09_neg m/z,FABP1_C09_neg RT mean,FABP1_C09_neg Normalized Area,FABP1_C10_neg m/z,FABP1_C10_neg RT mean,FABP1_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.79,3.58,434.0346,0.28 - 0.62,1,2.6E4,434.0345,0.48,2.92E4,434.0347,0.51,3.37E4,434.0342,0.48,1.95E4,434.0350,0.49,2.63E4,434.0347,0.49,3.29E4,434.0345,0.48,2.37E4,434.0343,0.51,1.2E4,434.0346,0.48,1.45E4,434.0348,0.50,4.16E4,0.89:1.03:0.59:0.80:1.00:0.72:0.37:0.44:1.27,2.75E4,2.27E4,1.00:0.82,0.49,,
,0.79,3.37,571.4987,9.18 - 10.01,1,4.9E4,571.4980,9.60,7.03E4,571.4979,9.67,9.9E4,571.4985,9.65,1.94E4,571.4984,9.68,2.19E4,571.4991,9.64,3.42E4,571.4984,9.62,3.76E4,571.4990,9.67,2.94E4,571.4990,9.66,3.88E4,571.4995,9.65,9.28E4,2.06:2.90:0.57:0.64:1.00:1.10:0.86:1.14:2.72,4.71E4,5.37E4,1.00:1.14,9.65,,
,0.79,4.98,489.1709,0.28 - 0.62,1,3E4,489.1708,0.49,4.67E4,-,-,0,489.1710,0.52,1.96E4,489.1708,0.53,2.59E4,489.1709,0.49,3.84E4,489.1709,0.52,8.43E4,489.1708,0.51,9.02E3,489.1707,0.52,2.87E4,489.1710,0.51,2.05E4,1.22:0:0.51:0.67:1.00:2.19:0.23:0.75:0.53,3.58E4,1.94E4,1.00:0.54,0.51,,
,0.79,3.24,481.3641,0.17 - 1.49,1,4.9E4,481.3640,1.32,8.33E4,481.3641,1.36,4.9E4,481.3642,1.32,2.59E4,481.3640,1.32,5.36E4,481.3647,1.32,4.91E4,481.3643,1.31,2.22E4,481.3637,1.32,2.06E4,481.3635,1.32,4.89E4,481.3642,1.32,8.46E4,1.70:1.00:0.53:1.09:1.00:0.45:0.42:1.00:1.72,4.72E4,5.14E4,1.00:1.09,1.32,,
,0.79,5.06,636.2399,7.93 - 11.51,1,4.2E4,636.2395,8.10,2.97E4,636.2382,8.18,1.04E5,636.2393,8.19,3.5E4,636.2399,8.21,3.65E4,636.2407,8.20,6.37E4,636.2398,8.19,3.33E4,636.2401,8.25,3.16E4,636.2408,8.20,2.33E4,636.2412,8.19,2.55E4,0.47:1.63:0.55:0.57:1.00:0.52:0.50:0.37:0.40,5.04E4,2.68E4,1.00:0.53,8.19,,
,0.78,4.68,331.1482,0.10 - 0.18,1,5.5E5,331.1484,0.14,9.34E5,-,-,0,-,-,0,331.1489,0.15,6.51E5,331.1481,0.15,9.12E5,331.1481,0.15,1.32E6,-,-,0,331.1476,0.15,7.94E5,331.1478,0.15,3.31E5,1.02:0:0:0.71:1.00:1.45:0:0.87:0.36,6.37E5,3.75E5,1.00:0.59,0.15,,
,0.78,6.35,420.0675,2.44 - 4.10,1,7.6E5,420.0677,3.68,5.21E5,420.0675,3.71,6.54E5,420.0675,3.67,4.15E5,420.0677,3.69,4.06E5,420.0675,3.71,4.87E5,420.0675,3.68,5E5,420.0675,3.68,1.3E6,420.0675,3.19,1.19E6,420.0674,3.69,1.34E6,1.07:1.34:0.85:0.83:1.00:1.03:2.67:2.45:2.76,4.97E5,1.28E6,1.00:2.57,3.63,,
,0.78,3.06,581.5273,9.18 - 10.00,1,7.1E4,581.5269,9.61,1E5,581.5259,9.66,1.8E5,581.5271,9.66,2.47E4,581.5265,9.66,2.71E4,581.5280,9.63,4.58E4,581.5274,9.60,5.31E4,581.5277,9.70,3.56E4,581.5280,9.66,5.02E4,581.5283,9.65,1.25E5,2.19:3.92:0.54:0.59:1.00:1.16:0.78:1.10:2.73,7.18E4,7.03E4,1.00:0.98,9.65,,
,0.78,3.20,502.6309,0.10 - 0.23,1,1.1E6,-,-,0,-,-,0,502.6312,0.16,2.48E6,-,-,0,502.6313,0.17,2.02E6,502.6303,0.15,1.67E6,-,-,0,502.6313,0.17,2.54E6,502.6303,0.15,7.7E5,0:0:1.23:0:1.00:0.82:0:1.26:0.38,1.03E6,1.1E6,1.00:1.07,0.16,,
,0.78,3.60,519.4062,7.94 - 13.24,1,1.5E5,519.4059,8.12,1.49E5,519.4053,8.18,2.41E5,519.4057,8.23,1.25E5,519.4061,8.20,1.94E5,519.4066,8.19,1.29E5,519.4061,8.19,1.31E5,519.4066,8.23,1.48E5,519.4066,8.24,1.09E5,519.4070,8.18,1.37E5,1.16:1.87:0.97:1.51:1.00:1.02:1.15:0.85:1.06,1.62E5,1.31E5,1.00:0.81,8.19,,
,0.77,17.79,303.2321,2.17 - 3.31,1,3.8E5,-,-,0,-,-,0,-,-,0,303.2321,3.16,8.13E4,303.2327,3.18,7.47E4,-,-,0,303.2317,3.17,8.71E5,303.2319,3.15,1.37E6,303.2322,3.18,1.02E6,0:0:0:1.09:1.00:0:11.67:18.34:13.66,2.6E4,1.09E6,1.00:41.83,3.17,,
,0.77,17.79,464.2774,0.15 - 2.11,1,1.1E6,-,-,0,-,-,0,464.2776,1.96,5.34E3,464.2772,1.97,1.81E5,464.2780,1.96,3.17E5,464.2775,1.95,2.51E4,464.2773,1.97,2.76E6,464.2767,1.98,3.61E6,464.2773,1.97,2.78E6,0:0:0.03:0.57:1.00:0.08:8.70:11.41:8.78,8.81E4,3.05E6,1.00:34.63,1.97,,
,0.77,5.98,311.1676,0.10 - 1.29,1,1.2E6,311.1674,0.16,7.32E5,311.1676,0.15,6.64E5,311.1678,0.16,2.04E5,311.1679,0.15,1.14E6,-,-,-,311.1670,0.15,1.3E6,311.1678,0.15,3.08E6,311.1676,0.16,9.68E5,311.1676,0.15,1.73E6,1.00:0.91:0.28:1.55:-:1.78:4.21:1.32:2.37,8.09E5,1.93E6,1.00:2.38,0.15,,
,0.76,14.67,520.1387,3.04 - 4.02,1,1.2E5,520.1389,3.86,7.38E4,520.1387,3.89,5.45E5,520.1390,3.86,1.05E5,520.1384,3.85,1.91E5,520.1387,3.86,4.95E4,520.1390,3.86,8.78E4,520.1383,3.88,4.98E4,-,-,0,-,-,0,1.49:11.02:2.11:3.86:1.00:1.77:1.01:0:0,1.75E5,1.66E4,1.00:0.09,3.87,,
,0.76,4.23,519.3899,8.74 - 10.00,1,2.3E4,519.3895,9.34,1.86E4,519.3893,9.40,2.5E4,519.3897,9.33,2.76E4,519.3894,9.41,1.84E4,519.3899,9.35,2.28E4,519.3899,9.29,3.95E4,519.3899,9.42,1.56E4,519.3909,9.37,1.99E4,519.3907,9.40,1.51E4,0.82:1.10:1.21:0.81:1.00:1.73:0.68:0.87:0.66,2.53E4,1.69E4,1.00:0.67,9.37,,
,0.76,4.69,264.1600,0.10 - 2.37,1,2.2E5,264.1600,1.97,5.49E5,264.1599,2.14,6.84E4,264.1606,2.11,2.2E4,264.1600,2.11,8.19E4,264.1605,1.98,3.16E5,264.1603,1.95,5.05E5,264.1595,1.98,5.47E4,264.1594,2.02,2.41E5,264.1600,1.97,1.56E5,1.74:0.22:0.07:0.26:1.00:1.60:0.17:0.76:0.50,2.57E5,1.51E5,1.00:0.59,2.03,,
,0.75,13.99,424.0868,0.47 - 3.17,1,7E5,-,-,0,-,-,0,424.0870,3.01,3.22E4,424.0868,3.02,4.41E5,424.0867,3.02,5.4E5,424.0867,3.01,1.13E5,424.0866,3.01,1.59E6,424.0865,2.60,1.86E6,424.0871,2.48,1.68E6,0:0:0.06:0.82:1.00:0.21:2.95:3.44:3.11,1.88E5,1.71E6,1.00:9.12,2.88,,
,0.75,9.55,362.0085,0.32 - 2.06,1,2.7E5,362.0085,1.90,5E5,362.0084,1.94,1.73E5,362.0085,1.91,2.21E5,362.0083,1.91,2.83E5,362.0092,1.91,4.7E5,362.0085,1.90,5.5E5,-,-,0,362.0083,1.05,1.26E5,362.0084,1.12,1.11E5,1.06:0.37:0.47:0.60:1.00:1.17:0:0.27:0.24,3.66E5,7.91E4,1.00:0.22,1.71,,
,0.75,3.37,758.8649,20.08 - 20.25,2,9.5E3,758.8644,20.18,1.11E4,758.8643,20.18,9.01E3,758.8645,20.18,9.23E3,758.8647,20.18,1.05E4,758.8653,20.20,1.01E4,758.8640,20.17,9.2E3,758.8657,20.16,1E4,758.8663,20.20,7.05E3,758.8651,20.18,9.11E3,1.10:0.89:0.91:1.04:1.00:0.91:0.99:0.70:0.90,9.86E3,8.73E3,1.00:0.89,20.18,,
,0.75,7.84,436.2999,1.89 - 3.10,1,9.6E4,436.2996,2.95,7.04E4,436.2998,2.97,5.45E4,436.3003,2.95,1.1E4,436.2998,2.95,4.27E4,436.2999,2.95,4.97E4,436.3003,2.94,1.04E5,-,-,0,436.2996,2.96,2.43E5,436.2997,2.98,2.87E5,1.42:1.10:0.22:0.86:1.00:2.09:0:4.89:5.77,5.53E4,1.77E5,1.00:3.19,2.95,,
,0.74,8.01,587.3579,0.37 - 0.60,1,8.9E4,587.3577,0.52,1.11E5,-,-,0,587.3577,0.52,1.42E4,587.3582,0.53,2.16E4,587.3578,0.53,1.07E5,587.3580,0.52,4.38E5,-,-,0,587.3580,0.52,8.28E4,587.3581,0.51,2.23E4,1.04:0:0.13:0.20:1.00:4.10:0:0.78:0.21,1.15E5,3.5E4,1.00:0.30,0.52,,
,0.74,10.13,360.0117,0.32 - 2.06,1,2.9E5,360.0112,1.90,5.49E5,360.0120,1.94,1.85E5,360.0121,1.91,2.4E5,360.0119,1.91,3.09E5,360.0119,1.91,5.06E5,360.0119,1.90,6.05E5,-,-,0,360.0110,1.06,1.35E5,360.0118,1.16,1.21E5,1.08:0.37:0.47:0.61:1.00:1.20:0:0.27:0.24,3.99E5,8.52E4,1.00:0.21,1.71,,
,0.74,3.32,540.7492,0.11 - 0.21,1,3.6E5,540.7491,0.18,4.42E5,-,-,0,540.7490,0.18,6.54E5,-,-,0,540.7491,0.17,5.69E5,540.7495,0.17,4.26E5,-,-,0,540.7490,0.18,8E5,540.7494,0.17,3.61E5,0.78:0:1.15:0:1.00:0.75:0:1.41:0.63,3.49E5,3.87E5,1.00:1.11,0.17,,
,0.74,8.82,596.4887,2.64 - 3.73,1,1.2E5,596.4894,3.58,1.17E5,596.4885,3.62,1.34E5,596.4893,3.60,9.94E3,596.4885,3.58,7.72E4,-,-,0,596.4892,3.58,4.86E4,596.4886,3.57,7.48E4,596.4880,3.58,9.11E4,596.4885,3.57,5.6E5,1.00:1.14:0.09:0.66:0:0.42:0.64:0.78:4.80,6.44E4,2.42E5,1.00:3.76,3.58,,
,0.74,3.83,808.0382,4.60 - 4.96,1,1.3E4,808.0377,4.73,1.22E4,808.0370,4.77,2.39E4,808.0376,4.74,1.12E4,808.0380,4.75,1.12E4,808.0397,4.73,1.14E4,808.0371,4.72,1.56E4,808.0390,4.75,1.1E4,808.0389,4.75,8.39E3,808.0392,4.74,1.36E4,1.07:2.10:0.98:0.99:1.00:1.37:0.97:0.74:1.20,1.43E4,1.1E4,1.00:0.77,4.74,,
,0.73,15.96,441.2638,2.93 - 3.98,1,1E5,-,-,0,-,-,0,441.2635,3.78,4.85E3,441.2640,3.77,6.86E4,441.2639,3.78,8.16E4,441.2638,3.77,7.27E3,441.2637,3.80,2.43E5,441.2636,3.77,2.64E5,441.2640,3.78,2.62E5,0:0:0.06:0.84:1.00:0.09:2.97:3.24:3.21,2.71E4,2.56E5,1.00:9.47,3.78,,
,0.73,3.61,810.0360,4.59 - 5.01,1,1.3E4,810.0361,4.73,1.08E4,810.0342,4.77,2.37E4,810.0348,4.74,1.07E4,810.0361,4.75,1.1E4,810.0376,4.73,1.04E4,810.0363,4.72,1.51E4,810.0357,4.75,1.09E4,810.0360,4.75,1.01E4,810.0372,4.74,1.31E4,1.04:2.28:1.03:1.06:1.00:1.45:1.05:0.97:1.26,1.36E4,1.13E4,1.00:0.83,4.74,,
,0.73,4.42,687.5797,15.26 - 16.70,1,3.5E4,687.5790,16.00,3.12E4,687.5793,15.96,4.74E4,687.5782,15.94,4.01E4,687.5783,15.94,3.27E4,687.5809,15.94,3.38E4,687.5792,15.97,5.41E4,687.5793,15.96,2.7E4,687.5811,15.94,2.63E4,687.5817,15.93,2.6E4,0.92:1.40:1.19:0.97:1.00:1.60:0.80:0.78:0.77,3.99E4,2.65E4,1.00:0.66,15.95,,
,0.73,3.52,547.2975,5.31 - 6.77,1,3.8E4,-,-,0,547.2964,5.68,7.5E4,547.2977,5.63,4.65E4,547.2975,5.67,4.04E4,547.2977,5.60,2.81E4,547.2977,5.59,4.88E4,547.2974,5.62,6.55E4,547.2975,5.61,3E4,547.2978,5.69,6.08E3,0:2.67:1.66:1.44:1.00:1.74:2.33:1.07:0.22,3.98E4,3.39E4,1.00:0.85,5.64,,
,0.73,4.11,588.8961,15.15 - 20.28,1,1.3E6,588.8959,20.18,1.77E6,-,-,0,-,-,0,588.8958,20.16,1.83E6,588.8956,20.17,1.6E6,588.8959,20.17,1.67E6,588.8959,20.15,1.78E6,588.8967,20.17,1.37E6,588.8967,20.17,1.63E6,1.11:0:0:1.15:1.00:1.05:1.12:0.86:1.02,1.15E6,1.59E6,1.00:1.39,20.17,,
,0.73,5.21,456.1311,3.73 - 5.03,1,5.2E4,456.1315,4.54,6.61E4,456.1307,4.60,1.25E5,456.1309,4.56,5.05E4,456.1312,4.56,2.83E4,456.1312,4.56,3.04E4,456.1313,4.54,6.42E4,456.1308,4.57,3.3E4,456.1307,4.57,2.87E4,456.1313,4.57,3.83E4,2.18:4.13:1.66:0.93:1.00:2.11:1.09:0.95:1.26,6.08E4,3.33E4,1.00:0.55,4.56,,
,0.73,10.57,671.2668,2.31 - 3.26,1,4.5E5,671.2667,2.98,9.34E4,671.2670,3.02,6.38E4,671.2670,2.98,1.9E5,671.2665,2.98,3.63E5,671.2667,3.02,3.69E5,671.2670,2.97,1.07E5,671.2666,2.98,1.13E6,671.2665,2.96,6.85E5,671.2672,2.98,1.01E6,0.25:0.17:0.52:0.98:1.00:0.29:3.06:1.86:2.73,1.98E5,9.4E5,1.00:4.76,2.98,,
,0.73,3.58,359.0836,0.23 - 1.43,1,2E4,359.0837,1.28,2.4E4,359.0837,1.33,1.52E4,359.0837,1.29,2.73E4,359.0836,1.30,1.61E4,359.0842,1.30,4.41E3,359.0838,1.29,2.34E4,359.0831,1.30,2.67E4,359.0832,1.30,1.97E4,359.0837,1.29,2E4,5.45:3.45:6.19:3.65:1.00:5.31:6.07:4.46:4.54,1.84E4,2.21E4,1.00:1.20,1.30,,
,0.72,3.04,687.5779,17.39 - 20.07,1,2E4,687.5773,18.62,2.14E4,687.5774,18.52,2.23E4,687.5765,18.45,1.35E4,687.5771,18.58,2.1E4,687.5787,18.47,1.74E4,687.5778,18.47,2.21E4,687.5778,18.63,1.72E4,687.5790,18.60,1.52E4,687.5790,18.43,2.58E4,1.23:1.28:0.78:1.21:1.00:1.27:0.99:0.87:1.48,1.96E4,1.94E4,1.00:0.99,18.53,,
,0.72,6.53,432.0864,3.00 - 4.40,1,2.7E4,432.0868,4.07,2.86E4,432.0854,4.12,8.38E4,432.0860,3.93,2.42E4,432.0868,4.08,2.09E4,432.0866,4.09,1.49E4,432.0866,4.07,2.92E4,432.0862,4.10,1.4E4,432.0866,4.10,1.22E4,432.0870,4.08,1.46E4,1.92:5.63:1.63:1.40:1.00:1.96:0.94:0.82:0.98,3.36E4,1.36E4,1.00:0.40,4.07,,
,0.72,9.86,681.2956,0.15 - 3.22,1,2.7E6,681.2957,2.98,7.69E5,-,-,-,681.2959,2.98,1.28E6,681.2953,3.02,1.67E6,681.2958,3.02,1.56E6,681.2959,2.97,5.87E5,681.2953,3.01,5.5E6,681.2950,2.99,4.96E6,681.2957,2.98,5.22E6,0.49:-:0.82:1.07:1.00:0.38:3.52:3.18:3.34,1.17E6,5.23E6,1.00:4.45,2.99,,
,0.72,5.21,472.1376,3.84 - 5.97,1,3.1E4,472.1373,5.71,2.97E4,472.1370,5.76,1.25E5,472.1374,5.75,1.34E4,472.1376,5.73,1.71E4,472.1379,5.73,1.68E4,472.1375,5.71,1.63E4,472.1377,5.75,1.77E4,472.1379,5.73,1.38E4,472.1384,5.73,2.86E4,1.76:7.44:0.80:1.02:1.00:0.97:1.05:0.82:1.70,3.64E4,2E4,1.00:0.55,5.73,,
,0.72,4.77,485.9877,0.25 - 0.64,1,4.9E4,485.9872,0.36,7.78E3,485.9878,0.34,1.17E5,485.9881,0.35,4.14E4,485.9877,0.35,5.58E4,485.9879,0.37,2.03E4,-,-,0,485.9873,0.34,1.36E5,485.9879,0.36,8.15E3,485.9879,0.34,5.46E4,0.38:5.75:2.04:2.75:1.00:0:6.70:0.40:2.69,4.03E4,6.62E4,1.00:1.64,0.35,,
,0.72,3.65,549.2981,5.29 - 6.79,1,4.3E4,-,-,0,549.2977,5.66,8.86E4,549.2978,5.63,5.34E4,549.2982,5.64,4.24E4,549.2988,5.66,3.37E4,549.2978,5.62,5.59E4,549.2982,5.63,7.73E4,549.2983,5.64,3.48E4,-,-,0,0:2.63:1.58:1.26:1.00:1.66:2.29:1.03:0,4.57E4,3.74E4,1.00:0.82,5.64,,
,0.72,5.41,474.1338,4.32 - 5.89,1,4.7E4,474.1333,4.85,4.77E4,474.1329,4.89,1.05E5,474.1335,4.84,3.05E4,474.1341,4.87,3.88E4,474.1345,4.85,5.73E4,474.1334,4.84,5.74E4,474.1340,4.86,2.16E4,474.1340,4.86,2.81E4,474.1343,4.87,3.83E4,0.83:1.84:0.53:0.68:1.00:1.00:0.38:0.49:0.67,5.62E4,2.93E4,1.00:0.52,4.86,,
,0.72,5.22,476.1306,4.29 - 5.81,1,3.3E4,476.1304,4.83,3.32E4,476.1298,4.89,6E4,476.1302,4.85,2.31E4,476.1306,4.86,2.92E4,476.1311,4.84,4.02E4,476.1304,4.84,4.68E4,476.1309,4.86,1.54E4,476.1311,4.85,1.82E4,476.1312,4.86,2.97E4,0.83:1.49:0.57:0.73:1.00:1.16:0.38:0.45:0.74,3.88E4,2.11E4,1.00:0.54,4.85,,
,0.72,8.14,698.2854,2.19 - 3.55,1,2.3E5,698.2854,2.98,6.52E4,698.2852,3.02,3.55E4,698.2853,2.98,1.23E5,698.2852,2.98,2.77E5,698.2856,3.02,2.28E5,698.2856,2.97,6.88E4,698.2850,2.98,5.16E5,698.2852,2.96,3.05E5,698.2856,2.98,4.86E5,0.29:0.16:0.54:1.21:1.00:0.30:2.26:1.34:2.13,1.33E5,4.36E5,1.00:3.28,2.98,,
,0.72,3.28,626.5493,10.83 - 11.52,1,3.1E4,626.5490,11.15,4.43E4,626.5479,11.18,6.57E4,626.5490,11.18,1.28E4,626.5486,11.22,1.5E4,626.5500,11.19,2.2E4,626.5495,11.17,2.22E4,626.5498,11.23,2.95E4,626.5493,11.17,2.2E4,626.5505,11.19,4.8E4,2.01:2.98:0.58:0.68:1.00:1.01:1.34:1.00:2.18,3.03E4,3.32E4,1.00:1.09,11.19,,
,0.72,3.16,519.3888,16.44 - 20.16,1,7.5E4,-,-,-,519.3884,18.72,7.2E4,519.3891,18.83,7.57E4,519.3885,18.69,7.69E4,519.3884,18.54,8.6E4,519.3885,18.72,6.93E4,519.3887,18.81,6.74E4,519.3890,18.73,6.33E4,519.3895,18.76,8.59E4,-:0.84:0.88:0.89:1.00:0.81:0.78:0.74:1.00,7.6E4,7.22E4,1.00:0.95,18.72,,
,0.71,3.08,431.1832,0.24 - 0.71,1,1.5E4,431.1826,0.61,3.67E4,431.1836,0.63,1.09E4,431.1828,0.62,1.34E4,431.1835,0.61,1.14E4,431.1838,0.62,1.15E4,431.1830,0.61,6.79E3,431.1828,0.61,1.12E4,431.1829,0.62,1.48E4,431.1837,0.62,2.05E4,3.19:0.95:1.16:0.99:1.00:0.59:0.97:1.29:1.78,1.51E4,1.55E4,1.00:1.03,0.62,,
,0.71,7.21,742.5411,8.73 - 9.66,1,9.2E4,-,-,0,742.5402,9.13,1.01E5,742.5402,9.14,9.26E4,742.5404,9.15,1.13E5,742.5421,9.12,3.13E4,742.5408,9.12,9.99E3,742.5416,9.17,1.8E5,742.5412,9.14,1.64E5,742.5424,9.14,1.38E5,0:3.22:2.96:3.62:1.00:0.32:5.77:5.25:4.40,5.79E4,1.61E5,1.00:2.77,9.14,,
,0.71,3.17,601.5266,10.83 - 11.49,1,2.1E4,601.5260,11.14,2.95E4,601.5253,11.17,4.88E4,601.5267,11.19,8.31E3,601.5262,11.19,9.82E3,601.5270,11.16,1.47E4,601.5268,11.17,1.43E4,601.5266,11.21,1.92E4,601.5268,11.17,1.51E4,601.5278,11.16,3.2E4,2.01:3.32:0.57:0.67:1.00:0.98:1.31:1.03:2.18,2.09E4,2.21E4,1.00:1.06,11.17,,
,0.71,3.94,509.3773,7.95 - 13.24,1,9.3E4,509.3774,8.11,1.22E5,509.3764,8.18,1.51E5,509.3767,8.23,7.72E4,509.3769,8.20,1.03E5,509.3775,8.21,7.42E4,509.3777,8.19,8.02E4,509.3779,8.24,8.16E4,509.3775,8.21,6.48E4,509.3780,8.18,8.17E4,1.64:2.03:1.04:1.39:1.00:1.08:1.10:0.87:1.10,1.01E5,7.6E4,1.00:0.75,8.20,,
,0.71,3.76,341.1592,0.10 - 0.39,1,1.2E6,-,-,0,341.1597,0.14,1.56E6,341.1589,0.14,2E6,341.1598,0.15,2.29E6,-,-,0,341.1589,0.15,6.08E5,341.1597,0.15,1.88E6,341.1584,0.15,5.34E5,341.1591,0.15,1.67E6,0:1.00:1.28:1.47:0:0.39:1.21:0.34:1.07,1.08E6,1.36E6,1.00:1.27,0.15,,
,0.71,3.64,928.8331,18.96 - 20.26,1,3.9E4,928.8333,20.19,4.32E4,928.8328,20.17,4.35E4,928.8335,20.17,3.84E4,928.8329,20.16,4.45E4,928.8329,20.17,3.83E4,928.8328,20.17,3.97E4,928.8337,20.18,3.92E4,928.8330,20.17,2.85E4,-,-,-,1.13:1.14:1.00:1.16:1.00:1.04:1.02:0.75:-,4.13E4,3.39E4,1.00:0.82,20.17,,
,0.70,5.99,393.2771,3.06 - 4.95,1,1.1E5,393.2770,3.85,2.04E4,393.2773,3.89,5.19E4,393.2769,3.85,3.93E4,393.2773,3.81,2.58E5,393.2771,3.82,7.13E4,393.2778,3.85,3.6E4,393.2772,3.88,3.59E5,393.2760,4.87,7.5E3,393.2773,3.85,1.53E5,0.29:0.73:0.55:3.62:1.00:0.51:5.04:0.11:2.14,7.95E4,1.73E5,1.00:2.18,3.96,,
,0.70,3.46,944.8075,19.99 - 20.26,1,9.7E3,944.8057,20.18,1.03E4,944.8068,20.18,1.06E4,944.8079,20.20,8.52E3,944.8073,20.16,1.09E4,944.8066,20.18,1.09E4,944.8099,20.17,9.9E3,944.8076,20.18,1.02E4,944.8077,20.18,7.56E3,944.8078,20.18,8.69E3,0.95:0.97:0.78:1.00:1.00:0.91:0.93:0.69:0.80,1.02E4,8.8E3,1.00:0.86,20.18,,
,0.70,3.33,527.4478,11.43 - 12.69,1,3.6E4,527.4473,11.85,3.64E4,527.4473,11.90,3.95E4,527.4472,11.89,3.47E4,527.4474,11.94,4.11E4,527.4481,11.90,3.41E4,527.4476,11.88,3.66E4,527.4479,11.92,3.85E4,527.4481,11.92,2.46E4,527.4490,11.88,3.7E4,1.07:1.16:1.02:1.21:1.00:1.07:1.13:0.72:1.08,3.71E4,3.33E4,1.00:0.90,11.90,,
,0.70,3.51,795.8322,20.10 - 20.26,2,7E3,795.8314,20.18,7.7E3,795.8307,20.18,9.2E3,795.8330,20.17,6.87E3,795.8333,20.15,7.68E3,795.8319,20.18,6.65E3,795.8326,20.17,6.24E3,795.8322,20.16,6.67E3,795.8317,20.19,5.98E3,795.8333,20.17,6.26E3,1.16:1.38:1.03:1.16:1.00:0.94:1.00:0.90:0.94,7.39E3,6.3E3,1.00:0.85,20.17,,
,0.69,4.27,471.2918,4.17 - 5.05,1,1.3E4,471.2912,4.83,1.66E4,471.2911,4.89,1.14E4,471.2918,4.85,3.92E3,471.2915,4.86,1.53E4,471.2922,4.83,1.63E4,471.2916,4.84,2.2E4,471.2922,4.86,6.58E3,471.2920,4.87,4.88E3,471.2926,4.86,1.81E4,1.02:0.70:0.24:0.94:1.00:1.35:0.40:0.30:1.11,1.43E4,9.84E3,1.00:0.69,4.85,,
,0.69,4.62,564.3451,3.73 - 5.34,1,2.9E4,564.3450,5.15,2.2E4,564.3440,5.21,3.94E4,564.3444,5.16,5.39E4,564.3453,5.16,4.07E4,564.3456,5.17,2.12E4,564.3448,5.16,1.93E4,564.3458,5.17,2.75E4,564.3453,5.16,8.52E3,564.3459,5.17,2.59E4,1.04:1.86:2.54:1.92:1.00:0.91:1.30:0.40:1.22,3.27E4,2.06E4,1.00:0.63,5.17,,
,0.69,3.18,1175.7777,8.66 - 9.72,1,2.1E4,1175.7764,8.98,2.23E4,1175.7761,9.02,2.04E4,1175.7773,8.98,2.42E4,1175.7771,9.00,1.96E4,1175.7776,8.97,1.43E4,1175.7771,8.99,2.12E4,1175.7795,8.98,2.46E4,1175.7780,8.99,2.07E4,1175.7805,8.99,1.92E4,1.55:1.42:1.69:1.37:1.00:1.48:1.71:1.45:1.34,2.03E4,2.15E4,1.00:1.06,8.99,,
,0.69,3.66,986.7925,18.71 - 20.25,1,3.4E4,986.7937,20.15,3.75E4,986.7914,20.14,3.78E4,986.7920,20.16,3.41E4,986.7921,20.14,3.9E4,986.7925,20.16,3.29E4,-,-,-,986.7925,20.14,3.18E4,986.7924,20.16,2.57E4,986.7935,20.16,3.18E4,1.14:1.15:1.04:1.18:1.00:-:0.97:0.78:0.97,3.63E4,2.98E4,1.00:0.82,20.15,,
,0.69,11.04,673.2637,2.27 - 3.22,1,1.4E5,673.2640,2.98,2.71E4,673.2640,3.02,1.44E4,673.2632,2.97,5.73E4,673.2635,3.02,1.23E5,673.2641,3.02,1.11E5,673.2643,2.97,2.71E4,673.2629,2.98,3.53E5,673.2632,2.95,2.08E5,673.2640,2.98,3.18E5,0.24:0.13:0.52:1.10:1.00:0.24:3.17:1.87:2.86,6E4,2.93E5,1.00:4.89,2.99,,
,0.69,3.49,542.7462,0.11 - 0.21,1,2.4E5,542.7463,0.16,3.3E5,-,-,0,542.7461,0.16,4.63E5,-,-,0,542.7460,0.17,4.62E5,542.7460,0.17,2.81E5,-,-,0,542.7458,0.18,4.07E5,542.7468,0.17,2.57E5,0.71:0:1.00:0:1.00:0.61:0:0.88:0.56,2.56E5,2.21E5,1.00:0.87,0.17,,
,0.69,3.75,472.8338,0.00 - 0.10,1,3.9E3,472.8336,0.04,2.69E3,472.8333,0.05,5.06E3,472.8336,0.04,5.35E3,472.8340,0.04,5.48E3,472.8341,0.05,3.17E3,472.8341,0.05,3.41E3,472.8336,0.05,3.89E3,472.8338,0.05,2.88E3,472.8341,0.05,3.36E3,0.85:1.59:1.68:1.73:1.00:1.07:1.23:0.91:1.06,4.19E3,3.38E3,1.00:0.81,0.05,,
