Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,PITPNC1_G00_neg m/z,PITPNC1_G00_neg RT mean,PITPNC1_G00_neg Normalized Area,PITPNC1_G05_neg m/z,PITPNC1_G05_neg RT mean,PITPNC1_G05_neg Normalized Area,PITPNC1_G06_neg m/z,PITPNC1_G06_neg RT mean,PITPNC1_G06_neg Normalized Area,PITPNC1_G07_neg m/z,PITPNC1_G07_neg RT mean,PITPNC1_G07_neg Normalized Area,PITPNC1_G10_neg m/z,PITPNC1_G10_neg RT mean,PITPNC1_G10_neg Normalized Area,PITPNC1_G11_neg m/z,PITPNC1_G11_neg RT mean,PITPNC1_G11_neg Normalized Area,PITPNC1_G12_neg m/z,PITPNC1_G12_neg RT mean,PITPNC1_G12_neg Normalized Area,PITPNC1_G08_neg m/z,PITPNC1_G08_neg RT mean,PITPNC1_G08_neg Normalized Area,PITPNC1_G09_neg m/z,PITPNC1_G09_neg RT mean,PITPNC1_G09_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.02,8.26,608.3525,15.53 - 15.59,2,24.6,-,-,0,608.3525,15.54,2.21E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.16E1,0,1.00:0,15.54,,
,0.02,8.26,415.9997,0.29 - 0.83,3,651.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,416.0006,0.66,2.07E3,415.9987,0.41,3.79E3,-,-,0,-,-,0,0:0:0:0:0:1.00:1.83:0:0,8.38E2,0,1.00:0,0.54,,
,0.02,3.43,801.8127,14.14 - 15.41,1,195.7,-,-,0,801.8151,14.16,7.44E2,801.8101,15.37,5.23E2,-,-,0,-,-,0,-,-,0,-,-,0,801.8131,14.13,4.95E2,-,-,0,0:1.00:0.70:0:0:0:0:0.66:0,1.81E2,2.47E2,1.00:1.37,14.55,,
,0.02,3.60,651.3331,18.99 - 19.89,2,138.5,651.3335,19.12,5.71E2,-,-,0,651.3335,19.81,2.96E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,651.3323,19.00,3.8E2,1.00:0:0.52:0:0:0:0:0:0.67,1.24E2,1.9E2,1.00:1.53,19.31,,
,0.02,8.26,588.8335,13.21 - 14.24,1,446,588.8346,14.21,4.92E2,-,-,0,-,-,0,588.8342,13.94,1.71E3,-,-,0,588.8318,13.31,1.82E3,-,-,0,-,-,0,-,-,0,1.00:0:0:3.47:0:3.69:0:0:0,5.73E2,0,1.00:0,13.82,,
,0.02,8.26,726.7997,7.05 - 7.32,1,139.6,-,-,0,726.7997,7.10,1.26E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.8E2,0,1.00:0,7.10,,
,0.02,8.26,756.8246,13.14 - 14.13,1,424.5,756.8268,13.30,1.09E3,-,-,0,-,-,0,756.8253,14.09,2.26E3,-,-,0,-,-,0,756.8218,13.16,4.71E2,-,-,0,-,-,0,1.00:0:0:2.08:0:0:0.43:0:0,5.46E2,0,1.00:0,13.52,,
,0.02,8.26,943.7335,14.05 - 14.11,1,42.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,943.7335,14.09,3.83E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.48E1,0,1.00:0,14.09,,
,0.02,8.26,989.7666,20.08 - 20.21,1,194.3,989.7666,20.12,1.75E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.5E2,0,1.00:0,20.12,,
,0.02,8.26,905.7131,12.01 - 12.10,1,41,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,905.7131,12.09,3.69E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.84E2,0:1.00,12.09,,
,0.02,8.26,418.8149,4.20 - 4.32,1,17.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,418.8149,4.27,1.6E2,0:0:0:0:0:0:0:0:1.00,0,8.01E1,0:1.00,4.27,,
,0.02,8.26,752.8210,5.93 - 6.29,1,134.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,752.8210,6.00,1.21E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,1.73E2,0,1.00:0,6.00,,
,0.02,8.26,520.7622,0.00 - 0.09,1,99.1,520.7630,0.06,3.58E2,-,-,0,-,-,0,-,-,0,520.7615,0.02,5.34E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:1.49:0:0:0:0,1.27E2,0,1.00:0,0.04,,
,0.02,8.26,463.8803,1.40 - 1.46,1,18.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,463.8803,1.40,1.69E2,0:0:0:0:0:0:0:0:1.00,0,8.45E1,0:1.00,1.40,,
,0.02,8.26,480.8705,0.89 - 0.95,2,17.1,-,-,0,-,-,0,-,-,0,-,-,0,480.8705,0.91,1.54E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,2.2E1,0,1.00:0,0.91,,
,0.02,3.84,506.8061,20.38 - 21.04,1,86.3,-,-,0,-,-,0,-,-,0,506.8066,20.58,2.74E2,-,-,0,506.8094,20.98,2.38E2,-,-,0,-,-,0,506.8023,20.44,2.64E2,0:0:0:1.00:0:0.87:0:0:0.97,7.32E1,1.32E2,1.00:1.81,20.67,,
,0.02,3.41,717.7871,5.80 - 7.20,1,96.3,717.7883,6.77,2.6E2,-,-,0,-,-,0,-,-,0,-,-,0,717.7832,7.11,3.65E2,-,-,0,-,-,0,717.7899,5.84,2.41E2,1.00:0:0:0:0:1.41:0:0:0.93,8.93E1,1.21E2,1.00:1.35,6.57,,
,0.02,8.26,520.8486,13.83 - 13.93,1,59,-,-,0,520.8486,13.88,5.31E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.58E1,0,1.00:0,13.88,,
,0.02,8.26,748.7267,10.06 - 10.11,1,17.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,748.7267,10.10,1.53E2,0:0:0:0:0:0:0:0:1.00,0,7.67E1,0:1.00,10.10,,
,0.02,8.26,714.7785,11.93 - 12.68,1,508.5,714.7771,12.36,9.33E2,-,-,0,-,-,0,-,-,0,714.7837,12.42,2.78E3,714.7748,12.02,8.65E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:2.98:0.93:0:0:0,6.54E2,0,1.00:0,12.26,,
,0.02,5.02,486.8026,4.45 - 4.66,1,36.1,-,-,0,-,-,0,-,-,0,486.8027,4.67,1.6E2,-,-,0,-,-,0,-,-,0,-,-,0,486.8024,4.51,1.65E2,0:0:0:1.00:0:0:0:0:1.03,2.28E1,8.26E1,1.00:3.62,4.59,,
,0.02,6.15,716.7847,20.22 - 20.32,1,75.1,-,-,0,-,-,0,-,-,0,716.7858,20.24,2.38E2,-,-,0,-,-,0,-,-,0,-,-,0,716.7836,20.23,4.37E2,0:0:0:1.00:0:0:0:0:1.84,3.4E1,2.19E2,1.00:6.43,20.24,,
,0.02,8.26,1051.7039,19.47 - 19.56,1,156.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1051.7039,19.51,1.41E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,2.01E2,0,1.00:0,19.51,,
,0.02,3.73,518.8360,7.41 - 8.58,1,202.9,-,-,0,-,-,0,518.8344,8.52,8.9E2,-,-,0,-,-,0,518.8386,7.46,3.46E2,-,-,0,-,-,0,518.8348,8.30,5.9E2,0:0:1.00:0:0:0.39:0:0:0.66,1.77E2,2.95E2,1.00:1.67,8.09,,
,0.02,8.26,732.7568,13.58 - 13.69,1,49.4,-,-,0,732.7568,13.64,4.45E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.35E1,0,1.00:0,13.64,,
,0.02,8.26,498.8453,4.37 - 4.42,1,18,-,-,0,-,-,0,-,-,0,498.8453,4.38,1.62E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.31E1,0,1.00:0,4.38,,
,0.02,8.23,930.7083,9.43 - 9.57,1,54.8,-,-,0,930.7083,9.50,4.93E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.04E1,0,1.00:0,9.50,,
,0.02,4.74,688.7699,1.91 - 2.57,1,54.4,-,-,0,-,-,0,-,-,0,688.7705,2.54,2.59E2,-,-,0,-,-,0,-,-,0,-,-,0,688.7693,1.95,2.31E2,0:0:0:1.00:0:0:0:0:0.89,3.7E1,1.15E2,1.00:3.12,2.25,,
,0.02,8.23,442.8919,0.10 - 0.27,1,1.7E5,442.8919,0.19,7.26E5,-,-,0,-,-,0,442.8918,0.18,8.22E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.13:0:0:0:0:0,2.21E5,0,1.00:0,0.19,,
,0.02,8.23,677.3346,19.89 - 20.00,1,87,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,677.3346,19.97,7.83E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.12E2,0,1.00:0,19.97,,
,0.02,8.23,658.8105,12.45 - 12.78,1,145.2,658.8077,12.74,8.91E2,-,-,0,-,-,0,-,-,0,658.8132,12.58,4.15E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.47:0:0:0:0,1.87E2,0,1.00:0,12.66,,
,0.02,8.23,879.2157,6.90 - 7.12,1,1.2E3,-,-,0,879.2164,7.00,7.9E3,-,-,0,-,-,0,-,-,0,-,-,0,879.2149,7.01,2.8E3,-,-,0,-,-,0,0:1.00:0:0:0:0:0.35:0:0,1.53E3,0,1.00:0,7.01,,
,0.02,8.23,638.7612,6.28 - 6.42,1,43.6,-,-,0,-,-,0,-,-,0,-,-,0,638.7612,6.31,3.92E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.6E1,0,1.00:0,6.31,,
,0.02,4.52,700.2908,2.29 - 2.79,2,136.6,-,-,0,-,-,0,-,-,0,700.2897,2.33,2.97E2,700.2903,2.79,3.9E2,-,-,0,-,-,0,700.2922,2.62,5.42E2,-,-,0,0:0:0:1.00:1.31:0:0:1.82:0,9.82E1,2.71E2,1.00:2.76,2.58,,
,0.02,4.42,739.7821,8.07 - 10.81,1,159.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,739.7816,9.28,4.45E2,739.7836,8.11,3.81E2,-,-,0,739.7811,10.77,6.12E2,0:0:0:0:0:1.00:0.86:0:1.38,1.18E2,3.06E2,1.00:2.59,9.39,,
,0.02,8.23,624.7772,13.41 - 13.49,1,20.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,624.7772,13.44,1.85E2,0:0:0:0:0:0:0:0:1.00,0,9.24E1,0:1.00,13.44,,
,0.02,8.23,767.7937,5.83 - 6.76,1,106.8,767.7938,6.58,3.67E2,767.7937,5.91,2.89E2,-,-,0,-,-,0,-,-,0,-,-,0,767.7937,6.72,3.05E2,-,-,0,-,-,0,1.27:1.00:0:0:0:0:1.06:0:0,1.37E2,0,1.00:0,6.41,,
,0.02,8.23,400.8471,6.91 - 7.03,1,40.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,400.8471,6.94,3.63E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,5.19E1,0,1.00:0,6.94,,
,0.02,8.23,730.4120,12.93 - 12.99,3,35.6,-,-,0,-,-,0,-,-,0,-,-,0,730.4120,12.99,3.2E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,4.57E1,0,1.00:0,12.99,,
,0.02,8.23,592.7668,13.40 - 13.61,1,81.5,592.7656,13.51,4.04E2,-,-,0,-,-,0,-,-,0,592.7681,13.44,3.3E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.82:0:0:0:0,1.05E2,0,1.00:0,13.48,,
,0.02,8.23,338.8948,1.36 - 1.50,3,43,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,338.8948,1.44,3.87E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.94E2,0:1.00,1.44,,
,0.02,3.12,669.7969,10.08 - 11.03,1,97.9,669.7918,10.20,3.69E2,-,-,0,-,-,0,-,-,0,-,-,0,669.7997,10.47,3.03E2,-,-,0,-,-,0,669.7993,10.97,2.09E2,1.00:0:0:0:0:0.82:0:0:0.57,9.59E1,1.05E2,1.00:1.09,10.55,,
,0.02,4.98,530.8651,11.75 - 15.24,1,3E3,530.8647,12.05,2E4,-,-,0,-,-,0,-,-,0,530.8660,12.21,4.94E3,-,-,0,-,-,0,-,-,0,530.8647,14.28,2E3,1.00:0:0:0:0.25:0:0:0:0.10,3.56E3,9.98E2,1.00:0.28,12.85,,
,0.02,8.23,406.8660,1.49 - 7.72,1,3.2E4,-,-,0,-,-,0,406.8654,2.39,1.38E5,-,-,0,406.8666,2.72,1.54E5,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.11:0:0:0:0,4.17E4,0,1.00:0,2.56,,
,0.02,8.23,1296.7040,20.17 - 20.24,2,96.4,1296.7040,20.20,8.68E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.24E2,0,1.00:0,20.20,,
,0.02,8.23,467.2852,4.11 - 4.31,2,49.7,-,-,0,-,-,0,-,-,0,467.2852,4.20,4.47E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,6.39E1,0,1.00:0,4.20,,
,0.02,8.20,348.9086,7.50 - 8.68,1,55.3,-,-,0,348.9080,7.53,1.53E2,-,-,0,-,-,0,-,-,0,348.9096,8.63,1.96E2,348.9083,8.25,1.48E2,-,-,0,-,-,0,0:1.00:0:0:0:1.28:0.96:0:0,7.11E1,0,1.00:0,8.14,,
,0.02,8.20,310.8814,9.76 - 10.01,1,40.6,-,-,0,-,-,0,-,-,0,-,-,0,310.8813,9.82,2.07E2,-,-,0,310.8814,9.94,1.58E2,-,-,0,-,-,0,0:0:0:0:1.00:0:0.76:0:0,5.23E1,0,1.00:0,9.88,,
,0.02,8.20,931.7211,12.72 - 12.86,1,47.7,931.7211,12.75,4.29E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,6.13E1,0,1.00:0,12.75,,
,0.02,8.20,759.7719,7.26 - 7.32,1,20.8,759.7719,7.27,1.87E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.67E1,0,1.00:0,7.27,,
,0.02,8.20,635.7571,12.56 - 12.66,1,53.7,-,-,0,-,-,0,-,-,0,-,-,0,635.7571,12.61,4.83E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,6.9E1,0,1.00:0,12.61,,
,0.02,8.20,689.8445,18.90 - 19.53,1,277.8,689.8484,19.48,9.42E2,-,-,0,-,-,0,689.8397,19.00,8.84E2,689.8453,19.39,6.74E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0.94:0.72:0:0:0:0,3.57E2,0,1.00:0,19.29,,
,0.02,8.17,735.4640,0.14 - 0.19,1,3.4E4,735.4640,0.16,3.04E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.34E4,0,1.00:0,0.16,,
,0.02,4.11,635.7581,7.99 - 9.25,1,59.3,635.7562,9.04,1.42E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,635.7595,8.02,1.88E2,635.7587,9.19,2.04E2,-,-,0,1.00:0:0:0:0:0:1.32:1.43:0,4.72E1,1.02E2,1.00:2.16,8.75,,
,0.02,8.17,935.7959,10.72 - 10.82,1,43.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,935.7959,10.72,3.9E2,0:0:0:0:0:0:0:0:1.00,0,1.95E2,0:1.00,10.72,,
,0.02,8.17,727.8120,12.47 - 12.56,1,44.6,-,-,0,727.8120,12.51,4.02E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.74E1,0,1.00:0,12.51,,
,0.02,3.04,710.8247,10.29 - 13.52,1,556.5,-,-,0,-,-,0,-,-,0,710.8228,10.43,2.73E3,-,-,0,710.8235,11.14,1.19E3,-,-,0,-,-,0,710.8278,13.29,1.09E3,0:0:0:1.00:0:0.43:0:0:0.40,5.59E2,5.46E2,1.00:0.98,11.62,,
,0.02,8.17,868.7880,13.09 - 14.44,1,162.1,868.7915,14.32,6.6E2,-,-,0,-,-,0,-,-,0,868.7854,13.87,5.15E2,868.7872,13.15,2.84E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.78:0.43:0:0:0,2.08E2,0,1.00:0,13.78,,
,0.02,8.17,1269.7188,20.14 - 20.22,1,201.1,-,-,0,-,-,0,1269.7188,20.21,1.81E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.59E2,0,1.00:0,20.21,,
,0.02,8.17,702.3407,20.15 - 20.22,2,98.8,702.3407,20.16,8.89E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.27E2,0,1.00:0,20.16,,
,0.02,8.17,701.8073,7.71 - 8.43,1,150.7,-,-,0,701.8081,8.38,3.84E2,-,-,0,-,-,0,701.8084,7.92,4.09E2,-,-,0,701.8054,7.80,5.63E2,-,-,0,-,-,0,0:1.00:0:0:1.06:0:1.47:0:0,1.94E2,0,1.00:0,8.04,,
,0.02,8.17,744.2877,19.41 - 19.66,2,121.8,744.2869,19.49,3.39E2,-,-,0,-,-,0,-,-,0,-,-,0,744.2886,19.61,7.57E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:2.23:0:0:0,1.57E2,0,1.00:0,19.55,,
,0.02,4.47,441.8218,10.43 - 12.27,1,302.6,-,-,0,441.8206,10.63,1.38E3,441.8215,12.18,1.08E3,-,-,0,-,-,0,-,-,0,-,-,0,441.8232,12.13,2.61E2,-,-,0,0:1.00:0.78:0:0:0:0:0.19:0,3.52E2,1.3E2,1.00:0.37,11.64,,
,0.02,8.17,771.7338,7.44 - 7.49,1,25.1,771.7338,7.45,2.26E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,3.23E1,0,1.00:0,7.45,,
,0.02,4.82,558.8114,0.00 - 6.70,1,1.2E5,-,-,0,-,-,0,558.8116,1.05,6.57E5,558.8105,0.83,7.45E4,-,-,0,558.8110,1.52,-,558.8126,0.06,-,-,-,0,558.8112,1.70,8.87E4,0:0:1.00:0.11:0:-:-:0:0.14,1.46E5,4.44E4,1.00:0.30,1.03,,
,0.02,8.21,324.8814,1.49 - 1.62,2,40.7,-,-,0,324.8814,1.62,3.66E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.24E1,0,1.00:0,1.62,,
,0.02,8.21,794.7423,15.11 - 15.20,1,57.8,-,-,0,794.7423,15.16,5.2E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.43E1,0,1.00:0,15.16,,
,0.02,4.25,873.7537,11.34 - 14.50,1,154.7,873.7559,11.97,3.01E2,-,-,0,-,-,0,-,-,0,873.7548,11.38,5.31E2,-,-,0,-,-,0,-,-,0,873.7505,14.47,5.6E2,1.00:0:0:0:1.76:0:0:0:1.86,1.19E2,2.8E2,1.00:2.35,12.61,,
,0.02,8.21,672.8584,1.35 - 1.41,3,28,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,672.8584,1.35,2.52E2,0:0:0:0:0:0:0:0:1.00,0,1.26E2,0:1.00,1.35,,
,0.02,4.03,656.8193,10.36 - 14.11,1,806.6,656.8215,10.64,4.58E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,656.8143,10.77,1.81E3,656.8222,13.97,8.71E2,1.00:0:0:0:0:0:0:0.39:0.19,6.54E2,1.34E3,1.00:2.05,11.79,,
,0.02,8.21,592.7658,13.73 - 13.83,1,40.8,-,-,0,-,-,0,592.7658,13.81,3.67E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,5.24E1,0,1.00:0,13.81,,
,0.02,8.21,300.8837,4.18 - 10.36,8,3.2E3,-,-,0,-,-,0,300.8838,4.26,3.72E3,300.8836,5.09,6.87E3,-,-,0,300.8837,5.36,1.79E4,-,-,0,-,-,0,-,-,0,0:0:1.00:1.85:0:4.83:0:0:0,4.07E3,0,1.00:0,4.90,,
,0.02,8.21,846.8000,8.82 - 9.58,1,77.5,-,-,0,-,-,0,846.8027,8.85,3.53E2,-,-,0,-,-,0,846.7973,9.53,3.45E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0.98:0:0:0,9.97E1,0,1.00:0,9.19,,
,0.02,8.21,1173.7605,8.67 - 9.04,1,1.7E3,1173.7605,8.84,1.52E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.17E3,0,1.00:0,8.84,,
,0.02,5.57,1215.7383,20.12 - 20.20,1,764.1,1215.7350,20.19,2.86E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1215.7416,20.17,4.01E3,-,-,0,1.00:0:0:0:0:0:0:1.40:0,4.09E2,2.01E3,1.00:4.90,20.18,,
,0.02,8.21,1023.7554,20.11 - 20.23,1,399.4,1023.7610,20.22,1.14E3,1023.7498,20.15,2.45E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0.46:1.00:0:0:0:0:0:0:0,5.14E2,0,1.00:0,20.19,,
,0.02,8.21,1397.7046,20.13 - 20.22,1,213.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1397.7046,20.19,1.92E3,0:0:0:0:0:0:0:0:1.00,0,9.59E2,0:1.00,20.19,,
,0.02,5.06,796.7273,5.73 - 6.65,1,60.5,796.7296,6.61,2.63E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,796.7250,5.76,2.81E2,-,-,0,1.00:0:0:0:0:0:0:1.07:0,3.76E1,1.4E2,1.00:3.73,6.19,,
,0.02,8.21,793.7957,10.69 - 11.10,1,89,-,-,0,793.7976,10.74,4.07E2,-,-,0,-,-,0,793.7939,11.05,3.94E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.97:0:0:0:0,1.14E2,0,1.00:0,10.90,,
,0.02,8.21,1279.6980,20.13 - 20.21,1,188.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1279.6980,20.20,1.69E3,0:0:0:0:0:0:0:0:1.00,0,8.47E2,0:1.00,20.20,,
,0.02,8.21,309.1698,0.30 - 0.61,1,8.5E4,309.1697,0.47,3.04E5,-,-,0,-,-,0,309.1698,0.51,4.57E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.50:0:0:0:0:0,1.09E5,0,1.00:0,0.49,,
,0.02,8.21,758.7530,7.67 - 8.84,1,235.8,-,-,0,758.7557,8.78,7.89E2,-,-,0,-,-,0,-,-,0,758.7502,7.83,1.33E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:1.69:0:0:0,3.03E2,0,1.00:0,8.30,,
,0.02,8.21,534.8064,7.42 - 7.58,1,45.5,534.8064,7.45,4.09E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,5.84E1,0,1.00:0,7.45,,
,0.02,8.21,756.1743,4.54 - 4.63,1,49.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,756.1743,4.61,4.42E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.32E1,0,1.00:0,4.61,,
,0.02,8.21,654.8444,19.24 - 19.73,2,426.3,654.8433,19.36,4.24E2,-,-,0,654.8488,19.69,2.6E3,-,-,0,654.8412,19.27,8.11E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:6.13:0:1.91:0:0:0:0,5.48E2,0,1.00:0,19.44,,
,0.02,8.21,433.1017,2.29 - 2.43,1,495.4,-,-,0,433.1017,2.34,2.83E3,-,-,0,433.1016,2.35,1.62E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.57:0:0:0:0:0,6.37E2,0,1.00:0,2.35,,
,0.02,8.21,400.8481,7.00 - 7.11,1,49.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,400.8481,7.05,4.46E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,6.37E1,0,1.00:0,7.05,,
,0.02,8.21,544.8398,6.83 - 6.97,1,38.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,544.8398,6.89,3.49E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.99E1,0,1.00:0,6.89,,
,0.02,3.39,786.5164,7.75 - 13.98,3,2.8E4,-,-,0,-,-,0,786.5154,8.92,1.01E5,786.5160,8.98,8.3E4,-,-,0,-,-,0,-,-,0,786.5177,8.97,6.97E4,-,-,0,0:0:1.00:0.82:0:0:0:0.69:0,2.63E4,3.49E4,1.00:1.33,8.96,,
,0.02,6.17,536.8820,2.00 - 9.20,1,1.2E5,-,-,0,536.8822,3.67,5.91E4,-,-,0,-,-,0,536.8825,3.82,5.03E5,536.8822,4.20,5.13E5,-,-,0,536.8813,3.66,4.67E4,-,-,0,0:1.00:0:0:8.50:8.68:0:0.79:0,1.54E5,2.34E4,1.00:0.15,3.84,,
,0.02,8.21,851.7522,6.77 - 6.93,1,64.8,851.7522,6.85,5.83E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,8.33E1,0,1.00:0,6.85,,
,0.02,3.50,859.7774,14.29 - 15.34,1,334.7,-,-,0,-,-,0,859.7726,14.61,1.29E3,-,-,0,859.7848,15.16,1.23E3,-,-,0,-,-,0,859.7748,14.32,4.98E2,-,-,0,0:0:1.00:0:0.95:0:0:0.39:0,3.59E2,2.49E2,1.00:0.69,14.70,,
,0.02,8.21,836.7733,6.48 - 6.58,1,41.9,-,-,0,-,-,0,-,-,0,-,-,0,836.7733,6.52,3.77E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.38E1,0,1.00:0,6.52,,
