Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,HSDL2-b_A00_neg m/z,HSDL2-b_A00_neg RT mean,HSDL2-b_A00_neg Normalized Area,HSDL2-b_A04_neg m/z,HSDL2-b_A04_neg RT mean,HSDL2-b_A04_neg Normalized Area,HSDL2-b_A05_neg m/z,HSDL2-b_A05_neg RT mean,HSDL2-b_A05_neg Normalized Area,HSDL2-b_A06_neg m/z,HSDL2-b_A06_neg RT mean,HSDL2-b_A06_neg Normalized Area,HSDL2-b_A07_neg m/z,HSDL2-b_A07_neg RT mean,HSDL2-b_A07_neg Normalized Area,HSDL2-b_A08_neg m/z,HSDL2-b_A08_neg RT mean,HSDL2-b_A08_neg Normalized Area,HSDL2-b_A09_neg m/z,HSDL2-b_A09_neg RT mean,HSDL2-b_A09_neg Normalized Area,HSDL2-b_A10_neg m/z,HSDL2-b_A10_neg RT mean,HSDL2-b_A10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.05,8.21,533.8879,1.60 - 1.73,1,88.5,-,-,0,-,-,0,-,-,0,533.8879,1.63,7.08E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,1.01E2,0,1.00:0,1.63,,
,0.05,8.21,696.6769,8.57 - 8.63,1,20.3,696.6769,8.63,1.63E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,2.32E1,0,1.00:0,8.63,,
,0.05,8.21,360.8817,0.15 - 2.28,1,1.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,360.8817,0.20,1.09E4,-,-,0,0:0:0:0:0:0:1.00:0,1.56E3,0,1.00:0,0.20,,
,0.05,8.21,770.2893,3.62 - 3.76,1,205.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,770.2893,3.70,1.64E3,0:0:0:0:0:0:0:1.00,0,1.64E3,0:1.00,3.70,,
,0.05,3.53,365.9219,21.68 - 22.29,1,223.8,-,-,0,-,-,0,365.9220,21.89,9.52E2,365.9217,21.78,5.29E2,-,-,0,-,-,0,-,-,0,365.9220,22.17,3.1E2,0:0:3.07:1.71:0:0:0:1.00,2.11E2,3.1E2,0.68:1.00,21.95,,
,0.05,5.61,615.7351,12.09 - 13.36,1,520.8,-,-,0,-,-,0,-,-,0,615.7332,12.15,1.19E3,-,-,0,-,-,0,615.7361,12.78,1.25E3,615.7361,12.49,1.73E3,0:0:0:0.69:0:0:0.72:1.00,3.49E2,1.73E3,0.20:1.00,12.47,,
,0.05,8.25,715.1652,0.13 - 0.24,2,9.4E3,-,-,0,715.1652,0.18,7.54E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.08E4,0,1.00:0,0.18,,
,0.05,8.25,505.7743,1.26 - 1.81,1,413.7,-,-,0,-,-,0,505.7747,1.37,1.3E3,-,-,0,505.7740,1.65,1.16E3,-,-,0,505.7741,1.65,8.47E2,-,-,0,0:0:1.00:0:0.89:0:0.65:0,4.73E2,0,1.00:0,1.56,,
,0.05,8.21,1263.5303,21.31 - 21.40,1,28.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1263.5303,21.35,2.27E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,3.25E1,0,1.00:0,21.35,,
,0.05,8.21,702.0114,0.15 - 0.22,2,3.1E3,-,-,0,702.0114,0.18,2.45E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,3.49E3,0,1.00:0,0.18,,
,0.05,8.21,765.8164,21.17 - 21.22,2,20.9,-,-,0,-,-,0,-,-,0,-,-,0,765.8164,21.17,1.67E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0,2.39E1,0,1.00:0,21.17,,
,0.05,8.21,655.4421,3.66 - 4.11,1,740.8,-,-,0,655.4396,3.92,2.3E3,-,-,0,655.4429,3.87,2.05E3,-,-,0,655.4438,3.89,1.57E3,-,-,0,-,-,0,0:1.00:0:0.89:0:0.68:0:0,8.47E2,0,1.00:0,3.89,,
,0.05,8.21,759.6680,12.93 - 12.99,1,7.8,-,-,0,759.6680,12.97,6.25E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,8.93E0,0,1.00:0,12.97,,
,0.05,8.21,468.6966,0.13 - 0.23,1,2.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,468.6966,0.19,1.69E4,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,2.41E3,0,1.00:0,0.19,,
,0.05,4.29,893.7988,17.30 - 17.42,1,135.3,893.8000,17.35,4.12E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,893.7971,17.37,3.94E2,893.7993,17.37,2.77E2,1.49:0:0:0:0:0:1.42:1.00,1.15E2,2.77E2,0.42:1.00,17.36,,
,0.05,8.21,739.7541,12.62 - 13.04,1,133.6,-,-,0,739.7554,13.01,1.31E2,739.7495,12.98,2.22E2,-,-,0,739.7574,12.72,7.16E2,-,-,0,-,-,0,-,-,0,0:1.00:1.69:0:5.46:0:0:0,1.53E2,0,1.00:0,12.91,,
,0.05,8.21,1085.5414,21.38 - 21.46,2,18.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1085.5414,21.44,1.5E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,2.14E1,0,1.00:0,21.44,,
,0.05,8.21,443.8802,5.47 - 11.72,1,2.1E4,443.8800,6.31,8.01E4,443.8800,5.57,3.76E4,-,-,0,443.8805,6.72,5.4E4,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.47:0:0.67:0:0:0:0,2.45E4,0,1.00:0,6.20,,
,0.05,8.21,670.6796,5.34 - 5.40,1,18,670.6796,5.37,1.44E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,2.05E1,0,1.00:0,5.37,,
,0.05,8.21,579.0681,5.52 - 5.85,1,130.2,-,-,0,579.0681,5.75,1.04E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.49E2,0,1.00:0,5.75,,
,0.05,8.21,615.1404,12.85 - 12.93,1,11.2,-,-,0,-,-,0,-,-,0,615.1404,12.90,8.95E1,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,1.28E1,0,1.00:0,12.90,,
,0.05,8.21,816.6796,6.91 - 6.97,1,21,816.6796,6.95,1.68E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,2.4E1,0,1.00:0,6.95,,
,0.05,8.21,409.8109,7.61 - 7.68,2,12.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,409.8109,7.64,1.01E2,-,-,0,0:0:0:0:0:0:1.00:0,1.45E1,0,1.00:0,7.64,,
,0.05,8.21,465.8359,1.51 - 1.58,1,14.2,-,-,0,-,-,0,465.8359,1.54,1.13E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0,1.62E1,0,1.00:0,1.54,,
,0.05,5.35,483.7765,2.70 - 9.12,1,8.1E3,-,-,0,483.7759,3.71,5.41E3,-,-,0,483.7776,4.12,2.8E4,-,-,0,483.7758,2.94,2.93E4,-,-,0,483.7767,3.68,2.05E3,0:2.63:0:13.62:0:14.27:0:1.00,8.95E3,2.05E3,4.36:1.00,3.61,,
,0.05,6.18,1287.4869,21.30 - 21.44,1,54.5,-,-,0,-,-,0,1287.4849,21.41,2.24E2,-,-,0,-,-,0,-,-,0,-,-,0,1287.4890,21.31,2.12E2,0:0:1.06:0:0:0:0:1.00,3.2E1,2.12E2,0.15:1.00,21.36,,
,0.05,4.17,390.8725,2.80 - 9.55,1,5.1E4,-,-,0,390.8734,4.55,1.1E5,-,-,0,390.8714,3.08,2.01E5,-,-,0,-,-,0,-,-,0,390.8726,3.75,9.87E4,0:1.11:0:2.03:0:0:0:1.00,4.43E4,9.87E4,0.45:1.00,3.79,,
,0.05,8.21,569.7242,0.04 - 0.18,1,84.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,569.7242,0.08,6.77E2,-,-,0,0:0:0:0:0:0:1.00:0,9.68E1,0,1.00:0,0.08,,
,0.05,8.21,670.5890,0.16 - 0.23,1,4.6E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,670.5890,0.19,3.66E4,0:0:0:0:0:0:0:1.00,0,3.66E4,0:1.00,0.19,,
,0.05,8.21,704.7065,11.70 - 11.79,1,13.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,704.7065,11.72,1.11E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.59E1,0,1.00:0,11.72,,
,0.05,8.21,530.7731,3.31 - 8.55,1,4.2E3,-,-,0,530.7740,4.07,4.79E2,530.7733,3.55,2.55E4,530.7716,3.71,2.17E3,-,-,0,-,-,0,530.7733,3.77,5.21E3,-,-,0,0:1.00:53.19:4.53:0:0:10.89:0,4.76E3,0,1.00:0,3.78,,
,0.05,8.21,455.8359,5.91 - 7.08,1,244.3,455.8361,6.00,9.04E2,-,-,0,-,-,0,455.8355,6.04,3.71E2,455.8360,6.96,6.8E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0.41:0.75:0:0:0,2.79E2,0,1.00:0,6.33,,
,0.05,4.70,625.7634,23.07 - 23.52,1,184.2,-,-,0,-,-,0,-,-,0,625.7625,23.14,3.11E2,-,-,0,-,-,0,625.7634,23.45,7.14E2,625.7644,23.17,4.48E2,0:0:0:0.69:0:0:1.59:1.00,1.46E2,4.48E2,0.33:1.00,23.25,,
,0.05,8.21,491.7852,13.73 - 15.24,1,667.2,-,-,0,-,-,0,-,-,0,491.7852,14.62,1.73E3,-,-,0,491.7852,13.99,2.21E3,491.7851,14.48,1.39E3,-,-,0,0:0:0:1.00:0:1.28:0.80:0,7.63E2,0,1.00:0,14.37,,
,0.05,8.21,923.0333,5.73 - 5.81,1,28,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,923.0333,5.78,2.24E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,3.2E1,0,1.00:0,5.78,,
,0.05,8.21,634.7439,20.42 - 20.96,2,207.7,-,-,0,-,-,0,634.7439,20.56,8.22E2,-,-,0,-,-,0,634.7439,20.79,3.07E2,634.7440,20.88,5.32E2,-,-,0,0:0:1.00:0:0:0.37:0.65:0,2.37E2,0,1.00:0,20.74,,
,0.05,8.25,554.7584,4.75 - 4.83,1,11,-,-,0,-,-,0,-,-,0,554.7584,4.76,8.81E1,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,1.26E1,0,1.00:0,4.76,,
,0.05,8.25,1270.4517,21.49 - 21.56,2,47,-,-,0,-,-,0,-,-,0,-,-,0,1270.4517,21.52,3.76E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0,5.37E1,0,1.00:0,21.52,,
,0.05,8.25,759.7409,14.39 - 14.44,1,17.4,759.7409,14.44,1.39E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,1.99E1,0,1.00:0,14.44,,
,0.05,8.25,587.7357,12.49 - 12.56,1,9,-,-,0,587.7357,12.52,7.18E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.03E1,0,1.00:0,12.52,,
,0.05,3.87,521.7439,5.40 - 5.84,1,62.1,521.7441,5.67,1.93E2,-,-,0,-,-,0,-,-,0,521.7440,5.80,2.01E2,-,-,0,-,-,0,521.7435,5.46,1.03E2,1.86:0:0:0:1.95:0:0:1.00,5.63E1,1.03E2,0.54:1.00,5.64,,
,0.05,3.85,460.8666,20.26 - 21.23,1,824,460.8660,21.10,2.11E3,-,-,0,-,-,0,-,-,0,460.8671,21.17,3.12E3,-,-,0,-,-,0,460.8666,20.56,1.36E3,1.55:0:0:0:2.29:0:0:1.00,7.47E2,1.36E3,0.55:1.00,20.94,,
,0.05,8.25,670.6774,9.76 - 9.82,1,19.2,670.6774,9.81,1.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,2.2E1,0,1.00:0,9.81,,
,0.05,8.25,364.8743,0.35 - 0.68,1,103.7,364.8743,0.40,8.3E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,1.19E2,0,1.00:0,0.40,,
,0.05,8.25,458.8615,5.52 - 9.22,1,2.2E3,458.8627,5.88,1.22E4,-,-,0,458.8615,5.71,3.63E3,458.8603,5.96,1.6E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.30:0.13:0:0:0:0,2.49E3,0,1.00:0,5.85,,
,0.05,8.25,472.7436,22.49 - 22.70,1,32.8,-,-,0,-,-,0,472.7442,22.68,1.95E2,-,-,0,-,-,0,472.7430,22.50,6.72E1,-,-,0,-,-,0,0:0:1.00:0:0:0.34:0:0,3.75E1,0,1.00:0,22.59,,
,0.05,4.01,287.8471,17.67 - 18.20,1,428.6,-,-,0,-,-,0,-,-,0,-,-,0,287.8470,17.83,2.19E3,-,-,0,287.8471,17.84,4.7E2,287.8473,17.75,7.65E2,0:0:0:0:2.87:0:0.61:1.00,3.81E2,7.65E2,0.50:1.00,17.81,,
,0.05,8.25,638.9793,3.55 - 3.90,1,201.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,638.9793,3.70,1.61E3,0:0:0:0:0:0:0:1.00,0,1.61E3,0:1.00,3.70,,
,0.05,8.25,1091.7480,21.14 - 21.21,1,40.1,-,-,0,-,-,0,1091.7480,21.21,3.21E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0,4.59E1,0,1.00:0,21.21,,
,0.05,6.38,545.7480,23.43 - 23.90,1,15.6,-,-,0,-,-,0,-,-,0,545.7487,23.46,6.19E1,-,-,0,-,-,0,-,-,0,545.7472,23.87,6.3E1,0:0:0:0.98:0:0:0:1.00,8.85E0,6.3E1,0.14:1.00,23.66,,
,0.05,8.29,988.6384,21.30 - 21.39,2,37.8,-,-,0,-,-,0,-,-,0,-,-,0,988.6384,21.34,3.02E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0,4.32E1,0,1.00:0,21.34,,
,0.05,8.29,373.9543,5.09 - 5.80,1,30.8,-,-,0,-,-,0,-,-,0,373.9547,5.14,1.05E2,373.9538,5.75,1.41E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:1.34:0:0:0,3.52E1,0,1.00:0,5.44,,
,0.05,8.29,672.6777,23.12 - 23.20,1,8.6,-,-,0,672.6777,23.12,6.89E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,9.84E0,0,1.00:0,23.12,,
,0.05,8.29,556.0502,3.64 - 3.82,1,70,-,-,0,-,-,0,-,-,0,556.0502,3.82,5.6E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,8.01E1,0,1.00:0,3.82,,
,0.05,8.29,533.7743,0.00 - 0.08,1,13.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,533.7743,0.05,1.05E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.51E1,0,1.00:0,0.05,,
,0.05,8.29,698.7134,18.13 - 18.19,3,9.5,-,-,0,698.7134,18.16,7.59E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.08E1,0,1.00:0,18.16,,
,0.05,3.63,482.7546,6.21 - 8.36,1,505.2,-,-,0,482.7543,6.83,1.95E3,-,-,0,482.7543,6.76,1.35E3,-,-,0,-,-,0,-,-,0,482.7550,6.98,7.37E2,0:2.65:0:1.84:0:0:0:1.00,4.72E2,7.37E2,0.64:1.00,6.85,,
,0.05,8.29,523.8221,2.37 - 2.65,1,112.2,523.8224,2.60,6.16E2,-,-,0,-,-,0,-,-,0,523.8217,2.42,2.82E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.46:0:0:0,1.28E2,0,1.00:0,2.51,,
,0.05,8.29,477.7779,5.92 - 5.97,1,7.3,-,-,0,477.7779,5.95,5.88E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,8.4E0,0,1.00:0,5.95,,
,0.05,8.29,437.9441,0.31 - 0.49,3,225.3,-,-,0,-,-,0,-,-,0,437.9441,0.43,1.8E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,2.57E2,0,1.00:0,0.43,,
,0.05,8.29,549.7437,0.31 - 0.65,1,37.8,-,-,0,-,-,0,-,-,0,-,-,0,549.7444,0.36,1.14E2,-,-,0,549.7430,0.65,1.88E2,-,-,0,0:0:0:0:1.00:0:1.66:0,4.32E1,0,1.00:0,0.51,,
,0.05,8.29,644.7509,5.17 - 5.82,1,58.9,-,-,0,-,-,0,-,-,0,-,-,0,644.7523,5.17,2.41E2,-,-,0,644.7495,5.73,2.3E2,-,-,0,0:0:0:0:1.00:0:0.95:0,6.73E1,0,1.00:0,5.45,,
,0.05,8.29,566.9730,1.81 - 2.30,1,187.5,-,-,0,-,-,0,-,-,0,566.9730,1.84,1.5E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,2.14E2,0,1.00:0,1.84,,
,0.05,8.29,522.8385,20.10 - 20.89,1,375.8,522.8387,20.70,8.07E2,522.8381,20.18,1.01E3,-,-,0,-,-,0,-,-,0,522.8386,20.44,1.19E3,-,-,0,-,-,0,1.00:1.25:0:0:0:1.47:0:0,4.29E2,0,1.00:0,20.44,,
,0.05,8.29,706.7024,1.72 - 1.81,1,25.6,706.7024,1.76,2.05E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,2.93E1,0,1.00:0,1.76,,
,0.05,3.97,473.7236,23.02 - 23.32,1,104.6,-,-,0,-,-,0,473.7238,23.13,3.52E2,-,-,0,-,-,0,-,-,0,473.7238,23.14,3.02E2,473.7231,23.27,1.83E2,0:0:1.92:0:0:0:1.65:1.00,9.34E1,1.83E2,0.51:1.00,23.18,,
,0.05,8.25,958.5970,11.33 - 11.40,1,18.5,-,-,0,-,-,0,958.5970,11.36,1.48E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0,2.11E1,0,1.00:0,11.36,,
,0.05,8.25,649.7723,4.69 - 5.59,1,45.4,649.7709,4.72,1.83E2,-,-,0,-,-,0,-,-,0,649.7737,5.58,1.8E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.98:0:0:0,5.19E1,0,1.00:0,5.15,,
,0.05,8.22,518.7406,22.74 - 23.76,1,24.3,-,-,0,518.7399,22.79,7.03E1,518.7413,23.73,1.24E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.76:0:0:0:0:0,2.77E1,0,1.00:0,23.26,,
,0.05,8.18,872.6390,10.50 - 10.56,1,25.4,-,-,0,-,-,0,-,-,0,-,-,0,872.6390,10.52,2.03E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0,2.9E1,0,1.00:0,10.52,,
,0.05,5.51,396.2189,18.20 - 19.56,1,769.6,396.2190,18.52,2.62E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,396.2190,18.24,1.04E3,396.2189,18.65,2.5E3,1.05:0:0:0:0:0:0.42:1.00,5.23E2,2.5E3,0.21:1.00,18.47,,
,0.05,8.18,619.7499,12.74 - 12.83,1,17.8,619.7499,12.79,1.42E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,2.03E1,0,1.00:0,12.79,,
,0.05,8.18,1423.4589,21.33 - 21.40,1,30.7,-,-,0,1423.4589,21.36,2.45E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,3.51E1,0,1.00:0,21.36,,
,0.05,8.18,863.0949,7.61 - 7.69,1,14.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,863.0949,7.70,1.18E2,0:0:0:0:0:0:0:1.00,0,1.18E2,0:1.00,7.70,,
,0.05,8.18,367.8050,22.79 - 23.99,1,48.4,-,-,0,367.8047,22.87,4.98E1,-,-,0,-,-,0,-,-,0,367.8055,22.80,1.08E2,367.8047,23.97,2.29E2,-,-,0,0:1.00:0:0:0:2.17:4.61:0,5.53E1,0,1.00:0,23.22,,
,0.05,8.18,539.6427,0.13 - 0.23,1,3.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,539.6427,0.21,2.46E4,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,3.52E3,0,1.00:0,0.21,,
,0.05,8.18,464.8073,16.71 - 17.20,2,80.3,464.8075,16.75,2.1E2,464.8069,17.10,2.56E2,-,-,0,464.8074,17.09,1.76E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.21:0:0.84:0:0:0:0,9.17E1,0,1.00:0,16.98,,
,0.05,8.18,725.5486,0.13 - 0.23,1,5.6E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,725.5486,0.19,4.5E4,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,6.42E3,0,1.00:0,0.19,,
,0.05,8.18,270.1428,0.27 - 0.58,1,1.4E3,-,-,0,-,-,0,-,-,0,270.1428,0.36,1.08E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,1.55E3,0,1.00:0,0.36,,
,0.05,8.18,1079.5195,21.59 - 21.64,2,10.7,-,-,0,-,-,0,-,-,0,1079.5195,21.62,8.58E1,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,1.23E1,0,1.00:0,21.62,,
,0.05,8.18,1294.9819,21.32 - 21.41,2,43.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1294.9819,21.40,3.49E2,-,-,0,0:0:0:0:0:0:1.00:0,4.99E1,0,1.00:0,21.40,,
,0.05,8.18,475.8540,14.08 - 14.17,1,14.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,475.8540,14.16,1.13E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.62E1,0,1.00:0,14.16,,
,0.05,8.18,537.6245,0.13 - 0.24,1,2.2E3,-,-,0,537.6245,0.20,1.77E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,2.53E3,0,1.00:0,0.20,,
,0.05,8.18,625.7645,14.33 - 15.61,1,875.3,625.7647,14.51,1.26E3,-,-,0,625.7640,14.56,8.93E2,-,-,0,625.7649,14.41,4.85E3,-,-,0,-,-,0,-,-,0,1.00:0:0.71:0:3.84:0:0:0,1E3,0,1.00:0,14.50,,
,0.05,8.18,772.7189,21.11 - 21.17,3,15.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,772.7189,21.12,1.25E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.79E1,0,1.00:0,21.12,,
,0.05,7.83,482.7549,8.33 - 9.38,1,302.9,-,-,0,482.7553,8.47,3.59E2,-,-,0,482.7549,8.74,4.54E2,-,-,0,-,-,0,-,-,0,482.7544,8.87,1.61E3,0:0.22:0:0.28:0:0:0:1.00,1.16E2,1.61E3,0.07:1.00,8.70,,
,0.05,8.18,626.6884,1.02 - 1.22,1,56.3,-,-,0,-,-,0,-,-,0,626.6891,1.02,1.11E2,626.6877,1.16,3.4E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:3.07:0:0:0,6.44E1,0,1.00:0,1.09,,
,0.05,8.18,609.5592,14.92 - 21.00,1,6.4E3,609.5586,14.98,2.54E4,609.5603,16.00,4.11E3,609.5586,15.57,2.2E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.16:0.87:0:0:0:0:0,7.36E3,0,1.00:0,15.52,,
,0.05,8.18,610.2820,2.49 - 2.88,1,173.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,610.2820,2.71,1.39E3,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.98E2,0,1.00:0,2.71,,
,0.05,8.18,982.2546,21.20 - 21.27,2,37.9,-,-,0,-,-,0,-,-,0,982.2546,21.20,3.03E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,4.33E1,0,1.00:0,21.20,,
,0.05,3.80,318.9495,16.95 - 17.28,1,117,-,-,0,-,-,0,-,-,0,-,-,0,318.9494,17.11,4.14E2,-,-,0,318.9495,17.27,3.33E2,318.9496,17.00,1.89E2,0:0:0:0:2.19:0:1.76:1.00,1.07E2,1.89E2,0.56:1.00,17.13,,
,0.05,8.18,652.7157,12.27 - 12.35,3,9.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,652.7157,12.28,7.72E1,0:0:0:0:0:0:0:1.00,0,7.72E1,0:1.00,12.28,,
,0.05,8.18,1454.4384,21.34 - 21.39,1,34.8,-,-,0,-,-,0,-,-,0,-,-,0,1454.4384,21.38,2.78E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0,3.97E1,0,1.00:0,21.38,,
,0.05,8.22,485.0048,0.30 - 0.43,1,157.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,485.0048,0.36,1.26E3,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.8E2,0,1.00:0,0.36,,
,0.05,8.22,578.8556,6.45 - 6.52,1,11,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,578.8556,6.48,8.82E1,0:0:0:0:0:0:0:1.00,0,8.82E1,0:1.00,6.48,,
,0.05,8.22,313.8373,9.23 - 9.95,3,505.3,313.8369,9.77,2.2E3,-,-,0,313.8375,9.80,6.36E2,-,-,0,313.8375,9.28,1.2E3,-,-,0,-,-,0,-,-,0,1.00:0:0.29:0:0.55:0:0:0,5.77E2,0,1.00:0,9.62,,
,0.05,3.82,525.7634,11.81 - 12.47,1,439.2,525.7637,12.33,1.19E3,525.7636,12.10,1.61E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,525.7630,11.95,7.16E2,1.66:2.25:0:0:0:0:0:1.00,4E2,7.16E2,0.56:1.00,12.13,,
,0.05,8.22,1292.9871,21.36 - 21.45,2,32.9,1292.9871,21.42,2.63E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,3.76E1,0,1.00:0,21.42,,
,0.05,8.22,685.0707,4.38 - 4.73,1,172.4,-,-,0,685.0707,4.56,1.38E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.97E2,0,1.00:0,4.56,,
,0.05,8.22,450.2988,1.93 - 2.09,1,44.4,-,-,0,-,-,0,-,-,0,450.2988,1.99,3.55E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,5.07E1,0,1.00:0,1.99,,
