Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN8_A00_neg m/z,LCN8_A00_neg RT mean,LCN8_A00_neg Normalized Area,LCN8_A06_neg m/z,LCN8_A06_neg RT mean,LCN8_A06_neg Normalized Area,LCN8_A07_neg m/z,LCN8_A07_neg RT mean,LCN8_A07_neg Normalized Area,LCN8_A08_neg m/z,LCN8_A08_neg RT mean,LCN8_A08_neg Normalized Area,LCN8_A12_neg m/z,LCN8_A12_neg RT mean,LCN8_A12_neg Normalized Area,LCN8_B01_neg m/z,LCN8_B01_neg RT mean,LCN8_B01_neg Normalized Area,LCN8_A09_neg m/z,LCN8_A09_neg RT mean,LCN8_A09_neg Normalized Area,LCN8_A10_neg m/z,LCN8_A10_neg RT mean,LCN8_A10_neg Normalized Area,LCN8_A11_neg m/z,LCN8_A11_neg RT mean,LCN8_A11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.81,5.87,384.1615,2.53 - 5.95,1,7.6E4,384.1620,3.68,6.79E4,384.1615,3.68,2.66E5,384.1613,3.68,6.37E4,384.1613,3.65,5.88E4,384.1612,3.69,5.02E4,384.1622,3.68,4.74E4,384.1613,3.68,4.44E4,384.1614,3.67,3.76E4,384.1613,3.70,5.06E4,1.15:4.52:1.08:1.00:0.85:0.81:0.75:0.64:0.86,9.23E4,4.42E4,1.00:0.48,3.68,,
,0.81,3.93,678.5058,0.10 - 0.24,1,2.1E5,678.5060,0.16,2.96E5,-,-,0,678.5056,0.16,3.1E5,678.5056,0.16,2.3E5,678.5056,0.15,1.66E5,678.5056,0.16,1.24E5,678.5051,0.16,4.09E5,-,-,0,678.5070,0.16,3.39E5,1.29:0:1.35:1.00:0.72:0.54:1.78:0:1.47,1.88E5,2.49E5,1.00:1.33,0.16,,
,0.81,4.04,402.1639,3.85 - 5.01,1,8.3E4,402.1637,4.55,9.22E4,402.1650,4.55,1.35E5,402.1642,4.57,7.99E4,402.1636,4.55,9.69E4,402.1637,4.56,7.4E4,402.1637,4.55,6.74E4,402.1638,4.56,7.56E4,402.1639,4.56,5.84E4,402.1638,4.56,6.55E4,0.95:1.40:0.82:1.00:0.76:0.70:0.78:0.60:0.68,9.1E4,6.65E4,1.00:0.73,4.56,,
,0.81,3.55,275.2022,1.59 - 2.69,1,2.7E4,275.2022,2.59,4E4,-,-,0,275.2023,2.59,3.45E4,275.2022,2.58,2.22E4,275.2021,2.59,3.05E4,275.2022,2.60,2.74E4,275.2022,2.59,3.21E4,275.2023,2.59,2.13E4,275.2022,2.59,3.87E4,1.81:0:1.56:1.00:1.38:1.24:1.45:0.96:1.75,2.58E4,3.07E4,1.00:1.19,2.59,,
,0.81,4.90,412.1927,3.82 - 5.10,1,5.9E4,412.1923,4.54,5.46E4,412.1938,4.57,1.65E5,412.1925,4.55,5.25E4,412.1924,4.53,5.19E4,412.1924,4.56,4.34E4,412.1927,4.55,4.27E4,412.1926,4.56,4.12E4,412.1928,4.56,3.71E4,412.1926,4.56,4.17E4,1.05:3.18:1.01:1.00:0.84:0.82:0.79:0.71:0.80,6.84E4,4E4,1.00:0.59,4.55,,
,0.80,4.59,374.1327,2.74 - 5.44,1,9.3E4,374.1330,3.68,1.03E5,374.1334,3.71,2.1E5,374.1324,3.68,8.97E4,374.1323,3.67,8.94E4,374.1323,3.69,7.69E4,374.1330,3.68,6.72E4,374.1332,3.68,7.39E4,374.1323,3.68,5.48E4,374.1324,3.70,7.2E4,1.15:2.35:1.00:1.00:0.86:0.75:0.83:0.61:0.80,1.06E5,6.69E4,1.00:0.63,3.68,,
,0.80,3.28,456.1321,3.78 - 5.10,1,4.2E4,456.1320,4.55,4.86E4,456.1323,4.57,1.77E4,456.1321,4.55,3.76E4,456.1318,4.55,7.51E4,456.1320,4.56,4.14E4,456.1321,4.55,4.02E4,456.1323,4.56,3.75E4,456.1323,4.57,3.7E4,456.1322,4.57,4.44E4,0.65:0.24:0.50:1.00:0.55:0.54:0.50:0.49:0.59,4.34E4,3.96E4,1.00:0.91,4.56,,
,0.80,3.20,364.0068,0.46 - 2.04,1,3.5E4,364.0067,1.90,3.02E4,-,-,0,364.0067,1.90,5.66E4,364.0069,1.91,3.06E4,364.0067,1.90,6.94E4,364.0068,1.91,2.92E4,364.0068,1.90,3.31E4,364.0068,1.92,4.3E4,364.0067,1.91,2.53E4,0.99:0:1.85:1.00:2.27:0.95:1.08:1.40:0.83,3.6E4,3.38E4,1.00:0.94,1.91,,
,0.80,3.20,454.1354,3.81 - 5.13,1,7.2E4,454.1355,4.55,8.32E4,454.1362,4.58,3.11E4,454.1356,4.57,6.71E4,454.1348,4.55,1.22E5,454.1354,4.56,6.91E4,454.1355,4.54,7.01E4,454.1356,4.56,6.67E4,454.1353,4.57,6.39E4,454.1351,4.57,7.71E4,0.68:0.25:0.55:1.00:0.56:0.57:0.54:0.52:0.63,7.38E4,6.92E4,1.00:0.94,4.56,,
,0.80,5.78,338.1610,0.10 - 0.33,1,1.3E5,338.1612,0.16,9.66E4,-,-,0,338.1611,0.18,1.98E5,338.1611,0.16,1.15E5,338.1607,0.15,1.84E5,-,-,0,338.1606,0.16,3.22E5,338.1609,0.17,1.95E5,338.1616,0.14,1.03E5,0.84:0:1.71:1.00:1.60:0:2.79:1.69:0.89,9.9E4,2.07E5,1.00:2.09,0.16,,
,0.79,9.99,430.0069,0.24 - 0.52,1,1.1E5,430.0073,0.38,2.34E4,-,-,0,430.0070,0.37,2.04E5,430.0070,0.37,6.48E4,430.0065,0.39,2.12E5,430.0069,0.37,4.02E5,-,-,0,-,-,0,430.0070,0.38,1.03E5,0.36:0:3.14:1.00:3.27:6.21:0:0:1.58,1.51E5,3.42E4,1.00:0.23,0.38,,
,0.79,4.25,425.3028,0.12 - 0.59,1,6.1E4,425.3032,0.44,3.24E4,-,-,0,425.3022,0.42,9.8E4,425.3023,0.43,4.15E4,425.3027,0.17,8.89E4,425.3026,0.41,5.7E4,425.3033,0.44,8.76E4,425.3030,0.43,8.26E4,425.3029,0.42,5.95E4,0.78:0:2.36:1.00:2.14:1.37:2.11:1.99:1.43,5.3E4,7.66E4,1.00:1.45,0.40,,
,0.79,3.04,362.0099,0.42 - 2.04,1,1.3E5,362.0100,1.91,1.11E5,-,-,0,362.0101,1.91,2E5,362.0094,1.91,1.14E5,362.0092,1.90,2.43E5,362.0101,1.91,1.11E5,362.0101,1.90,1.28E5,362.0101,1.92,1.62E5,362.0101,1.91,9.47E4,0.97:0:1.75:1.00:2.13:0.97:1.12:1.42:0.83,1.3E5,1.28E5,1.00:0.99,1.91,,
,0.79,3.18,826.8562,20.09 - 20.25,2,1.1E4,826.8570,20.17,9.47E3,826.8556,20.19,1.46E4,826.8555,20.19,1.1E4,826.8564,20.18,1.14E4,826.8567,20.17,1.05E4,826.8568,20.19,1.1E4,826.8556,20.18,1.05E4,826.8561,20.18,1.22E4,826.8562,20.18,9.44E3,0.83:1.27:0.96:1.00:0.92:0.96:0.92:1.06:0.83,1.13E4,1.07E4,1.00:0.94,20.18,,
,0.79,9.31,353.1218,0.10 - 0.55,1,1.6E5,353.1217,0.16,6.97E4,-,-,0,353.1215,0.16,3.07E5,353.1218,0.16,1.95E5,353.1220,0.17,3.01E5,353.1215,0.18,4.42E5,-,-,0,-,-,0,353.1224,0.16,1.68E5,0.36:0:1.58:1.00:1.55:2.27:0:0:0.86,2.19E5,5.6E4,1.00:0.26,0.17,,
,0.78,11.58,445.9762,0.28 - 0.80,1,1.4E5,445.9766,0.52,3.19E4,-,-,0,445.9760,0.51,3.73E5,445.9763,0.50,1E5,445.9758,0.52,2.6E5,445.9762,0.54,3.94E5,-,-,0,-,-,0,445.9764,0.53,1.11E5,0.32:0:3.72:1.00:2.59:3.93:0:0:1.11,1.93E5,3.7E4,1.00:0.19,0.52,,
,0.78,4.30,518.1437,2.96 - 4.02,1,9E4,518.1436,3.86,6.01E4,518.1443,3.81,4.92E3,518.1437,3.86,4.65E4,518.1435,3.87,1.78E5,518.1440,3.87,3.21E4,518.1434,3.87,1.5E5,518.1437,3.86,6.97E4,518.1436,3.86,2.28E5,518.1437,3.86,4E4,0.34:0.03:0.26:1.00:0.18:0.84:0.39:1.28:0.22,7.88E4,1.13E5,1.00:1.43,3.86,,
,0.78,3.47,1221.7867,7.99 - 9.56,1,7.5E4,1221.7855,8.97,8.81E4,1221.7886,8.97,2.79E4,1221.7874,8.96,1.13E5,1221.7864,8.97,1.4E5,1221.7869,8.97,5.79E4,1221.7881,8.98,4.61E4,1221.7852,8.97,9.12E4,1221.7861,8.99,7.51E4,1221.7864,8.98,3.95E4,0.63:0.20:0.80:1.00:0.41:0.33:0.65:0.54:0.28,7.88E4,6.86E4,1.00:0.87,8.97,,
,0.78,7.09,363.1006,0.10 - 0.25,1,1.3E5,363.1010,0.16,6.3E4,-,-,0,363.1003,0.16,1.74E5,363.1007,0.16,1.31E5,363.1008,0.15,1.64E5,363.1001,0.16,4.24E5,-,-,0,-,-,0,363.1009,0.16,1.87E5,0.48:0:1.32:1.00:1.25:3.23:0:0:1.42,1.59E5,6.23E4,1.00:0.39,0.16,,
,0.78,3.34,821.8425,20.07 - 20.24,2,1.3E4,821.8428,20.17,1.17E4,821.8417,20.17,1.82E4,821.8438,20.16,1.11E4,821.8420,20.17,1.41E4,821.8419,20.17,1.27E4,821.8425,20.17,1.33E4,821.8417,20.18,1.2E4,821.8425,20.18,1.34E4,821.8433,20.17,1.12E4,0.83:1.29:0.78:1.00:0.90:0.94:0.85:0.95:0.79,1.35E4,1.22E4,1.00:0.90,20.17,,
,0.78,4.91,428.1879,3.83 - 4.96,1,4.4E4,428.1877,4.55,3.77E4,428.1883,4.54,1.4E5,428.1877,4.55,2.68E4,428.1877,4.53,3.26E4,428.1879,4.56,3.6E4,428.1880,4.55,3.16E4,428.1880,4.56,3.27E4,428.1880,4.56,2.79E4,428.1881,4.56,3.15E4,1.16:4.29:0.82:1.00:1.10:0.97:1.00:0.86:0.97,5.07E4,3.07E4,1.00:0.61,4.55,,
,0.78,3.10,698.2879,2.47 - 3.71,1,4.1E4,698.2880,2.98,4.39E4,-,-,0,698.2877,2.99,5.74E4,698.2878,3.00,4.6E4,698.2881,2.99,4.54E4,698.2882,2.99,5.19E4,698.2880,3.00,3.34E4,698.2881,2.99,4.5E4,698.2877,3.00,4.75E4,0.95:0:1.25:1.00:0.99:1.13:0.72:0.98:1.03,4.08E4,4.2E4,1.00:1.03,2.99,,
,0.78,3.09,422.0345,0.26 - 0.63,1,3.9E4,422.0351,0.52,1.88E4,-,-,0,422.0340,0.51,8.11E4,422.0347,0.50,3.67E4,422.0336,0.52,5.44E4,422.0345,0.50,4.11E4,422.0347,0.51,3.92E4,422.0349,0.51,5.72E4,422.0344,0.51,2.29E4,0.51:0:2.21:1.00:1.48:1.12:1.07:1.56:0.63,3.87E4,3.98E4,1.00:1.03,0.51,,
,0.78,4.01,527.4488,11.54 - 12.49,1,5.6E4,527.4488,11.87,5.45E4,527.4485,11.88,1.81E4,527.4487,11.88,6.41E4,527.4490,11.89,5.22E4,527.4489,11.91,6.01E4,527.4487,11.87,5.48E4,527.4490,11.89,6.09E4,527.4488,11.91,7.46E4,527.4486,11.91,6.8E4,1.04:0.35:1.23:1.00:1.15:1.05:1.17:1.43:1.30,5.07E4,6.78E4,1.00:1.34,11.89,,
,0.78,3.18,390.0413,0.97 - 3.26,1,7.8E4,390.0414,2.85,8.58E4,-,-,0,390.0406,2.85,1.09E5,390.0406,2.85,9.95E4,390.0414,2.86,8.21E4,390.0415,2.85,8.25E4,390.0415,2.86,7.74E4,390.0416,2.86,9.5E4,390.0414,2.85,6.95E4,0.86:0:1.10:1.00:0.83:0.83:0.78:0.95:0.70,7.65E4,8.06E4,1.00:1.05,2.85,,
,0.78,3.42,681.2980,2.35 - 3.22,1,3.9E5,681.2979,2.98,4.08E5,-,-,-,681.2981,2.99,4.11E5,681.2980,3.03,2.69E5,681.2980,2.99,4.59E5,681.2980,2.99,4.71E5,681.2982,2.99,3.01E5,681.2980,2.99,4.94E5,681.2980,3.00,2.77E5,1.52:-:1.53:1.00:1.71:1.75:1.12:1.84:1.03,4.04E5,3.57E5,1.00:0.89,2.99,,
,0.77,4.50,461.3300,3.59 - 4.29,1,5.1E4,461.3298,4.14,1.49E4,-,-,0,461.3300,4.13,2.08E5,461.3298,4.14,4.76E4,461.3297,4.15,3.4E4,461.3303,4.15,4.17E4,461.3300,4.15,4.6E4,461.3306,4.15,2.79E4,461.3300,4.16,4.05E4,0.31:0:4.38:1.00:0.71:0.88:0.97:0.59:0.85,5.77E4,3.81E4,1.00:0.66,4.15,,
,0.77,3.07,420.0692,2.42 - 8.56,1,2.3E5,420.0691,3.68,2.8E5,420.0694,3.56,2.09E5,420.0693,3.68,2.73E5,420.0692,3.67,2.63E5,420.0692,3.69,1.85E5,420.0692,3.68,1.6E5,420.0688,3.68,1.58E5,420.0693,3.68,2.33E5,420.0693,3.70,2.78E5,1.06:0.79:1.04:1.00:0.70:0.61:0.60:0.89:1.06,2.28E5,2.23E5,1.00:0.98,3.67,,
,0.77,3.09,456.1323,1.79 - 3.24,1,2.3E4,456.1323,3.11,3.83E4,-,-,0,456.1324,3.10,2.45E4,456.1321,3.11,2.87E4,456.1321,3.11,1.76E4,456.1323,3.11,3.02E4,456.1322,3.11,1.98E4,456.1324,3.11,2.5E4,456.1323,3.11,2.32E4,1.33:0:0.85:1.00:0.61:1.05:0.69:0.87:0.81,2.32E4,2.27E4,1.00:0.98,3.11,,
,0.77,3.25,889.8300,20.08 - 20.24,2,1E4,889.8310,20.17,9.83E3,889.8300,20.17,1.22E4,889.8298,20.17,9.96E3,889.8297,20.18,1.1E4,889.8307,20.17,1.02E4,889.8293,20.17,9.28E3,889.8289,20.16,8.4E3,889.8300,20.18,1.12E4,889.8307,20.15,9.51E3,0.89:1.11:0.90:1.00:0.92:0.84:0.76:1.02:0.86,1.04E4,9.72E3,1.00:0.93,20.17,,
,0.77,3.48,671.2691,2.38 - 3.86,1,4.4E4,671.2688,2.97,4E4,-,-,0,671.2690,2.99,6.47E4,671.2690,3.00,5.19E4,671.2689,2.99,4.15E4,671.2689,2.99,5.59E4,671.2692,2.99,5.06E4,671.2695,2.99,4.78E4,671.2692,3.00,4.72E4,0.77:0:1.25:1.00:0.80:1.08:0.98:0.92:0.91,4.23E4,4.85E4,1.00:1.15,2.99,,
,0.77,11.23,463.9866,0.28 - 0.52,1,1.1E5,463.9867,0.38,2.82E4,-,-,0,463.9865,0.37,2.05E5,463.9870,0.38,6.32E4,463.9858,0.39,1.8E5,463.9864,0.37,3.77E5,-,-,0,-,-,0,463.9871,0.38,9.59E4,0.45:0:3.25:1.00:2.85:5.96:0:0:1.52,1.42E5,3.2E4,1.00:0.22,0.38,,
,0.77,4.74,393.2788,3.06 - 3.96,1,5.2E4,393.2790,3.85,3.55E4,-,-,0,393.2783,3.86,2.11E4,393.2780,3.87,9.6E4,393.2790,3.87,1.5E4,393.2787,3.87,9.35E4,393.2790,3.86,4.22E4,393.2790,3.86,1.44E5,393.2790,3.86,1.63E4,0.37:0:0.22:1.00:0.16:0.97:0.44:1.50:0.17,4.35E4,6.76E4,1.00:1.55,3.86,,
,0.77,3.84,278.1766,1.07 - 2.62,1,3.2E4,278.1764,2.39,3.59E4,-,-,0,278.1770,2.39,5.27E4,278.1764,2.39,3.35E4,278.1764,2.40,3.45E4,278.1769,2.38,2.17E4,278.1765,2.39,5.66E4,278.1764,2.40,2.29E4,278.1769,2.40,3.27E4,1.07:0:1.58:1.00:1.03:0.65:1.69:0.68:0.98,2.97E4,3.74E4,1.00:1.26,2.39,,
,0.77,10.01,505.9971,0.11 - 0.63,1,1E5,505.9976,0.52,3.45E4,-,-,0,505.9969,0.51,1.79E5,505.9972,0.50,8.04E4,505.9968,0.52,1.79E5,505.9966,0.54,3.5E5,-,-,0,-,-,0,505.9974,0.53,1.14E5,0.43:0:2.23:1.00:2.22:4.35:0:0:1.42,1.37E5,3.8E4,1.00:0.28,0.52,,
,0.77,5.13,383.1901,3.84 - 5.11,1,4E4,383.1899,4.55,3.76E4,383.1903,4.57,1.06E5,383.1901,4.57,3.67E4,383.1899,4.53,3.51E4,383.1900,4.56,3.41E4,383.1900,4.55,2.97E4,383.1901,4.56,3.1E4,383.1903,4.56,2.58E4,383.1902,4.56,2.71E4,1.07:3.02:1.05:1.00:0.97:0.85:0.88:0.73:0.77,4.65E4,2.79E4,1.00:0.60,4.56,,
,0.77,11.38,465.9834,0.26 - 0.51,1,9.7E4,465.9838,0.38,2.86E4,-,-,0,465.9834,0.37,1.78E5,465.9834,0.38,5.77E4,465.9828,0.39,1.86E5,465.9833,0.37,3.3E5,-,-,0,-,-,0,465.9835,0.38,8.98E4,0.50:0:3.09:1.00:3.22:5.72:0:0:1.56,1.3E5,2.99E4,1.00:0.23,0.38,,
,0.76,3.33,401.9865,0.28 - 0.75,1,2.1E4,401.9867,0.56,1.22E4,-,-,0,401.9864,0.55,3.78E4,401.9866,0.58,2.92E4,401.9862,0.56,1.92E4,401.9863,0.58,3.37E4,401.9870,0.57,1.19E4,401.9866,0.57,3.47E4,401.9867,0.56,1.37E4,0.42:0:1.29:1.00:0.66:1.15:0.41:1.19:0.47,2.2E4,2.01E4,1.00:0.91,0.57,,
,0.76,9.67,507.9940,0.28 - 0.63,1,9.6E4,507.9944,0.52,2.96E4,-,-,0,507.9937,0.51,1.74E5,507.9941,0.50,6.58E4,507.9936,0.52,1.68E5,507.9941,0.54,3.17E5,-,-,0,-,-,0,507.9942,0.53,1.08E5,0.45:0:2.64:1.00:2.56:4.82:0:0:1.64,1.26E5,3.6E4,1.00:0.29,0.52,,
,0.76,3.45,923.8236,20.08 - 20.24,2,9.6E3,923.8243,20.17,1.01E4,923.8237,20.15,1.04E4,923.8243,20.17,8.83E3,923.8230,20.18,1.05E4,923.8242,20.17,1.05E4,923.8228,20.19,9.43E3,923.8234,20.16,9.36E3,923.8243,20.17,7.48E3,923.8226,20.17,9.59E3,0.97:1.00:0.84:1.00:1.00:0.90:0.90:0.72:0.92,9.95E3,8.81E3,1.00:0.89,20.17,,
,0.76,3.17,732.8614,20.11 - 20.24,2,8.2E3,732.8616,20.19,7.02E3,732.8616,20.19,1.01E4,732.8609,20.18,7.56E3,732.8615,20.18,8.9E3,732.8604,20.19,7.98E3,732.8616,20.19,8.14E3,732.8621,20.18,7.45E3,732.8622,20.18,8.66E3,732.8607,20.20,7.59E3,0.79:1.14:0.85:1.00:0.90:0.91:0.84:0.97:0.85,8.29E3,7.9E3,1.00:0.95,20.19,,
,0.75,3.56,738.4261,3.90 - 4.88,1,4.3E4,738.4256,4.55,2.98E4,738.4271,4.59,2.98E4,738.4258,4.55,5.23E4,738.4257,4.55,6.15E4,738.4261,4.56,4.81E4,738.4264,4.55,4.9E4,738.4258,4.56,4.98E4,738.4261,4.57,4.73E4,738.4264,4.57,1.91E4,0.49:0.48:0.85:1.00:0.78:0.80:0.81:0.77:0.31,4.51E4,3.87E4,1.00:0.86,4.56,,
,0.75,4.44,544.1402,3.11 - 4.01,1,3.7E4,544.1404,3.85,2.67E4,-,-,0,544.1406,3.86,1.86E4,544.1396,3.87,7.56E4,544.1406,3.86,1.51E4,544.1400,3.87,5.82E4,544.1405,3.86,3.25E4,544.1395,3.86,9.03E4,544.1405,3.86,1.64E4,0.35:0:0.25:1.00:0.20:0.77:0.43:1.19:0.22,3.23E4,4.64E4,1.00:1.43,3.86,,
,0.75,3.07,740.8485,18.54 - 20.27,1,7.6E4,740.8491,20.17,8.04E4,740.8480,20.17,8.81E4,740.8479,20.19,7.02E4,740.8484,20.18,7.36E4,740.8483,20.17,7.21E4,-,-,-,740.8480,20.18,7.34E4,740.8492,20.18,8.25E4,740.8490,20.17,7.02E4,1.09:1.20:0.95:1.00:0.98:-:1.00:1.12:0.95,7.69E4,7.54E4,1.00:0.98,20.18,,
,0.75,3.07,714.8463,14.47 - 20.27,1,1.1E6,714.8467,20.14,1.01E6,714.8461,20.14,1.23E6,714.8464,20.13,1.08E6,714.8461,20.14,1.05E6,714.8461,19.48,1.07E6,714.8464,19.47,1.07E6,714.8462,20.13,1.05E6,714.8467,19.48,1.23E6,714.8461,20.14,1.04E6,0.97:1.18:1.03:1.00:1.03:1.02:1.01:1.17:1.00,1.09E6,1.11E6,1.00:1.02,19.92,,
,0.75,4.26,564.3457,3.89 - 5.33,1,2.9E4,564.3456,5.16,1.62E4,-,-,0,564.3460,5.17,3.49E4,564.3459,5.17,3.56E4,564.3458,5.17,3.56E4,564.3458,5.16,3.37E4,564.3452,5.17,3.27E4,564.3459,5.17,3.14E4,564.3458,5.16,4.45E4,0.45:0:0.98:1.00:1.00:0.95:0.92:0.88:1.25,2.6E4,3.62E4,1.00:1.39,5.17,,
,0.75,3.41,403.9833,0.30 - 0.71,1,1.9E4,403.9834,0.55,1.07E4,-,-,0,403.9832,0.55,3.67E4,403.9834,0.58,2.59E4,403.9830,0.56,1.74E4,403.9830,0.58,2.83E4,403.9837,0.57,9.93E3,403.9834,0.57,3.07E4,403.9835,0.56,1.23E4,0.41:0:1.41:1.00:0.67:1.09:0.38:1.19:0.47,1.98E4,1.77E4,1.00:0.89,0.56,,
,0.75,3.30,834.8440,19.23 - 20.25,2,1.2E4,834.8437,20.19,1.2E4,834.8444,20.19,1.45E4,834.8444,20.19,1.25E4,834.8435,20.18,1.29E4,834.8435,20.19,1.18E4,834.8441,20.19,1.2E4,834.8439,20.16,1.03E4,834.8439,20.18,1.5E4,834.8445,20.17,9.37E3,0.93:1.12:0.97:1.00:0.91:0.94:0.80:1.17:0.73,1.26E4,1.16E4,1.00:0.92,20.18,,
,0.75,3.18,494.1061,1.70 - 3.20,1,1.5E4,494.1063,3.09,2.53E4,-,-,0,494.1060,3.10,1.57E4,494.1058,3.11,1.93E4,494.1062,3.10,1.06E4,494.1060,3.11,1.79E4,494.1059,3.10,1.36E4,494.1061,3.11,1.76E4,494.1063,3.11,1.54E4,1.31:0:0.81:1.00:0.55:0.93:0.71:0.92:0.80,1.48E4,1.56E4,1.00:1.05,3.10,,
,0.75,3.21,868.8372,20.10 - 20.24,2,6.7E3,868.8379,20.19,6.85E3,868.8379,20.17,8.48E3,868.8364,20.18,6.42E3,868.8364,20.18,6.16E3,868.8373,20.19,6.71E3,868.8369,20.19,6.38E3,868.8374,20.18,5.75E3,868.8374,20.19,7.8E3,868.8374,20.20,5.77E3,1.11:1.38:1.04:1.00:1.09:1.04:0.93:1.27:0.94,6.83E3,6.44E3,1.00:0.94,20.19,,
,0.74,6.61,322.1660,0.12 - 0.97,1,2.6E5,322.1660,0.16,3.66E5,-,-,0,322.1656,0.18,2.72E5,322.1661,0.16,4.41E5,322.1660,0.17,5.03E5,322.1657,0.16,3.19E5,-,-,0,-,-,0,322.1664,0.16,4.23E5,0.83:0:0.62:1.00:1.14:0.72:0:0:0.96,3.17E5,1.41E5,1.00:0.45,0.17,,
,0.74,3.39,795.8362,20.08 - 20.26,2,1.2E4,795.8356,20.19,1.09E4,795.8354,20.17,1.56E4,795.8375,20.21,1.26E4,795.8347,20.18,1.1E4,795.8374,20.21,1.31E4,795.8361,20.17,1.14E4,795.8359,20.16,1.04E4,795.8367,20.18,1.22E4,795.8362,20.20,1.07E4,0.99:1.41:1.14:1.00:1.19:1.03:0.94:1.11:0.97,1.24E4,1.11E4,1.00:0.89,20.18,,
,0.74,3.11,470.1472,3.85 - 4.93,1,1.6E4,470.1475,4.31,1.73E4,470.1475,4.56,1.03E4,470.1463,4.52,1.15E4,470.1474,4.60,2.65E4,470.1469,4.39,1.6E4,470.1472,4.54,1.52E4,470.1475,4.23,1.5E4,470.1473,4.59,1.48E4,470.1475,4.36,1.72E4,0.65:0.39:0.44:1.00:0.60:0.57:0.56:0.56:0.65,1.62E4,1.56E4,1.00:0.97,4.46,,
,0.74,4.79,376.1296,2.85 - 4.71,1,2.3E4,376.1292,3.68,2.65E4,376.1299,3.74,4.4E4,376.1297,3.69,2.35E4,376.1295,3.67,2.26E4,376.1295,3.69,2.06E4,376.1293,3.68,1.68E4,376.1296,3.68,1.84E4,376.1297,3.68,1.26E4,376.1297,3.70,1.8E4,1.17:1.95:1.04:1.00:0.91:0.74:0.81:0.56:0.80,2.56E4,1.63E4,1.00:0.64,3.69,,
,0.74,3.19,957.8181,20.09 - 20.23,2,8.1E3,957.8188,20.17,7.45E3,957.8176,20.17,1.21E4,957.8185,20.17,6.87E3,957.8180,20.17,7.67E3,957.8180,20.17,7.91E3,957.8164,20.17,7.43E3,957.8184,20.16,7.18E3,957.8171,20.17,8.88E3,957.8199,20.15,7.33E3,0.97:1.58:0.90:1.00:1.03:0.97:0.94:1.16:0.96,8.24E3,7.79E3,1.00:0.95,20.17,,
,0.74,4.50,546.1370,3.11 - 4.01,1,3.1E4,546.1374,3.86,2.11E4,-,-,0,546.1373,3.86,1.64E4,546.1364,3.87,6.21E4,546.1370,3.86,1.31E4,546.1371,3.87,4.94E4,546.1367,3.86,2.82E4,546.1367,3.86,7.72E4,546.1371,3.87,1.41E4,0.34:0:0.26:1.00:0.21:0.79:0.45:1.24:0.23,2.7E4,3.98E4,1.00:1.47,3.86,,
,0.74,4.20,404.1605,3.87 - 5.00,1,2.3E4,404.1606,4.55,2.65E4,404.1607,4.59,3.4E4,404.1603,4.55,2.28E4,404.1602,4.55,2.82E4,404.1603,4.57,2.1E4,404.1605,4.55,1.72E4,404.1606,4.56,2.17E4,404.1606,4.56,1.58E4,404.1605,4.56,1.7E4,0.94:1.20:0.81:1.00:0.74:0.61:0.77:0.56:0.60,2.5E4,1.82E4,1.00:0.73,4.56,,
,0.74,3.27,800.8490,20.11 - 20.24,2,7.3E3,800.8492,20.19,7.48E3,800.8499,20.17,9.59E3,800.8492,20.18,6.23E3,800.8485,20.18,5.83E3,800.8488,20.19,7.26E3,800.8483,20.19,8.61E3,800.8487,20.18,6.4E3,800.8494,20.18,7.67E3,800.8495,20.20,6.76E3,1.28:1.64:1.07:1.00:1.25:1.48:1.10:1.31:1.16,7.5E3,6.94E3,1.00:0.93,20.19,,
,0.74,3.70,931.8117,20.10 - 20.24,2,9.6E3,931.8116,20.19,9.33E3,931.8118,20.17,1.33E4,931.8115,20.19,8.85E3,931.8093,20.17,1.02E4,931.8116,20.19,9.64E3,931.8145,20.19,9.78E3,931.8114,20.18,8.59E3,931.8113,20.18,1.01E4,931.8126,20.20,6.56E3,0.91:1.31:0.87:1.00:0.94:0.96:0.84:0.99:0.64,1.02E4,8.41E3,1.00:0.82,20.18,,
,0.73,3.21,588.8394,20.22 - 20.83,1,6.5E3,588.8397,20.28,5.53E3,588.8397,20.27,6.5E3,588.8395,20.27,6.28E3,588.8389,20.27,7.36E3,588.8403,20.27,6.19E3,588.8391,20.27,6.53E3,588.8392,20.29,6.8E3,588.8395,20.28,7.3E3,588.8389,20.28,6.31E3,0.75:0.88:0.85:1.00:0.84:0.89:0.92:0.99:0.86,6.4E3,6.8E3,1.00:1.06,20.28,,
,0.73,4.67,379.2289,3.60 - 4.21,1,2.5E4,379.2289,4.07,2.05E4,-,-,0,379.2291,4.07,3.99E4,379.2283,4.07,1.54E4,379.2290,4.07,2.45E4,379.2289,4.07,6.71E4,379.2291,4.07,2.48E4,379.2292,4.07,1.9E4,379.2289,4.07,1.08E4,1.33:0:2.59:1.00:1.59:4.36:1.61:1.23:0.70,2.79E4,1.82E4,1.00:0.65,4.07,,
