Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD1_E00_neg m/z,STARD1_E00_neg RT mean,STARD1_E00_neg Normalized Area,STARD1_E04_neg m/z,STARD1_E04_neg RT mean,STARD1_E04_neg Normalized Area,STARD1_E05_neg m/z,STARD1_E05_neg RT mean,STARD1_E05_neg Normalized Area,STARD1_E08_neg m/z,STARD1_E08_neg RT mean,STARD1_E08_neg Normalized Area,STARD1_E09_neg m/z,STARD1_E09_neg RT mean,STARD1_E09_neg Normalized Area,STARD1_E10_neg m/z,STARD1_E10_neg RT mean,STARD1_E10_neg Normalized Area,STARD1_E11_neg m/z,STARD1_E11_neg RT mean,STARD1_E11_neg Normalized Area,STARD1_E12_neg m/z,STARD1_E12_neg RT mean,STARD1_E12_neg Normalized Area,STARD1_E06_neg m/z,STARD1_E06_neg RT mean,STARD1_E06_neg Normalized Area,STARD1_E07_neg m/z,STARD1_E07_neg RT mean,STARD1_E07_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.22,9.13,464.8251,2.76 - 8.08,2,9.5E3,464.8251,3.04,2.19E4,464.8259,2.98,2.19E3,464.8241,3.59,1.19E3,464.8252,3.37,4.78E2,464.8257,3.08,5.15E4,464.8258,3.15,3.21E3,464.8250,3.71,2.57E3,-,-,-,464.8246,2.91,9.89E2,464.8244,3.66,1.01E3,9.98:1.00:0.54:0.22:23.49:1.46:1.17:-:0.45:0.46,1.19E4,1E3,1.00:0.08,3.28,,
,0.22,3.73,386.8207,9.77 - 14.85,1,5E3,386.8207,13.37,5.26E3,386.8207,12.84,2.05E3,386.8207,14.27,1.76E3,386.8207,12.49,4.8E3,386.8206,13.50,1.1E4,386.8206,13.17,1.79E4,-,-,0,-,-,0,-,-,0,386.8207,11.98,7.03E3,2.57:1.00:0.86:2.34:5.36:8.72:0:0:0:3.43,5.34E3,3.52E3,1.00:0.66,13.09,,
,0.22,3.44,380.2813,0.30 - 0.89,1,3.7E3,380.2807,0.73,8.53E3,-,-,0,-,-,0,380.2814,0.73,9.06E3,380.2816,0.72,1E4,-,-,0,-,-,0,-,-,0,-,-,0,380.2815,0.72,8.92E3,1.00:0:0:1.06:1.18:0:0:0:0:1.05,3.45E3,4.46E3,1.00:1.29,0.73,,
,0.22,10.05,310.1061,0.10 - 0.28,1,1E4,-,-,0,-,-,0,-,-,0,310.1065,0.16,2.85E4,310.1058,0.15,3.68E4,310.1060,0.14,1.85E4,310.1062,0.16,1.59E4,-,-,0,-,-,0,-,-,0,0:0:0:1.00:1.29:0.65:0.56:0:0:0,1.25E4,0,1.00:0,0.15,,
,0.22,4.07,824.4689,7.22 - 7.93,1,3E3,-,-,0,-,-,0,824.4694,7.70,1.8E4,824.4688,7.67,2.48E3,-,-,0,-,-,0,-,-,0,-,-,0,824.4686,7.65,9.24E3,-,-,0,0:0:1.00:0.14:0:0:0:0:0.51:0,2.56E3,4.62E3,1.00:1.80,7.67,,
,0.22,3.38,429.0911,0.10 - 0.21,1,6.3E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,429.0909,0.16,5.28E5,-,-,0,-,-,0,429.0913,0.17,1.06E5,0:0:0:0:0:0:1.00:0:0:0.20,6.61E4,5.28E4,1.00:0.80,0.17,,
,0.22,10.20,503.3215,3.09 - 3.74,1,2E3,-,-,0,-,-,0,503.3209,3.63,3.31E3,503.3211,3.63,4.12E3,-,-,0,503.3210,3.50,2.73E3,503.3220,3.63,2.42E3,503.3224,3.63,7.43E3,-,-,0,-,-,0,0:0:1.00:1.24:0:0.82:0.73:2.24:0:0,2.5E3,0,1.00:0,3.60,,
,0.22,6.21,373.0458,0.93 - 1.81,1,2.6E3,-,-,0,-,-,0,373.0458,1.44,3.95E3,-,-,0,373.0459,1.42,5.5E3,-,-,0,373.0458,1.42,2.56E3,-,-,0,373.0455,1.43,5.95E3,373.0457,1.42,7.54E3,0:0:1.00:0:1.39:0:0.65:0:1.51:1.91,1.5E3,6.74E3,1.00:4.49,1.43,,
,0.22,5.67,443.2810,2.98 - 3.16,1,609.8,443.2811,3.09,6.95E2,-,-,0,-,-,0,-,-,0,443.2821,3.09,1.32E3,-,-,0,443.2797,3.10,1.16E3,-,-,0,443.2802,3.10,1.27E3,443.2822,3.11,1.66E3,1.00:0:0:0:1.90:0:1.67:0:1.82:2.38,3.97E2,1.46E3,1.00:3.69,3.10,,
,0.22,10.06,387.1568,1.25 - 1.90,1,2.7E3,387.1566,1.56,2E4,-,-,0,387.1574,1.57,2.08E3,-,-,0,387.1564,1.55,4.48E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.10:0:0.22:0:0:0:0:0,3.32E3,0,1.00:0,1.56,,
,0.22,3.21,599.3069,0.29 - 0.55,1,2.8E3,-,-,0,-,-,0,-,-,0,599.3082,0.41,3.96E3,-,-,0,-,-,0,599.3064,0.37,1.9E4,-,-,0,599.3062,0.38,5.06E3,-,-,0,0:0:0:1.00:0:0:4.80:0:1.28:0,2.87E3,2.53E3,1.00:0.88,0.39,,
,0.22,5.38,410.1583,0.10 - 0.42,1,3E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,410.1581,0.14,1.65E5,-,-,0,410.1584,0.15,7.92E4,410.1585,0.17,5.67E4,0:0:0:0:0:0:1.00:0:0.48:0.34,2.06E4,6.79E4,1.00:3.30,0.15,,
,0.22,7.55,834.7954,16.96 - 17.08,1,610.9,-,-,0,-,-,0,-,-,0,834.7935,17.01,2.14E3,-,-,0,-,-,0,-,-,0,-,-,0,834.7948,17.02,2.06E3,834.7979,17.00,1.91E3,0:0:0:1.00:0:0:0:0:0.96:0.89,2.67E2,1.99E3,1.00:7.43,17.01,,
,0.22,4.25,782.6911,14.44 - 14.75,1,1E3,-,-,0,-,-,0,-,-,0,782.6893,14.56,5.38E3,-,-,0,-,-,0,782.6913,14.57,1.65E3,-,-,0,782.6927,14.58,3.46E3,-,-,0,0:0:0:1.00:0:0:0.31:0:0.64:0,8.78E2,1.73E3,1.00:1.97,14.57,,
,0.22,10.01,353.1314,0.12 - 0.60,1,1.3E4,353.1315,0.49,7.33E3,-,-,0,353.1313,0.53,8.62E3,-,-,0,-,-,0,353.1315,0.18,1.07E4,-,-,0,-,-,0,-,-,0,353.1315,0.17,1.06E5,1.00:0:1.18:0:0:1.46:0:0:0:14.41,3.33E3,5.28E4,1.00:15.84,0.34,,
,0.22,3.37,611.3168,0.28 - 0.60,1,6.3E3,611.3171,0.50,2.35E4,-,-,0,611.3167,0.53,2.43E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,611.3167,0.51,1.49E4,-,-,0,1.00:0:1.03:0:0:0:0:0:0.63:0,5.98E3,7.44E3,1.00:1.24,0.52,,
,0.22,3.63,699.8038,18.92 - 20.11,1,1.7E3,-,-,0,699.8051,19.24,2.35E3,699.8041,19.58,1.37E3,699.8049,19.49,4.67E3,699.8038,19.17,2.49E3,699.8018,19.21,1.98E3,-,-,0,-,-,0,699.8051,19.06,1.85E3,699.8017,19.24,2.76E3,0:1.00:0.58:1.98:1.06:0.84:0:0:0.78:1.17,1.61E3,2.3E3,1.00:1.43,19.28,,
,0.22,4.34,894.3751,13.13 - 13.55,1,2.8E3,-,-,0,-,-,0,-,-,0,-,-,0,894.3776,13.28,2.02E3,-,-,0,894.3743,13.35,2.3E4,-,-,0,-,-,0,894.3735,13.32,3.04E3,0:0:0:0:1.00:0:11.41:0:0:1.50,3.13E3,1.52E3,1.00:0.48,13.32,,
,0.22,3.05,736.7766,11.84 - 16.94,1,1.2E4,736.7760,13.63,1.42E4,736.7728,12.69,6.29E3,736.7773,14.25,2.83E3,-,-,0,736.7786,12.87,1.7E4,-,-,0,736.7753,13.26,1.83E4,736.7802,11.94,3.74E4,736.7764,12.18,1.85E3,736.7761,11.94,2.29E4,2.27:1.00:0.45:0:2.70:0:2.92:5.95:0.29:3.64,1.2E4,1.24E4,1.00:1.03,12.85,,
,0.22,3.86,834.7591,16.65 - 20.18,1,1.7E4,-,-,0,-,-,0,-,-,0,-,-,0,834.7567,19.76,2.59E4,834.7600,19.83,1.11E4,834.7602,19.67,3.57E4,834.7588,19.70,5.12E4,834.7565,19.73,2.86E4,834.7623,19.91,2.16E4,0:0:0:0:1.00:0.43:1.38:1.97:1.10:0.83,1.55E4,2.51E4,1.00:1.62,19.77,,
,0.22,10.12,496.8344,12.79 - 15.27,1,1.8E3,496.8340,14.73,1.73E3,496.8340,15.23,8.78E2,-,-,0,496.8346,13.33,4.43E3,496.8345,14.61,1.56E3,496.8338,14.95,9.1E2,496.8346,13.91,1.55E3,496.8352,12.80,6.73E3,-,-,0,-,-,0,1.97:1.00:0:5.04:1.78:1.04:1.77:7.67:0:0,2.23E3,0,1.00:0,14.22,,
,0.22,6.08,744.6676,15.20 - 15.38,1,525.6,-,-,0,-,-,0,-,-,0,744.6669,15.24,2.51E3,-,-,0,-,-,0,-,-,0,-,-,0,744.6688,15.28,1.7E3,744.6671,15.26,1.04E3,0:0:0:1.00:0:0:0:0:0.68:0.42,3.14E2,1.37E3,1.00:4.38,15.26,,
,0.22,3.02,514.3254,0.00 - 6.18,2,1.7E5,514.3254,0.05,1.09E3,514.3247,0.63,2.59E5,514.3271,1.18,1.97E5,514.3253,0.06,1.3E3,514.3253,0.04,2.11E5,514.3254,0.70,2.6E5,514.3234,0.74,2.01E5,514.3264,0.25,2.67E5,514.3256,0.94,1.74E5,-,-,-,0.01:1.00:0.76:0.01:0.81:1.00:0.78:1.03:0.67:-,1.75E5,1.74E5,1.00:0.99,0.51,,
,0.22,4.39,568.7687,0.00 - 0.85,1,381.2,-,-,0,568.7693,0.08,6.6E2,568.7701,0.02,4.79E2,568.7685,0.07,6.18E2,-,-,0,568.7684,0.01,6.18E2,568.7684,0.03,2.82E2,568.7677,0.77,7.52E2,-,-,0,568.7684,0.05,4.02E2,0:1.00:0.73:0.94:0:0.94:0.43:1.14:0:0.61,4.26E2,2.01E2,1.00:0.47,0.15,,
,0.22,10.11,309.1315,0.11 - 0.77,1,2.7E4,-,-,0,-,-,0,-,-,0,309.1314,0.18,9.37E4,309.1316,0.17,1.39E5,309.1312,0.17,2.64E4,309.1319,0.57,1.52E4,-,-,0,-,-,0,-,-,0,0:0:0:1.00:1.48:0.28:0.16:0:0:0,3.42E4,0,1.00:0,0.27,,
,0.22,10.11,419.1218,0.14 - 0.22,1,3.4E4,419.1217,0.16,2.52E5,-,-,0,-,-,0,-,-,0,419.1219,0.17,8.4E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.33:0:0:0:0:0,4.2E4,0,1.00:0,0.17,,
,0.21,3.14,744.4927,3.22 - 3.69,1,930.9,-,-,0,-,-,0,-,-,0,744.4927,3.59,5.39E3,744.4926,3.58,2.18E3,-,-,0,-,-,0,-,-,0,-,-,0,744.4927,3.57,1.74E3,0:0:0:1.00:0.40:0:0:0:0:0.32,9.46E2,8.7E2,1.00:0.92,3.58,,
,0.21,3.19,655.8168,5.22 - 8.51,1,1.1E3,655.8176,5.82,5.59E2,-,-,0,655.8135,7.82,1.26E3,655.8167,7.09,2.91E3,655.8184,6.37,2.16E3,655.8206,6.98,1.46E3,655.8167,5.27,5.36E2,-,-,0,655.8145,6.08,1.14E3,655.8168,6.82,1.34E3,1.00:0:2.26:5.20:3.85:2.62:0.96:0:2.03:2.40,1.11E3,1.24E3,1.00:1.11,6.53,,
,0.21,3.74,632.8133,8.01 - 14.22,1,8.4E3,632.8102,9.71,7.89E3,-,-,0,-,-,0,632.8160,9.12,5.88E3,632.8113,9.14,2.63E4,632.8130,8.48,1.28E4,632.8140,9.45,2.68E3,632.8131,9.22,5.23E3,632.8140,9.17,1.92E3,632.8149,8.25,2.12E4,1.00:0:0:0.75:3.34:1.63:0.34:0.66:0.24:2.68,7.61E3,1.16E4,1.00:1.52,9.07,,
,0.21,10.17,461.1168,3.46 - 3.61,1,804,461.1174,3.56,9.76E2,-,-,0,461.1169,3.56,9.38E2,-,-,0,461.1166,3.55,3.39E3,461.1169,3.56,1.4E3,461.1164,3.56,1.34E3,-,-,0,-,-,0,-,-,0,1.00:0:0.96:0:3.47:1.43:1.37:0:0:0,1E3,0,1.00:0,3.56,,
,0.21,10.17,477.0204,0.10 - 0.20,1,4E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,477.0204,0.14,4E5,-,-,0,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0:0,5.01E4,0,1.00:0,0.14,,
,0.21,5.63,298.8871,0.10 - 0.24,1,2.4E5,298.8868,0.18,1.26E6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,298.8874,0.17,1.14E6,-,-,0,1.00:0:0:0:0:0:0:0:0.90:0,1.58E5,5.7E5,1.00:3.61,0.18,,
,0.21,4.57,607.1384,3.09 - 3.42,1,1.1E3,607.1385,3.28,2.93E3,607.1394,3.29,7.26E2,-,-,0,607.1380,3.29,8.4E2,607.1378,3.27,4.98E3,-,-,0,-,-,0,-,-,0,-,-,0,607.1384,3.28,1.03E3,4.03:1.00:0:1.16:6.86:0:0:0:0:1.42,1.18E3,5.17E2,1.00:0.44,3.28,,
,0.21,4.89,781.7940,19.36 - 20.14,2,1.6E3,781.7916,19.68,1.78E3,781.7975,19.45,1.66E3,781.7944,20.05,1.25E3,-,-,0,781.7947,19.48,1.76E3,781.7936,19.94,3.3E3,-,-,0,-,-,0,781.7948,20.06,2.01E3,781.7911,19.78,4.39E3,1.07:1.00:0.75:0:1.06:1.99:0:0:1.21:2.65,1.22E3,3.2E3,1.00:2.63,19.78,,
,0.21,3.85,576.7948,4.98 - 12.52,1,4.4E4,576.7929,5.90,4.37E4,576.7946,6.89,6.41E3,576.7954,5.08,8.59E2,576.7953,7.52,5.04E4,576.7943,6.85,6.61E4,-,-,-,576.7953,6.07,6.19E3,576.7944,6.17,9.99E4,576.7944,5.76,6.2E4,576.7962,6.85,6.34E4,6.82:1.00:0.13:7.87:10.31:-:0.97:15.58:9.67:9.90,3.91E4,6.27E4,1.00:1.60,6.34,,
,0.21,5.32,310.8820,2.80 - 4.04,3,1.2E3,-,-,0,310.8825,3.15,1.2E3,310.8818,3.57,7.29E2,-,-,0,310.8817,3.11,2.65E3,310.8817,2.87,3.85E3,310.8818,3.32,1.58E3,310.8824,3.13,1.05E3,310.8823,3.65,8.63E2,-,-,0,0:1.00:0.61:0:2.22:3.22:1.32:0.88:0.72:0,1.38E3,4.31E2,1.00:0.31,3.26,,
,0.21,4.08,802.7836,19.16 - 20.15,1,2.7E3,802.7872,19.48,3.83E3,802.7803,19.69,2.67E3,-,-,0,-,-,0,802.7836,19.80,2.66E3,-,-,0,802.7830,19.69,3.2E3,802.7836,19.28,6.38E3,802.7841,19.83,5.14E3,802.7832,19.38,3.38E3,1.44:1.00:0:0:1.00:0:1.20:2.39:1.93:1.27,2.34E3,4.26E3,1.00:1.82,19.59,,
,0.21,4.02,498.1426,3.89 - 4.74,1,1.2E3,498.1422,3.97,2.29E3,-,-,0,498.1423,4.22,1.47E3,-,-,0,498.1429,4.03,1.72E3,-,-,0,498.1423,3.98,2.59E3,-,-,0,498.1423,4.02,7.15E2,498.1436,4.11,2.83E3,1.00:0:0.64:0:0.75:0:1.13:0:0.31:1.24,1.01E3,1.77E3,1.00:1.76,4.06,,
,0.21,5.80,564.8227,6.95 - 9.57,1,3.1E3,564.8228,8.36,3.11E3,-,-,0,564.8230,8.10,2.39E3,-,-,0,564.8221,8.06,1.77E3,564.8222,8.02,1.16E3,564.8236,8.26,3.96E3,564.8230,8.20,3.39E3,-,-,0,564.8222,8.34,1.55E4,1.00:0:0.77:0:0.57:0.37:1.27:1.09:0:5.00,1.97E3,7.77E3,1.00:3.94,8.19,,
,0.21,6.06,774.6780,15.20 - 15.42,1,1.1E3,-,-,0,-,-,0,-,-,0,774.6780,15.30,5.36E3,-,-,0,-,-,0,-,-,0,-,-,0,774.6776,15.30,3.61E3,774.6782,15.31,2.3E3,0:0:0:1.00:0:0:0:0:0.67:0.43,6.7E2,2.96E3,1.00:4.42,15.31,,
,0.21,5.88,495.3165,1.18 - 1.63,1,4.6E3,-,-,0,-,-,0,495.3167,1.50,8.15E3,495.3165,1.45,1.45E4,-,-,0,-,-,0,-,-,0,-,-,0,495.3164,1.49,1.29E4,495.3165,1.49,1.03E4,0:0:1.00:1.78:0:0:0:0:1.58:1.26,2.84E3,1.16E4,1.00:4.09,1.48,,
,0.21,6.54,750.7014,15.78 - 15.96,1,1E3,-,-,0,-,-,0,-,-,0,750.7005,15.84,2.92E3,-,-,0,-,-,0,750.7018,15.86,1.6E3,-,-,0,750.7022,15.87,2.8E3,750.7012,15.86,3.15E3,0:0:0:1.00:0:0:0.55:0:0.96:1.08,5.64E2,2.97E3,1.00:5.28,15.86,,
,0.21,3.24,642.8403,4.39 - 11.44,1,4.9E4,642.8404,4.67,2.36E3,642.8425,5.25,4.58E3,642.8386,5.14,4.51E3,642.8413,5.73,1.42E5,642.8403,5.85,1.26E4,642.8403,5.87,1.51E5,642.8412,5.79,3.36E3,642.8395,6.44,8.26E4,642.8375,4.47,8.52E4,642.8415,5.62,2.01E3,0.51:1.00:0.98:31.03:2.74:33.09:0.73:18.05:18.61:0.44,5.04E4,4.36E4,1.00:0.86,5.48,,
,0.21,4.61,797.3867,13.12 - 13.57,1,4.6E3,-,-,0,-,-,0,-,-,0,-,-,0,797.3877,13.29,3.79E3,-,-,0,797.3859,13.33,3.81E4,-,-,0,-,-,0,797.3864,13.27,4.45E3,0:0:0:0:1.00:0:10.05:0:0:1.18,5.23E3,2.23E3,1.00:0.43,13.30,,
,0.21,3.88,768.7918,14.28 - 16.12,1,1.6E3,768.7890,15.66,1.14E3,768.7914,15.84,2.51E3,768.7952,15.61,1.66E3,768.7924,14.85,4.47E3,-,-,0,768.7952,14.41,4.11E3,-,-,0,-,-,0,768.7878,15.01,9.76E2,768.7915,15.42,1.15E3,0.46:1.00:0.66:1.78:0:1.64:0:0:0.39:0.46,1.74E3,1.06E3,1.00:0.61,15.26,,
,0.21,7.96,650.8691,16.17 - 18.23,1,3.3E3,650.8707,16.99,4.8E3,650.8694,17.79,1.54E3,-,-,0,650.8693,17.74,1.57E3,650.8702,16.76,1.77E4,650.8663,17.68,1.34E3,650.8695,17.23,1.35E3,650.8683,17.38,3.73E3,650.8690,17.94,9.41E2,-,-,0,3.12:1.00:0:1.02:11.47:0.87:0.88:2.42:0.61:0,4E3,4.7E2,1.00:0.12,17.44,,
,0.21,3.63,385.9916,0.32 - 0.80,1,1.6E3,-,-,0,-,-,0,385.9918,0.68,5.54E3,-,-,0,-,-,0,385.9918,0.45,6.11E3,-,-,0,-,-,0,385.9912,0.65,4.2E3,-,-,0,0:0:1.00:0:0:1.10:0:0:0.76:0,1.46E3,2.1E3,1.00:1.44,0.60,,
,0.21,9.98,452.9223,0.10 - 5.19,1,5.7E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,452.9222,0.18,3.43E5,-,-,0,452.9222,0.19,3.57E6,452.9225,0.17,1.74E6,0:0:0:0:0:0:1.00:0:10.41:5.07,4.29E4,2.66E6,1.00:61.92,0.18,,
,0.21,6.84,277.8215,0.24 - 2.84,1,4.2E3,277.8216,2.27,1.26E3,277.8217,1.65,2.19E3,277.8216,2.71,9.94E3,277.8216,2.37,1.66E3,277.8215,2.17,1.28E4,-,-,0,-,-,0,277.8210,1.83,1.27E4,277.8216,2.07,1.72E3,-,-,0,0.57:1.00:4.54:0.76:5.83:0:0:5.78:0.79:0,5.06E3,8.61E2,1.00:0.17,2.15,,
,0.21,4.39,432.0030,0.29 - 0.46,1,5.9E3,-,-,0,-,-,0,-,-,0,-,-,0,432.0025,0.36,9.1E3,-,-,0,432.0028,0.37,4.34E4,-,-,0,-,-,0,432.0037,0.35,6.2E3,0:0:0:0:1.00:0:4.77:0:0:0.68,6.56E3,3.1E3,1.00:0.47,0.36,,
,0.21,3.81,393.1722,1.24 - 1.95,1,2.2E3,393.1722,1.60,3.34E3,-,-,0,-,-,0,393.1719,1.60,4.3E3,393.1722,1.59,8.23E3,-,-,0,-,-,0,-,-,0,393.1723,1.60,3.71E3,393.1723,1.59,2.57E3,1.00:0:0:1.29:2.46:0:0:0:1.11:0.77,1.98E3,3.14E3,1.00:1.58,1.60,,
,0.21,3.35,780.7467,17.18 - 20.16,1,2.4E4,-,-,0,780.7468,19.27,4.32E4,-,-,0,780.7465,19.26,3.77E4,780.7463,18.65,5.96E4,-,-,0,780.7459,19.01,4.62E4,-,-,0,780.7457,19.25,3.05E4,780.7492,18.28,2.69E4,0:1.00:0:0.87:1.38:0:1.07:0:0.71:0.62,2.33E4,2.87E4,1.00:1.23,18.96,,
,0.21,3.02,448.9969,2.66 - 3.55,3,2E3,-,-,0,-,-,0,448.9969,3.11,6.42E2,448.9969,2.89,5.33E3,448.9967,3.09,2.01E3,448.9969,3.31,5.33E3,448.9968,3.37,8.9E2,448.9980,3.22,1.77E3,-,-,0,448.9963,2.95,4.03E3,0:0:1.00:8.29:3.13:8.30:1.39:2.75:0:6.27,2E3,2.02E3,1.00:1.01,3.13,,
,0.21,3.12,819.8023,19.50 - 20.25,2,4.4E3,819.8024,20.13,5.12E3,-,-,0,819.8038,19.63,2.65E3,819.8049,20.11,1.19E4,819.8032,20.10,9.11E3,-,-,0,819.8009,20.11,6.7E3,-,-,0,819.8003,20.14,3.45E3,819.8009,20.11,4.8E3,1.00:0:0.52:2.32:1.78:0:1.31:0:0.67:0.94,4.43E3,4.13E3,1.00:0.93,20.05,,
,0.21,4.94,435.1677,0.25 - 0.61,1,5.6E3,-,-,0,-,-,0,-,-,0,435.1679,0.52,1.57E4,-,-,0,-,-,0,435.1675,0.50,3.56E4,-,-,0,-,-,0,435.1678,0.53,4.81E3,0:0:0:1.00:0:0:2.27:0:0:0.31,6.41E3,2.4E3,1.00:0.37,0.52,,
,0.21,3.57,360.8586,2.78 - 4.85,1,1.1E3,360.8583,3.70,4.94E2,360.8586,3.67,1.61E3,-,-,0,360.8585,4.36,1.61E3,360.8584,3.63,7.42E2,360.8585,3.46,3.59E3,-,-,0,360.8594,3.62,8.84E2,-,-,0,360.8583,3.69,1.61E3,0.31:1.00:0:1.00:0.46:2.23:0:0.55:0:1.00,1.12E3,8.07E2,1.00:0.72,3.73,,
,0.21,3.92,583.9558,2.21 - 2.53,1,1.5E3,-,-,0,-,-,0,583.9561,2.43,1.94E3,583.9553,2.43,3.72E3,583.9553,2.42,1.83E3,583.9564,2.43,3.4E3,-,-,0,-,-,0,583.9556,2.43,1.64E3,583.9562,2.42,2.86E3,0:0:1.00:1.92:0.94:1.75:0:0:0.85:1.48,1.36E3,2.25E3,1.00:1.65,2.43,,
,0.21,4.99,736.7685,18.93 - 20.12,1,1.3E3,-,-,0,736.7665,19.24,1.88E3,736.7687,19.40,2.38E3,-,-,0,736.7684,19.28,1.35E3,736.7663,19.22,1.34E3,-,-,0,736.7711,19.56,9.49E2,736.7679,19.34,1.44E3,736.7705,19.21,3.91E3,0:1.00:1.27:0:0.72:0.71:0:0.50:0.77:2.08,9.88E2,2.67E3,1.00:2.70,19.32,,
,0.21,7.43,713.5774,13.95 - 14.49,1,2.6E3,-,-,0,-,-,0,713.5772,14.11,2.22E3,-,-,0,713.5775,14.22,7.44E3,-,-,0,-,-,0,-,-,0,-,-,0,713.5775,14.24,1.59E4,0:0:1.00:0:3.35:0:0:0:0:7.17,1.21E3,7.96E3,1.00:6.59,14.19,,
,0.21,5.30,789.4466,3.49 - 4.08,1,1.6E3,789.4465,4.01,1.15E4,-,-,0,-,-,0,-,-,0,789.4476,4.01,1.79E3,-,-,0,789.4460,4.02,1.82E3,-,-,0,-,-,0,789.4464,4.01,1.24E3,1.00:0:0:0:0.16:0:0.16:0:0:0.11,1.89E3,6.2E2,1.00:0.33,4.01,,
,0.21,5.54,470.1470,3.83 - 4.87,1,4.3E3,470.1463,4.59,1.04E4,470.1477,4.58,2.41E3,-,-,0,-,-,0,-,-,0,470.1471,4.55,6.41E3,470.1473,4.54,4.25E3,-,-,0,470.1467,4.55,7.32E3,470.1470,4.50,1.24E4,4.32:1.00:0:0:0:2.66:1.76:0:3.03:5.12,2.94E3,9.85E3,1.00:3.35,4.55,,
,0.21,7.00,814.7449,16.42 - 16.56,1,530.6,-,-,0,-,-,0,-,-,0,814.7441,16.48,2.19E3,-,-,0,-,-,0,-,-,0,-,-,0,814.7440,16.49,2.14E3,814.7466,16.47,9.81E2,0:0:0:1.00:0:0:0:0:0.98:0.45,2.73E2,1.56E3,1.00:5.71,16.48,,
,0.21,8.01,792.7477,16.44 - 16.58,1,429,-,-,0,-,-,0,-,-,0,792.7476,16.48,1.44E3,-,-,0,-,-,0,-,-,0,-,-,0,792.7460,16.51,1.48E3,792.7495,16.49,1.37E3,0:0:0:1.00:0:0:0:0:1.03:0.95,1.8E2,1.43E3,1.00:7.93,16.49,,
,0.21,3.84,654.8041,9.72 - 15.87,1,1E4,654.8078,10.69,2.22E3,654.8050,11.08,6.34E3,654.8069,10.87,4.19E4,654.8000,9.98,9.31E3,-,-,0,654.8031,9.89,1.04E4,-,-,0,654.8018,10.63,4.5E3,654.8049,10.09,7.35E3,654.8032,10.92,2.22E4,0.35:1.00:6.60:1.47:0:1.64:0:0.71:1.16:3.50,9.33E3,1.48E4,1.00:1.58,10.52,,
,0.21,10.56,374.0283,1.08 - 2.50,1,4.9E3,374.0284,2.39,6.77E3,-,-,0,374.0282,2.38,1.21E4,-,-,0,374.0283,2.37,1.19E4,-,-,0,374.0283,2.39,1.81E4,-,-,0,-,-,0,-,-,0,1.00:0:1.79:0:1.76:0:2.68:0:0:0,6.11E3,0,1.00:0,2.38,,
,0.21,4.71,746.6468,14.46 - 14.73,1,692.4,-,-,0,-,-,0,-,-,0,746.6456,14.61,3.38E3,-,-,0,-,-,0,746.6476,14.62,9.79E2,-,-,0,746.6472,14.62,2.56E3,-,-,0,0:0:0:1.00:0:0:0.29:0:0.76:0,5.45E2,1.28E3,1.00:2.35,14.62,,
,0.21,3.07,710.8312,11.73 - 17.40,1,4.1E3,710.8329,14.29,2.8E3,710.8290,13.85,4.02E3,710.8309,12.29,8.47E3,-,-,0,710.8328,12.63,1.34E4,-,-,0,710.8302,13.63,1.78E3,710.8319,12.15,2.13E3,-,-,0,710.8309,12.99,8.46E3,0.70:1.00:2.11:0:3.34:0:0.44:0.53:0:2.10,4.08E3,4.23E3,1.00:1.04,13.12,,
,0.21,5.42,848.7358,15.80 - 20.15,1,2E4,848.7336,18.15,5.12E4,848.7353,18.89,2.93E4,848.7374,18.43,2.05E4,848.7354,18.48,4E4,-,-,0,-,-,0,848.7366,18.34,4.52E3,848.7357,19.35,3.78E4,848.7366,19.00,1.46E4,-,-,0,1.74:1.00:0.70:1.36:0:0:0.15:1.29:0.50:0,2.29E4,7.31E3,1.00:0.32,18.66,,
,0.21,4.39,253.0691,0.11 - 0.26,1,6.6E3,-,-,0,-,-,0,-,-,0,-,-,0,253.0691,0.17,3.89E4,253.0691,0.18,5.16E3,-,-,0,-,-,0,-,-,0,253.0691,0.18,2.23E4,0:0:0:0:1.00:0.13:0:0:0:0.58,5.5E3,1.12E4,1.00:2.03,0.18,,
